Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.078225394	0.305999337	1236.0	4409.7			0.228		3173.6						
1	Spectrogram 1	1	0.078225394	0.305999337	1236.0	4409.7	3000.0	3750.0	0.228	750.0	3173.6	3187.5	2.491	3187.5;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2437.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3000.0;3375.0;3562.5;3562.5;3375.0;3562.5;3187.5;3000.0;3375.0;3375.0;3187.5;3187.5;3562.5;3375.0;3000.0;3187.5;3000.0;3187.5;4125.0;3000.0;3000.0;4125.0;2812.5;3375.0;4125.0;3000.0;3000.0;4125.0;4125.0;4125.0;3937.5;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3562.5;3750.0;3750.0;3562.5;3750.0;3937.5;3750.0;3750.0;3562.5;3750.0	2.5	-351.6;0.0;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;0.0;0.0;-140.6;210.9;0.0;0.0;0.0;70.3;0.0;-70.3;140.6;70.3;0.0;-70.3;70.3;-140.6;-70.3;140.6;0.0;-70.3;0.0;140.6;-70.3;-140.6;70.3;-70.3;70.3;351.6;-421.9;0.0;421.9;-492.2;210.9;281.2;-421.9;0.0;421.9;0.0;0.0;-70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;0.0;-70.3;70.3;70.3;-70.3;0.0;-70.3;70.3	29
2	Waveform 1	1	0.487751182	0.705171764	1169.2	4543.3			0.217		3374.1						
2	Spectrogram 1	1	0.487751182	0.705171764	1169.2	4543.3	3000.0	3562.5	0.217	562.5	3374.1	3187.5	2.519	2437.5;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;2625.0;2812.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;2812.5;3187.5;3562.5;3375.0;3375.0;3187.5;3000.0;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3187.5;4125.0;4125.0;3187.5;3000.0;4125.0;3000.0;3375.0;3187.5;3937.5;3937.5;4125.0;4125.0;3750.0;3750.0;3750.0;3937.5;3562.5;3562.5;3750.0;3750.0;3562.5;3750.0;3937.5;3750.0;3375.0;3000.0;3562.5;3562.5;3750.0;3562.5;3750.0;3562.5;3562.5;3562.5;3750.0;3187.5	3.5	0.0;0.0;0.0;0.0;70.3;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-140.6;70.3;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;-140.6;140.6;140.6;-70.3;0.0;-70.3;-70.3;70.3;70.3;-70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;-70.3;351.6;0.0;-351.6;-70.3;421.9;-421.9;140.6;-70.3;281.2;0.0;70.3;0.0;-140.6;0.0;0.0;70.3;-140.6;0.0;70.3;0.0;-70.3;70.3;70.3;-70.3;-140.6;-140.6;210.9;0.0;70.3;-70.3;70.3;-70.3;0.0;0.0;70.3;-210.9	29
3	Waveform 1	1	0.857013899	1.082487095	1135.8	4509.9			0.225		3374.1						
3	Spectrogram 1	1	0.857013899	1.082487095	1135.8	4509.9	2812.5	3562.5	0.225	750.0	3374.1	3187.5	2.512	2062.5;3375.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;2625.0;2812.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3000.0;3187.5;3375.0;3562.5;3375.0;3187.5;3750.0;3000.0;3375.0;3187.5;3187.5;3000.0;3937.5;4125.0;4125.0;3187.5;4125.0;3187.5;3750.0;3937.5;3375.0;4125.0;3187.5;3562.5;4125.0;2812.5;2812.5;4125.0;4125.0;4125.0;3937.5;3750.0;3750.0;3750.0;3000.0;3750.0;3562.5;3562.5;3562.5;3562.5;3562.5;3937.5;3937.5;3750.0;3750.0;3750.0;3562.5;3562.5;3750.0;3750.0	7.7	492.2;-421.9;70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;70.3;-140.6;70.3;70.3;0.0;0.0;0.0;70.3;0.0;0.0;-70.3;70.3;70.3;70.3;-70.3;-70.3;210.9;-281.2;140.6;-70.3;0.0;-70.3;351.6;70.3;0.0;-351.6;351.6;-351.6;210.9;70.3;-210.9;281.2;-351.6;140.6;210.9;-492.2;0.0;492.2;0.0;0.0;-70.3;-70.3;0.0;0.0;-281.2;281.2;-70.3;0.0;0.0;0.0;0.0;140.6;0.0;-70.3;0.0;0.0;-70.3;0.0;70.3;0.0	28
4	Waveform 1	1	1.260991263	1.456554749	1236.0	4443.1			0.196		3207.0						
4	Spectrogram 1	1	1.260991263	1.456554749	1236.0	4443.1	2812.5	3750.0	0.196	937.5	3207.0	3187.5	2.475	2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;2625.0;2625.0;3000.0;3187.5;3187.5;3000.0;3187.5;3187.5;3375.0;2812.5;3562.5;3562.5;3000.0;3000.0;3187.5;3187.5;3937.5;3937.5;3937.5;3937.5;3937.5;3937.5;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;3937.5;3937.5;3750.0;3937.5;3562.5;3562.5;3562.5;3562.5;3750.0;3000.0;4125.0;4125.0;3562.5;3562.5;3562.5	6.7	70.3;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;-140.6;0.0;140.6;70.3;0.0;-70.3;70.3;0.0;70.3;-210.9;281.2;0.0;-210.9;0.0;70.3;0.0;281.2;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;-70.3;70.3;-140.6;0.0;0.0;0.0;70.3;-281.2;421.9;0.0;-210.9;0.0;0.0	19
5	Waveform 1	1	2.016598558	2.221365031	1202.6	4610.1			0.205		3407.5						
5	Spectrogram 1	1	2.016598558	2.221365031	1202.6	4610.1	2812.5	3750.0	0.205	937.5	3407.5	3750.0	2.332	2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2812.5;3000.0;3000.0;3000.0;3000.0;2812.5;3000.0;3187.5;3187.5;3187.5;3187.5;2812.5;3562.5;3375.0;3562.5;3562.5;3375.0;3000.0;3187.5;3937.5;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;3187.5;3937.5;4125.0;4312.5;4125.0;4125.0;4125.0;4125.0;4312.5;4125.0;4125.0;4125.0;3937.5;3937.5;4125.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3562.5;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3750.0;3750.0	6.6	0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;70.3;0.0;0.0;0.0;-70.3;70.3;70.3;0.0;0.0;0.0;-140.6;281.2;-70.3;70.3;0.0;-70.3;-140.6;70.3;281.2;70.3;0.0;0.0;0.0;0.0;-70.3;-281.2;281.2;70.3;70.3;-70.3;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;-70.3;0.0;70.3;-140.6;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;0.0;0.0;0.0;0.0;-70.3;70.3;0.0	20
