Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.047112576	0.238334209	1169.2	3808.4			0.191		2639.1						
1	Spectrogram 1	1	0.047112576	0.238334209	1169.2	3808.4	3187.5	3375.0	0.191	187.5	2639.1	3375.0	2.027	2437.5;2437.5;2250.0;2250.0;2250.0;2437.5;2250.0;2250.0;2437.5;2437.5;3187.5;3187.5;3000.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;2437.5;3187.5;3000.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3187.5;3375.0;3187.5;3375.0;3187.5;3000.0;3000.0;3187.5;3000.0	3.0	0.0;-70.3;0.0;0.0;70.3;-70.3;0.0;70.3;0.0;281.2;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-281.2;281.2;-70.3;140.6;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;-70.3;70.3;-70.3;-70.3;0.0;70.3;-70.3	22
2	Waveform 1	1	0.427961018	0.613639994	1302.9	3741.5			0.186		2438.7						
2	Spectrogram 1	1	0.427961018	0.613639994	1302.9	3741.5	3000.0	3187.5	0.186	187.5	2438.7	3187.5	1.894	2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;3187.5;2437.5;2437.5;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3000.0;3187.5;3000.0;3187.5;3187.5;3187.5;2625.0	2.1	0.0;0.0;70.3;0.0;0.0;0.0;281.2;-281.2;0.0;281.2;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;-70.3;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;70.3;0.0;-70.3;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;-70.3;70.3;0.0;0.0;-210.9	17
3	Waveform 1	1	0.800481894	0.973689894	1302.9	3808.4			0.173		2505.5						
3	Spectrogram 1	1	0.800481894	0.973689894	1302.9	3808.4	3187.5	3375.0	0.173	187.5	2505.5	3187.5	1.878	2250.0;2437.5;2250.0;2437.5;2437.5;1687.5;1687.5;3750.0;3375.0;1875.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3375.0;3375.0;3187.5;3187.5;3000.0;3187.5;3000.0;3187.5;3000.0;3187.5;3375.0;3000.0;3000.0;3187.5;3187.5;3000.0;3000.0;3187.5;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3187.5;3375.0;3000.0;3000.0;3187.5	5.6	70.3;-70.3;70.3;0.0;-281.2;0.0;773.4;-140.6;-562.5;562.5;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;70.3;0.0;-70.3;0.0;-70.3;70.3;-70.3;70.3;-70.3;70.3;70.3;-140.6;0.0;70.3;0.0;-70.3;0.0;70.3;-70.3;0.0;0.0;0.0;70.3;-70.3;70.3;70.3;-140.6;0.0;70.3	26
4	Waveform 1	1	1.178495366	1.351703367	1302.9	3908.6			0.173		2605.7						
4	Spectrogram 1	1	1.178495366	1.351703367	1302.9	3908.6	3187.5	3375.0	0.173	187.5	2605.7	3187.5	1.848	3000.0;2062.5;2250.0;2250.0;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3000.0;3187.5;3000.0;3375.0;3187.5;3000.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5	1.1	-351.6;70.3;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;-70.3;70.3;-70.3;140.6;-70.3;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;-70.3;70.3	13
5	Waveform 1	1	1.555191375	1.740870352	1236.0	3741.5			0.186		2505.5						
5	Spectrogram 1	1	1.555191375	1.740870352	1236.0	3741.5	3000.0	3187.5	0.186	187.5	2505.5	3187.5	1.796	2250.0;2437.5;2437.5;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5	5.2	70.3;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3	8
