Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.041913563	0.147125159	1703.7	4443.1			0.105		2739.3						
1	Spectrogram 1	1	0.041913563	0.147125159	1703.7	4443.1	2812.5	3187.5	0.105	375.0	2739.3	3187.5	2.181	2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2250.0;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;3000.0;2062.5;2062.5;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3000.0;3187.5;3375.0;3187.5;3000.0;3000.0;3187.5;2625.0;2625.0;2437.5;2625.0	5.6	0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351.6;-351.6;0.0;351.6;0.0;70.3;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;70.3;-70.3;-70.3;0.0;70.3;-210.9;0.0;-70.3;70.3	10
2	Waveform 1	1	0.422832427	0.551994630	1636.9	4409.7			0.129		2772.7						
2	Spectrogram 1	1	0.422832427	0.551994630	1636.9	4409.7	2625.0	3187.5	0.129	562.5	2772.7	3187.5	2.168	1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;2062.5;2062.5;1875.0;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2250.0;2250.0;2062.5;2250.0;2250.0;2250.0;2250.0;2250.0;2062.5;2062.5;2250.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3000.0;3187.5;3187.5;3187.5;2625.0;3000.0;2437.5;2437.5;3187.5;2437.5;2812.5	7.6	0.0;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;-70.3;70.3;0.0;0.0;-210.9;140.6;-210.9;0.0;281.2;-281.2;140.6	14
3	Waveform 1	1	0.808058458	0.941497556	1503.3	4276.0			0.133		2772.7						
3	Spectrogram 1	1	0.808058458	0.941497556	1503.3	4276.0	2812.5	3187.5	0.133	375.0	2772.7	3000.0	2.278	1875.0;1875.0;1875.0;1875.0;2062.5;2062.5;3000.0;1875.0;2062.5;2062.5;2062.5;1875.0;2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;2062.5;2062.5;2062.5;3000.0;3000.0;2062.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3562.5;3187.5;3000.0;3375.0;3000.0;3000.0;2812.5;2812.5;2625.0;3000.0;2437.5;2625.0;3000.0;2437.5;2812.5;2437.5	4.4	0.0;0.0;0.0;70.3;0.0;351.6;-421.9;70.3;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;-70.3;0.0;70.3;0.0;0.0;351.6;0.0;-351.6;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;140.6;-140.6;-70.3;140.6;-140.6;0.0;-70.3;0.0;-70.3;140.6;-210.9;70.3;140.6;-210.9;140.6;-140.6	17
4	Waveform 1	1	1.221148849	1.352021810	1536.7	4276.0			0.131		2739.3						
4	Spectrogram 1	1	1.221148849	1.352021810	1536.7	4276.0	2812.5	3187.5	0.131	375.0	2739.3	3187.5	2.395	3000.0;1875.0;1875.0;1875.0;1875.0;2062.5;2062.5;1875.0;2250.0;2062.5;2062.5;3750.0;2062.5;2062.5;1875.0;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;2062.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3375.0;2812.5;3000.0;3000.0;2625.0;2625.0;2812.5;2812.5;2625.0;2625.0;3000.0;2812.5;2437.5;2812.5	-1.4	-421.9;0.0;0.0;0.0;70.3;0.0;-70.3;140.6;-70.3;0.0;632.8;-632.8;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;70.3;-210.9;70.3;0.0;-140.6;0.0;70.3;0.0;-70.3;0.0;140.6;-70.3;-140.6;140.6	15
5	Waveform 1	1	1.605822097	1.738405816	1503.3	4242.6			0.133		2739.3						
5	Spectrogram 1	1	1.605822097	1.738405816	1503.3	4242.6	2812.5	3187.5	0.133	375.0	2739.3	3000.0	2.504	3187.5;3562.5;3562.5;1875.0;1875.0;1875.0;1875.0;1875.0;3375.0;2062.5;1875.0;3000.0;2812.5;2812.5;2812.5;2812.5;2625.0;2625.0;2625.0;1875.0;2062.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3375.0;3187.5;3000.0;2625.0;2625.0;2437.5;2437.5;2437.5;2437.5;2437.5;2812.5;3375.0	1.5	140.6;0.0;-632.8;0.0;0.0;0.0;0.0;562.5;-492.2;-70.3;421.9;-70.3;0.0;0.0;0.0;-70.3;0.0;0.0;-281.2;70.3;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;140.6;-70.3;-70.3;-140.6;0.0;-70.3;0.0;0.0;0.0;0.0;140.6;210.9	10
