Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	1.641755505	1.739135040	2243.2	8454.1				6210.9	0.097						
1	Spectrogram 1	1	1.641755505	1.739135040	2243.2	8454.1	5062.5	5437.5	3.515	6210.9	0.097	375.0	5062.5	4781.2;4968.8;5531.2;5812.5;6000.0;6000.0;5812.5;5718.8;5531.2;5343.8;5250.0;5062.5;4781.2;4406.2;5062.5;5156.2;5343.8;4968.8	2.1	35.2;105.5;52.7;35.2;0.0;-35.2;-17.6;-35.2;-35.2;-17.6;-35.2;-52.7;-70.3;123.0;17.6;35.2;-70.3	3
2	Waveform 1	1	1.804897843	1.913659401	2330.7	8395.8				6065.1	0.109						
2	Spectrogram 1	1	1.804897843	1.913659401	2330.7	8395.8	4875.0	5250.0	3.044	6065.1	0.109	375.0	5250.0	4500.0;5062.5;5343.8;5531.2;5625.0;5625.0;5531.2;5343.8;5250.0;5156.2;5156.2;4781.2;4687.5;4500.0;4312.5;5343.8;4968.8;4968.8;5250.0	7.8	105.5;52.7;35.2;17.6;0.0;-17.6;-35.2;-17.6;-17.6;0.0;-70.3;-17.6;-35.2;-35.2;193.4;-70.3;0.0;52.7	4
3	Waveform 1	1	1.971834188	2.083125085	2330.7	8133.3				5802.6	0.111						
3	Spectrogram 1	1	1.971834188	2.083125085	2330.7	8133.3	4687.5	5156.2	2.736	5802.6	0.111	468.8	4781.2	4875.0;4500.0;4875.0;5156.2;5343.8;5343.8;5343.8;5250.0;5156.2;5062.5;5062.5;4968.8;4781.2;4593.8;4406.2;4312.5;4218.8;4125.0;5250.0;4687.5;4500.0	-3.5	-70.3;70.3;52.7;35.2;0.0;0.0;-17.6;-17.6;-17.6;0.0;-17.6;-35.2;-35.2;-35.2;-17.6;-17.6;-17.6;210.9;-105.5;-35.2	4
4	Waveform 1	1	2.351234973	2.492877933	2039.1	6208.8				4169.7	0.142						
4	Spectrogram 1	1	2.351234973	2.492877933	2039.1	6208.8	3937.5	4218.8	2.885	4169.7	0.142	281.2	4031.2	4218.8;4218.8;4218.8;3375.0;3750.0;3937.5;4031.2;4031.2;4031.2;4031.2;4031.2;4031.2;3937.5;3937.5;3843.8;3750.0;3750.0;3750.0;3468.8;4968.8;4781.2;4593.8;4593.8;4406.2;4218.8;4500.0;4031.2	-1.4	0.0;0.0;-158.2;70.3;35.2;17.6;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;-17.6;-17.6;0.0;0.0;-52.7;281.2;-35.2;-35.2;0.0;-35.2;-35.2;52.7;-87.9	6
