Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.187471355	0.358873736	2568.1	3785.7			0.171		1217.6						
1	Spectrogram 1	1	0.187471355	0.358873736	2568.1	3785.7	2928.5	3531.4	0.171	602.9	1217.6	3531.4	2.882	3273.0;3273.0;3273.0;3617.6;3273.0;3359.2;3531.4;3531.4;3617.6;3359.2;3531.4;3531.4;2842.4;3531.4;3445.3;2842.4;3531.4;3531.4;3531.4;2756.2;2756.2;2756.2;2756.2;3273.0;3359.2;2756.2;3100.8;3531.4	1.6	0.0;0.0;59.4;-59.4;14.8;29.7;0.0;14.8;-44.5;29.7;0.0;-118.7;118.7;-14.8;-103.9;118.7;0.0;0.0;-133.5;0.0;0.0;0.0;89.0;14.8;-103.9;59.4;74.2	12
2	Waveform 1	1	0.452609413	0.637402606	2479.5	3697.1			0.185		1217.6						
2	Spectrogram 1	1	0.452609413	0.637402606	2479.5	3697.1	3014.6	3445.3	0.185	430.7	1217.6	3531.4	2.908	3273.0;3273.0;3273.0;3273.0;3273.0;3273.0;3359.2;3445.3;3531.4;3445.3;3445.3;3531.4;3531.4;3531.4;3273.0;2756.2;2842.4;2670.1;3445.3;2756.2;2756.2;3273.0;3531.4;2842.4;2670.1;2670.1;3186.9;2670.1;3445.3;3273.0;3273.0	0.0	0.0;0.0;0.0;0.0;0.0;14.8;14.8;14.8;-14.8;0.0;14.8;0.0;0.0;-44.5;-89.0;14.8;-29.7;133.5;-118.7;0.0;89.0;44.5;-118.7;-29.7;0.0;89.0;-89.0;133.5;-29.7;0.0	13
3	Waveform 1	1	0.703017580	0.893167096	2545.9	3697.1			0.190		1151.2						
3	Spectrogram 1	1	0.703017580	0.893167096	2545.9	3697.1	3014.6	3445.3	0.190	430.7	1151.2	3445.3	2.771	3273.0;3273.0;3273.0;3445.3;3445.3;3445.3;3445.3;3445.3;3531.4;3531.4;3531.4;3445.3;3445.3;3445.3;3445.3;3445.3;2756.2;2756.2;2756.2;3445.3;3445.3;2756.2;2756.2;3186.9;2756.2;2756.2;3273.0;3445.3;3445.3;3531.4;3445.3	1.0	0.0;0.0;29.7;0.0;0.0;0.0;0.0;14.8;0.0;0.0;-14.8;0.0;0.0;0.0;0.0;-118.7;0.0;0.0;118.7;0.0;-118.7;0.0;74.2;-74.2;0.0;89.0;29.7;0.0;14.8;-14.8	7
4	Waveform 1	1	0.945724700	1.135874217	2568.1	3697.1			0.190		1129.1						
4	Spectrogram 1	1	0.945724700	1.135874217	2568.1	3697.1	3273.0	3445.3	0.190	172.3	1129.1	3445.3	2.651	3273.0;3273.0;3273.0;3273.0;3445.3;3445.3;3445.3;3359.2;3273.0;3531.4;3531.4;3445.3;3445.3;3273.0;3445.3;3445.3;2842.4;2756.2;3531.4;3445.3;2842.4;3445.3;2842.4;2842.4;3273.0;3445.3;2756.2;2756.2;2756.2;3359.2;3014.6;3531.4;3531.4	1.4	0.0;0.0;0.0;29.7;0.0;0.0;-14.8;-14.8;44.5;0.0;-14.8;0.0;-29.7;29.7;0.0;-103.9;-14.8;133.5;-14.8;-103.9;103.9;-103.9;0.0;74.2;29.7;-118.7;0.0;0.0;103.9;-59.4;89.0;0.0	14
5	Waveform 1	1	1.202828272	1.372891573	2545.9	3675.0			0.170		1129.1						
5	Spectrogram 1	1	1.202828272	1.372891573	2545.9	3675.0	3273.0	3445.3	0.170	172.3	1129.1	3445.3	2.640	3273.0;3273.0;3273.0;3445.3;3445.3;3445.3;3445.3;3273.0;3445.3;3186.9;3273.0;3531.4;3445.3;3445.3;3531.4;3445.3;3445.3;3445.3;2756.2;2756.2;2670.1;2756.2;3273.0;3359.2;3273.0;2756.2;2756.2;2756.2;2756.2	-3.2	0.0;0.0;29.7;0.0;0.0;0.0;-29.7;29.7;-44.5;14.8;44.5;-14.8;0.0;14.8;-14.8;0.0;0.0;-118.7;0.0;-14.8;14.8;89.0;14.8;-14.8;-89.0;0.0;0.0;0.0	9
6	Waveform 1	1	1.431811141	1.608569847	2545.9	3630.7			0.177		1084.8						
6	Spectrogram 1	1	1.431811141	1.608569847	2545.9	3630.7	3186.9	3445.3	0.177	258.4	1084.8	3445.3	2.504	3186.9;3186.9;3186.9;3186.9;3186.9;3273.0;3273.0;3445.3;3445.3;3445.3;3445.3;3445.3;3445.3;3445.3;3359.2;3445.3;3359.2;2756.2;3445.3;2756.2;3445.3;3445.3;3445.3;3445.3;3445.3;3531.4;2756.2;3359.2;2756.2;2756.2;3445.3	1.5	0.0;0.0;0.0;0.0;14.8;0.0;29.7;0.0;0.0;0.0;0.0;0.0;0.0;-14.8;14.8;-14.8;-103.9;118.7;-118.7;118.7;0.0;0.0;0.0;0.0;14.8;-133.5;103.9;-103.9;0.0;118.7	10
