Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.122066142	0.298547311	1169.2	4509.9			0.176		3340.7						
1	Spectrogram 1	1	0.122066142	0.298547311	1169.2	4509.9	3187.5	3375.0	0.176	187.5	3340.7	3187.5	1.701	2062.5;2250.0;2250.0;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3562.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3375.0;3375.0;3187.5;3375.0;3375.0;3187.5;3000.0;3187.5;3000.0;3187.5;3000.0;3187.5;3187.5	6.6	70.3;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;140.6;0.0;-70.3;70.3;0.0;-70.3;-70.3;70.3;-70.3;70.3;-70.3;70.3;0.0	10
2	Waveform 1	1	0.521154520	0.696165013	1202.6	4376.3			0.175		3173.6						
2	Spectrogram 1	1	0.521154520	0.696165013	1202.6	4376.3	3187.5	3375.0	0.175	187.5	3173.6	3375.0	1.686	2250.0;2250.0;2437.5;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0	4.4	0.0;70.3;-70.3;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.2;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;70.3;-70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	5
3	Waveform 1	1	0.905430030	1.077499170	1202.6	4409.7			0.172		3207.0						
3	Spectrogram 1	1	0.905430030	1.077499170	1202.6	4409.7	3187.5	3375.0	0.172	187.5	3207.0	3187.5	2.022	2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2625.0;2437.5;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;2437.5;3000.0;3000.0;3187.5;3375.0;2437.5;3187.5;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;3375.0;3000.0;3000.0;3187.5;3375.0;3187.5;3000.0;3000.0;3000.0;3187.5;3000.0;3000.0;3187.5;3000.0;3000.0;3187.5;3375.0;3187.5	5.5	0.0;70.3;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;210.9;0.0;0.0;0.0;0.0;70.3;-281.2;210.9;0.0;70.3;70.3;-351.6;281.2;70.3;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;-70.3;70.3;70.3;-140.6;0.0;70.3;70.3;-70.3;-70.3;0.0;0.0;70.3;-70.3;0.0;70.3;-70.3;0.0;70.3;70.3;-70.3	19
4	Waveform 1	1	1.289006237	1.450780642	1202.6	4242.6			0.162		3040.0						
4	Spectrogram 1	1	1.289006237	1.450780642	1202.6	4242.6	3000.0	3375.0	0.162	375.0	3040.0	3187.5	1.644	2250.0;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3000.0;3187.5;3187.5;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3000.0;3187.5	5.9	0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;-70.3;70.3;0.0;-70.3;0.0;0.0;0.0;70.3;-70.3;0.0;70.3	8
5	Waveform 1	1	1.678070164	1.854551334	1102.4	4242.6			0.176		3140.2						
5	Spectrogram 1	1	1.678070164	1.854551334	1102.4	4242.6	3000.0	3375.0	0.176	375.0	3140.2	3187.5	1.686	2062.5;2250.0;2250.0;2250.0;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;3375.0;3187.5;3000.0;3187.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3375.0;3187.5;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5	6.5	70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;-70.3;70.3;70.3;-70.3;-70.3;70.3;-70.3;0.0;0.0;0.0;70.3;0.0;70.3;-70.3;-70.3;0.0;70.3;0.0;0.0;0.0;-70.3;70.3	10
