Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.039095402	0.177821021	1718.8	3775.2			0.139		2056.4						
1	Spectrogram 1	1	0.039095402	0.177821021	1718.8	3775.2	2067.2	2325.6	0.139	258.4	2056.4	2153.3	2.761	2756.2;2584.0;2325.6;2325.6;2239.5;2411.7;2153.3;2067.2;2153.3;2153.3;2153.3;2153.3;2067.2;2067.2;2239.5;1894.9;1894.9;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1	-6.1	-29.7;-44.5;0.0;-14.8;29.7;-44.5;-14.8;14.8;0.0;0.0;0.0;-14.8;0.0;29.7;-59.4;0.0;0.0;0.0;0.0;14.8;0.0;0.0	7
2	Waveform 1	1	0.395258612	0.541551083	1626.7	3744.5			0.146		2117.8						
2	Spectrogram 1	1	0.395258612	0.541551083	1626.7	3744.5	2153.3	2411.7	0.146	258.4	2117.8	2325.6	2.687	3703.7;2670.1;2584.0;2584.0;2325.6;2325.6;2325.6;2325.6;2239.5;2239.5;2153.3;2153.3;1981.1;2325.6;1808.8;1808.8;1808.8;1808.8;1894.9;1894.9;1981.1;2067.2;1981.1;1981.1	-12.9	-178.1;-14.8;0.0;-44.5;0.0;0.0;0.0;-14.8;0.0;-14.8;0.0;-29.7;59.4;-89.0;0.0;0.0;0.0;14.8;0.0;14.8;14.8;-14.8;0.0	4
3	Waveform 1	1	0.747531030	0.892562359	1657.4	3805.8			0.145		2148.5						
3	Spectrogram 1	1	0.747531030	0.892562359	1657.4	3805.8	2153.3	2497.9	0.145	344.5	2148.5	2325.6	2.776	3100.8;2670.1;2584.0;2584.0;2325.6;2325.6;2411.7;2239.5;2239.5;2239.5;2153.3;2067.2;2325.6;1981.1;1894.9;1808.8;1808.8;1808.8;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1	-8.4	-74.2;-14.8;0.0;-44.5;0.0;14.8;-29.7;0.0;0.0;-14.8;-14.8;44.5;-59.4;-14.8;-14.8;0.0;0.0;14.8;0.0;14.8;0.0;0.0;0.0	5
4	Waveform 1	1	1.519942627	1.662451672	1718.8	3683.1			0.143		1964.3						
4	Spectrogram 1	1	1.519942627	1.662451672	1718.8	3683.1	2153.3	2325.6	0.143	172.3	1964.3	2325.6	2.546	3359.2;3100.8;2584.0;2584.0;2411.7;2411.7;2239.5;2325.6;2153.3;2067.2;2153.3;2153.3;2153.3;2153.3;2325.6;2239.5;1894.9;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1;2067.2	-9.3	-44.5;-89.0;0.0;-29.7;0.0;-29.7;14.8;-29.7;-14.8;14.8;0.0;0.0;0.0;29.7;-14.8;-59.4;0.0;0.0;0.0;14.8;0.0;0.0;0.0;14.8	5
5	Waveform 1	1	1.877335104	2.017321865	1657.4	3713.8			0.140		2056.4						
5	Spectrogram 1	1	1.877335104	2.017321865	1657.4	3713.8	2153.3	2411.7	0.140	258.4	2056.4	2153.3	2.635	2670.1;2670.1;2584.0;2670.1;2411.7;2325.6;2153.3;2239.5;2153.3;2067.2;2153.3;2239.5;2153.3;2153.3;2153.3;2153.3;1808.8;1808.8;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1	-5.2	0.0;-14.8;14.8;-44.5;-14.8;-29.7;14.8;-14.8;-14.8;14.8;14.8;-14.8;0.0;0.0;0.0;-59.4;0.0;14.8;0.0;0.0;14.8;0.0;0.0	7
6	Waveform 1	1	2.236911802	2.385726557	1626.7	3775.2			0.149		2148.5						
6	Spectrogram 1	1	2.236911802	2.385726557	1626.7	3775.2	2067.2	2411.7	0.149	344.5	2148.5	2411.7	2.698	2670.1;2670.1;2325.6;2411.7;2411.7;2153.3;2239.5;2153.3;2067.2;2067.2;2153.3;2153.3;2153.3;2067.2;1808.8;1808.8;1808.8;1808.8;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1	-5.2	0.0;-59.4;14.8;0.0;-44.5;14.8;-14.8;-14.8;0.0;14.8;0.0;0.0;-14.8;-44.5;0.0;0.0;0.0;14.8;0.0;0.0;14.8;0.0;0.0	7
