Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.084776275	0.212659129	1308.7	5818.6			0.128		4509.9						
1	Spectrogram 1	1	0.084776275	0.212659129	1308.7	5818.6	3281.2	3468.8	0.128	187.5	4509.9	3375.0	2.378	1875.0;1875.0;3843.8;3843.8;3843.8;3750.0;3656.2;3468.8;3093.8;3375.0;3468.8;2812.5;3093.8;3093.8;3187.5;3187.5;3281.2;3281.2;3375.0;3468.8;3375.0;3375.0;3375.0;3375.0	12.2	0.0;369.1;0.0;0.0;-17.6;-17.6;-35.2;-70.3;52.7;17.6;-123.0;52.7;0.0;17.6;0.0;17.6;0.0;17.6;17.6;-17.6;0.0;0.0;0.0	5
2	Waveform 1	1	0.385085451	0.505783875	1342.1	5685.0			0.121		4342.9						
2	Spectrogram 1	1	0.385085451	0.505783875	1342.1	5685.0	3281.2	3656.2	0.121	375.0	4342.9	3656.2	2.206	3750.0;3843.8;3750.0;3750.0;3656.2;3562.5;3187.5;3468.8;2906.2;3000.0;3093.8;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3375.0;3375.0	-3.5	17.6;-17.6;0.0;-17.6;-17.6;-70.3;52.7;-105.5;17.6;17.6;17.6;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0	4
3	Waveform 1	1	0.674606684	0.815421513	1342.1	5584.7			0.141		4242.6						
3	Spectrogram 1	1	0.674606684	0.815421513	1342.1	5584.7	3281.2	3562.5	0.141	281.2	4242.6	3656.2	2.151	1781.2;3656.2;3750.0;3750.0;3656.2;3656.2;3656.2;3468.8;3656.2;3468.8;3468.8;2906.2;3187.5;3187.5;3281.2;3281.2;3281.2;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0	12.0	351.6;17.6;0.0;-17.6;0.0;0.0;-35.2;35.2;-35.2;0.0;-105.5;52.7;0.0;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	4
4	Waveform 1	1	0.966108732	1.098302245	1342.1	5685.0			0.132		4342.9						
4	Spectrogram 1	1	0.966108732	1.098302245	1342.1	5685.0	3281.2	3656.2	0.132	375.0	4342.9	3656.2	2.034	3656.2;3656.2;3750.0;3750.0;3656.2;3656.2;3562.5;3281.2;3468.8;3000.0;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3375.0	-2.4	0.0;17.6;0.0;-17.6;0.0;-17.6;-52.7;35.2;-87.9;17.6;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.6	4
5	Waveform 1	1	2.114964801	2.257216516	1275.3	5785.2			0.142		4509.9						
5	Spectrogram 1	1	2.114964801	2.257216516	1275.3	5785.2	3281.2	3562.5	0.142	281.2	4509.9	3562.5	2.116	3562.5;3562.5;3562.5;3656.2;3656.2;3656.2;3562.5;3562.5;3281.2;3093.8;2906.2;2906.2;3000.0;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2	-2.0	0.0;0.0;17.6;0.0;0.0;-17.6;0.0;-52.7;-35.2;-35.2;0.0;17.6;17.6;0.0;17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0	2
6	Waveform 1	1	2.406861236	2.559171153	1308.7	5551.3			0.152		4242.6						
6	Spectrogram 1	1	2.406861236	2.559171153	1308.7	5551.3	3187.5	3562.5	0.152	375.0	4242.6	3562.5	2.151	1687.5;3468.8;3562.5;3562.5;3562.5;3562.5;3562.5;3375.0;3093.8;3000.0;2906.2;3000.0;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3093.8;3281.2;3281.2;3187.5;3281.2;3281.2;3187.5	10.4	334.0;17.6;0.0;0.0;0.0;0.0;-35.2;-52.7;-17.6;-17.6;17.6;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;17.6;-35.2;35.2;0.0;-17.6;17.6;0.0;-17.6	7
