Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.049239647	0.179875445	1102.4	3875.2			0.131		2772.7						
1	Spectrogram 1	1	0.049239647	0.179875445	1102.4	3875.2	2812.5	3375.0	0.131	562.5	2772.7	3187.5	2.157	2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1687.5;2250.0;1687.5;1687.5;2062.5;3000.0;3000.0;3000.0;1875.0;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3187.5;3375.0;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;2812.5;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0	7.5	0.0;0.0;0.0;-70.3;0.0;0.0;-70.3;210.9;-210.9;0.0;140.6;351.6;0.0;0.0;-421.9;492.2;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;-70.3;0.0;0.0;70.3;0.0;0.0;-70.3;0.0;0.0;-140.6;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;70.3;0.0	15
2	Waveform 1	1	0.413130557	0.569893515	1169.2	3875.2			0.157		2705.9						
2	Spectrogram 1	1	0.413130557	0.569893515	1169.2	3875.2	2812.5	3187.5	0.157	375.0	2705.9	3375.0	2.101	2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;1687.5;1500.0;1687.5;1500.0;1875.0;1875.0;1687.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;2812.5;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	4.9	0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;-70.3;-70.3;70.3;-70.3;140.6;0.0;-70.3;562.5;0.0;0.0;0.0;70.3;-70.3;70.3;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;-210.9;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	14
3	Waveform 1	1	0.773667639	0.926753368	1169.2	3808.4			0.153		2639.1						
3	Spectrogram 1	1	0.773667639	0.926753368	1169.2	3808.4	2812.5	3187.5	0.153	375.0	2639.1	3375.0	2.190	2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;2250.0;1687.5;1687.5;1875.0;1875.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;2812.5;2812.5;2812.5;2812.5;2812.5;3187.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3375.0;3187.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;2812.5;2812.5;2812.5;3000.0;2812.5;2812.5	5.1	-70.3;0.0;0.0;0.0;0.0;140.6;-210.9;0.0;70.3;0.0;421.9;0.0;0.0;70.3;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;-70.3;0.0;0.0;-140.6;0.0;0.0;0.0;0.0;140.6;-140.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.9;-70.3;-140.6;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;70.3;-70.3;0.0	14
4	Waveform 1	1	1.123784904	1.277533189	1135.8	3841.8			0.154		2705.9						
4	Spectrogram 1	1	1.123784904	1.277533189	1135.8	3841.8	2812.5	3187.5	0.154	375.0	2705.9	2812.5	1.821	2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1687.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3375.0;3000.0;3000.0;3000.0;2812.5;3000.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;2812.5;3000.0;2812.5	4.9	0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;562.5;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;-140.6;0.0;0.0;-70.3;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;-70.3;70.3;-70.3	12
5	Waveform 1	1	1.479405203	1.633153489	1169.2	3808.4			0.154		2639.1						
5	Spectrogram 1	1	1.479405203	1.633153489	1169.2	3808.4	2812.5	3375.0	0.154	562.5	2639.1	3375.0	2.062	2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;2062.5;1687.5;1687.5;1875.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3000.0;2812.5;2812.5;2812.5;3375.0;3000.0;2812.5;2812.5;2812.5;2812.5;3000.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	4.9	0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-140.6;0.0;70.3;492.2;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-140.6;-70.3;0.0;0.0;210.9;-140.6;-70.3;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	10
