Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.340655172	0.513010468	1953.7	4286.4				2332.7	0.172						
1	Spectrogram 1	1	0.340655172	0.513010468	1953.7	4286.4	3000.0	3468.8	2.267	2332.7	0.172	468.8	3468.8	2812.5;2812.5;2812.5;2625.0;2812.5;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2625.0;2625.0;2343.8;2718.8;2718.8;2718.8;2531.2;2906.2;3187.5;3281.2;3468.8;3468.8;3468.8;3468.8;3375.0;3187.5;2812.5;3562.5;3375.0;3281.2	2.8	0.0;0.0;-35.2;35.2;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;-52.7;70.3;0.0;0.0;-35.2;70.3;52.7;17.6;35.2;0.0;0.0;0.0;-17.6;-35.2;-70.3;140.6;-35.2;-17.6	8
2	Waveform 1	1	0.711725985	0.904358374	2041.1	5394.4				3353.3	0.193						
2	Spectrogram 1	1	0.711725985	0.904358374	2041.1	5394.4	3187.5	3468.8	2.364	3353.3	0.193	281.2	3375.0	3281.2;3187.5;2625.0;3000.0;2812.5;2906.2;2812.5;2812.5;2812.5;2906.2;2812.5;2906.2;2812.5;2718.8;2812.5;2812.5;2906.2;2812.5;3281.2;2531.2;2812.5;3187.5;3281.2;3375.0;3468.8;3562.5;3562.5;3468.8;3375.0;3281.2;3000.0;3562.5;3468.8;3281.2;3562.5;3000.0	-1.5	-17.6;-105.5;70.3;-35.2;17.6;-17.6;0.0;0.0;17.6;-17.6;17.6;-17.6;-17.6;17.6;0.0;17.6;-17.6;87.9;-140.6;52.7;70.3;17.6;17.6;17.6;17.6;0.0;-17.6;-17.6;-17.6;-52.7;105.5;-17.6;-35.2;52.7;-105.5	18
3	Waveform 1	1	2.196009236	2.384586207	2099.5	4432.2				2332.7	0.189						
3	Spectrogram 1	1	2.196009236	2.384586207	2099.5	4432.2	2906.2	3468.8	2.340	2332.7	0.189	562.5	3468.8	3656.2;3093.8;2718.8;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2906.2;2812.5;2906.2;2812.5;2718.8;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3187.5;3281.2;3468.8;3468.8;3468.8;3468.8;3375.0;3281.2;3000.0;2812.5;3281.2;3187.5;2812.5;2906.2	-4.0	-105.5;-70.3;0.0;17.6;0.0;0.0;0.0;0.0;0.0;17.6;-17.6;17.6;-17.6;-17.6;-17.6;35.2;0.0;0.0;0.0;0.0;35.2;35.2;17.6;35.2;0.0;0.0;0.0;-17.6;-17.6;-52.7;-35.2;87.9;-17.6;-70.3;17.6	9
4	Waveform 1	1	2.619800493	2.804322044	2012.0	4315.5				2303.6	0.185						
4	Spectrogram 1	1	2.619800493	2.804322044	2012.0	4315.5	2906.2	3375.0	2.182	2303.6	0.185	468.8	3375.0	2718.8;2718.8;2718.8;2906.2;2718.8;2906.2;2718.8;2812.5;2812.5;2718.8;2812.5;2812.5;2812.5;2718.8;2625.0;2437.5;2250.0;2812.5;2718.8;2718.8;3000.0;3187.5;3281.2;3375.0;3375.0;3375.0;3375.0;3281.2;3187.5;3000.0;3000.0;3281.2;2906.2;3000.0	1.6	0.0;0.0;35.2;-35.2;35.2;-35.2;17.6;0.0;-17.6;17.6;0.0;0.0;-17.6;-17.6;-35.2;-35.2;105.5;-17.6;0.0;52.7;35.2;17.6;17.6;0.0;0.0;0.0;-17.6;-17.6;-35.2;0.0;52.7;-70.3;17.6	14
