Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.116846991	0.236579093	1610.9	6705.8			0.120		5094.9						
1	Spectrogram 1	1	0.116846991	0.236579093	1610.9	6705.8	2584.0	2928.5	0.120	344.5	5094.9	2670.1	2.278	4995.7;3273.0;3273.0;3186.9;3100.8;3100.8;2928.5;2928.5;2756.2;2670.1;2411.7;2325.6;2411.7;2756.2;2928.5;3100.8;3100.8;3100.8;3014.6	-19.0	-296.8;0.0;-14.8;-14.8;0.0;-29.7;0.0;-29.7;-14.8;-44.5;-14.8;14.8;59.4;29.7;29.7;0.0;0.0;-14.8	2
2	Waveform 1	1	0.419783634	0.542400847	1580.2	6828.6			0.123		5248.4						
2	Spectrogram 1	1	0.419783634	0.542400847	1580.2	6828.6	2670.1	3014.6	0.123	344.5	5248.4	2842.4	2.160	3617.6;3617.6;3359.2;3359.2;3273.0;3186.9;3100.8;3014.6;2928.5;2842.4;2670.1;2411.7;2411.7;2584.0;2842.4;2928.5;3100.8;3186.9;2928.5;3100.8	-4.7	0.0;-44.5;0.0;-14.8;-14.8;-14.8;-14.8;-14.8;-14.8;-29.7;-44.5;0.0;29.7;44.5;14.8;29.7;14.8;-44.5;29.7	3
3	Waveform 1	1	0.716950055	0.836682157	1641.6	6675.1			0.120		5033.5						
3	Spectrogram 1	1	0.716950055	0.836682157	1641.6	6675.1	2670.1	3014.6	0.120	344.5	5033.5	2842.4	2.173	3531.4;3445.3;3359.2;3273.0;3273.0;3186.9;3186.9;3014.6;2928.5;2842.4;2842.4;2411.7;2411.7;2497.9;2842.4;2842.4;3100.8;3100.8;3100.8;2928.5	-5.5	-14.8;-14.8;-14.8;0.0;-14.8;0.0;-29.7;-14.8;-14.8;0.0;-74.2;0.0;14.8;59.4;0.0;44.5;0.0;0.0;-29.7	2
4	Waveform 1	1	1.014116477	1.146831578	1641.6	6583.0			0.133		4941.5						
4	Spectrogram 1	1	1.014116477	1.146831578	1641.6	6583.0	2584.0	2928.5	0.133	344.5	4941.5	2842.4	2.176	5254.1;5254.1;5254.1;3273.0;3273.0;3273.0;3186.9;3100.8;3014.6;2928.5;2842.4;2756.2;2497.9;2411.7;2497.9;2670.1;2842.4;2928.5;3100.8;3100.8;3014.6;3100.8;3014.6	-17.5	0.0;0.0;-341.3;0.0;0.0;-14.8;-14.8;-14.8;-14.8;-14.8;-14.8;-44.5;-14.8;14.8;29.7;29.7;14.8;29.7;0.0;-14.8;14.8;-14.8	4
5	Waveform 1	1	1.311282898	1.439670333	1488.1	6705.8			0.128		5217.7						
5	Spectrogram 1	1	1.311282898	1.439670333	1488.1	6705.8	2670.1	2928.5	0.128	258.4	5217.7	2842.4	2.329	5254.1;5254.1;3445.3;3273.0;3273.0;3273.0;3186.9;3100.8;3014.6;2928.5;2842.4;2756.2;2497.9;2411.7;2411.7;2670.1;2842.4;2928.5;3014.6;3100.8;3014.6;3014.6;3100.8	-16.9	0.0;-311.6;-29.7;0.0;0.0;-14.8;-14.8;-14.8;-14.8;-14.8;-14.8;-44.5;-14.8;0.0;44.5;29.7;14.8;14.8;14.8;-14.8;0.0;14.8	3
