Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.066803396	0.290249238	1125.5	5100.9			0.223		3975.4						
1	Spectrogram 1	1	0.066803396	0.290249238	1125.5	5100.9	2906.2	3281.2	0.223	375.0	3975.4	3281.2	2.680	2250.0;2250.0;2343.8;2437.5;2437.5;2437.5;2343.8;2343.8;2250.0;2062.5;1968.8;2062.5;1781.2;2156.2;1781.2;2250.0;2250.0;2437.5;2437.5;2437.5;2343.8;2343.8;2062.5;2156.2;2343.8;2437.5;2531.2;2812.5;3000.0;3093.8;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;2812.5;2718.8;2625.0;3281.2	4.8	0.0;17.6;17.6;0.0;0.0;-17.6;0.0;-17.6;-35.2;-17.6;17.6;-52.7;70.3;-70.3;87.9;0.0;35.2;0.0;0.0;-17.6;0.0;-52.7;17.6;35.2;17.6;17.6;52.7;35.2;17.6;17.6;17.6;0.0;0.0;0.0;0.0;0.0;-87.9;-17.6;-17.6;123.0	10
2	Waveform 1	1	0.483694225	0.718657894	1058.7	5134.3			0.235		4075.6						
2	Spectrogram 1	1	0.483694225	0.718657894	1058.7	5134.3	2906.2	3281.2	0.235	375.0	4075.6	3281.2	2.425	2343.8;2437.5;2343.8;2343.8;2343.8;2437.5;2437.5;2343.8;2343.8;2156.2;2062.5;1968.8;1875.0;2343.8;1781.2;1687.5;2343.8;2437.5;2343.8;2437.5;2625.0;2156.2;2625.0;2156.2;2250.0;2437.5;2625.0;2812.5;3000.0;3093.8;3281.2;3281.2;3375.0;3281.2;3281.2;3187.5;3093.8;3000.0;3000.0;2906.2;2906.2;2906.2;2906.2;2906.2	2.5	17.6;-17.6;0.0;0.0;17.6;0.0;-17.6;0.0;-35.2;-17.6;-17.6;-17.6;87.9;-105.5;-17.6;123.0;17.6;-17.6;17.6;35.2;-87.9;87.9;-87.9;17.6;35.2;35.2;35.2;35.2;17.6;35.2;0.0;17.6;-17.6;0.0;-17.6;-17.6;-17.6;0.0;-17.6;0.0;0.0;0.0;0.0	13
3	Waveform 1	1	0.915027787	1.146536107	1259.1	5100.9			0.232		3841.8						
3	Spectrogram 1	1	0.915027787	1.146536107	1259.1	5100.9	2531.2	3281.2	0.232	750.0	3841.8	3281.2	2.509	2156.2;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2343.8;2156.2;2062.5;1968.8;1875.0;1875.0;1781.2;1781.2;1781.2;2343.8;2437.5;2625.0;2625.0;2531.2;2625.0;2437.5;2531.2;2625.0;2812.5;3000.0;3093.8;3281.2;3281.2;3281.2;3281.2;3281.2;3093.8;3000.0;2906.2;2906.2;2906.2;2906.2;2906.2;2906.2	3.4	17.6;35.2;0.0;0.0;0.0;0.0;0.0;-17.6;-35.2;-17.6;-17.6;-17.6;0.0;-17.6;0.0;0.0;105.5;17.6;35.2;0.0;-17.6;17.6;-35.2;17.6;17.6;35.2;35.2;17.6;35.2;0.0;0.0;0.0;0.0;-35.2;-17.6;-17.6;0.0;0.0;0.0;0.0;0.0	7
4	Waveform 1	1	1.358358756	1.596777772	1125.5	5167.7			0.238		4042.2						
4	Spectrogram 1	1	1.358358756	1.596777772	1125.5	5167.7	2906.2	3281.2	0.238	375.0	4042.2	3375.0	2.452	2250.0;2343.8;2343.8;2437.5;2437.5;2437.5;2531.2;2343.8;2156.2;2062.5;1968.8;1968.8;1875.0;2156.2;1781.2;1781.2;2625.0;2343.8;2437.5;2437.5;2343.8;1968.8;2250.0;2343.8;2531.2;2625.0;2812.5;3000.0;3187.5;3281.2;3281.2;3375.0;3375.0;3281.2;3093.8;3093.8;3000.0;3000.0;3000.0;2906.2;2906.2;2906.2;2812.5;3093.8	3.7	17.6;0.0;17.6;0.0;0.0;17.6;-35.2;-35.2;-17.6;-17.6;0.0;-17.6;52.7;-70.3;0.0;158.2;-52.7;17.6;0.0;-17.6;-70.3;52.7;17.6;35.2;17.6;35.2;35.2;35.2;17.6;0.0;17.6;0.0;-17.6;-35.2;0.0;-17.6;0.0;0.0;-17.6;0.0;0.0;-17.6;52.7	10
5	Waveform 1	1	1.803873420	2.048051350	1058.7	5134.3			0.244		4075.6						
5	Spectrogram 1	1	1.803873420	2.048051350	1058.7	5134.3	2437.5	3187.5	0.244	750.0	4075.6	2437.5	2.348	2343.8;2437.5;2437.5;2437.5;2437.5;2437.5;2531.2;2343.8;2156.2;2062.5;1968.8;1875.0;1875.0;2250.0;1781.2;1781.2;2156.2;2156.2;2250.0;2437.5;2437.5;1875.0;2250.0;2437.5;2531.2;2718.8;2906.2;3000.0;3187.5;3281.2;3375.0;3281.2;3281.2;3187.5;3093.8;3000.0;3000.0;3000.0;2906.2;2906.2;2906.2;2906.2;2906.2;2906.2;2812.5	2.0	17.6;0.0;0.0;0.0;0.0;17.6;-35.2;-35.2;-17.6;-17.6;-17.6;0.0;70.3;-87.9;0.0;70.3;0.0;17.6;35.2;0.0;-105.5;70.3;35.2;17.6;35.2;35.2;17.6;35.2;17.6;17.6;-17.6;0.0;-17.6;-17.6;-17.6;0.0;0.0;-17.6;0.0;0.0;0.0;0.0;0.0;-17.6	7
