Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.103338208	0.319602706	935.4	6480.9			0.216		5545.5						
1	Spectrogram 1	1	0.103338208	0.319602706	935.4	6480.9	3187.5	3750.0	0.216	562.5	5545.5	3750.0	2.710	4406.2;4031.2;4031.2;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3656.2;3468.8;3281.2;3281.2;3093.8;3187.5;3093.8;3093.8;3375.0;3750.0;3187.5;3375.0;3093.8;3187.5;3093.8;3187.5;2531.2;3750.0;2343.8;2437.5;2437.5;2531.2;2531.2;2437.5;2437.5;2250.0;2437.5;2531.2;2531.2	-9.3	-70.3;0.0;-52.7;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;-35.2;-35.2;0.0;-35.2;17.6;-17.6;0.0;52.7;70.3;-105.5;35.2;-52.7;17.6;-17.6;17.6;-123.0;228.5;-263.7;17.6;0.0;17.6;0.0;-17.6;0.0;-35.2;35.2;17.6;0.0	15
3	Waveform 1	1	0.470556121	0.682794737	1035.6	6080.0			0.212		5044.4						
3	Spectrogram 1	1	0.470556121	0.682794737	1035.6	6080.0	3187.5	3750.0	0.212	562.5	5044.4	3843.8	2.577	3937.5;3843.8;3750.0;3656.2;3656.2;3656.2;3750.0;3750.0;3750.0;3750.0;3656.2;3468.8;3375.0;3187.5;3093.8;3093.8;3093.8;3093.8;3375.0;3750.0;3656.2;3281.2;3656.2;3656.2;3093.8;3093.8;3093.8;2343.8;2343.8;2437.5;2531.2;2531.2;2531.2;2625.0;2437.5;2531.2;2531.2;2343.8;2531.2;2531.2	-6.8	-17.6;-17.6;-17.6;0.0;0.0;17.6;0.0;0.0;0.0;-17.6;-35.2;-17.6;-35.2;-17.6;0.0;0.0;0.0;52.7;70.3;-17.6;-70.3;70.3;0.0;-105.5;0.0;0.0;-140.6;0.0;17.6;17.6;0.0;0.0;17.6;-35.2;17.6;0.0;-35.2;35.2;0.0	11
5	Waveform 1	1	0.829800812	1.060980102	1069.0	5779.3			0.231		4710.3						
5	Spectrogram 1	1	0.829800812	1.060980102	1069.0	5779.3	3093.8	3656.2	0.231	562.5	4710.3	3562.5	2.749	4125.0;3843.8;3750.0;3750.0;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3468.8;3281.2;3187.5;3187.5;3093.8;3000.0;3093.8;3000.0;3000.0;3281.2;3093.8;3093.8;3187.5;3562.5;3093.8;3093.8;2437.5;2531.2;2531.2;2531.2;2625.0;2625.0;2625.0;2531.2;2531.2;2531.2;2531.2;2625.0;2531.2;5156.2;2531.2;2531.2	-7.1	-52.7;-17.6;0.0;-35.2;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;-35.2;-17.6;0.0;-17.6;-17.6;17.6;-17.6;0.0;52.7;-35.2;0.0;17.6;70.3;-87.9;0.0;-123.0;17.6;0.0;0.0;17.6;0.0;0.0;-17.6;0.0;0.0;0.0;17.6;-17.6;492.2;-492.2;0.0	12
6	Waveform 1	1	1.181543148	1.422310520	1102.4	6347.3			0.241		5244.8						
6	Spectrogram 1	1	1.181543148	1.422310520	1102.4	6347.3	3187.5	3750.0	0.241	562.5	5244.8	3750.0	2.460	4125.0;3937.5;3843.8;3750.0;3656.2;3656.2;3656.2;3656.2;3656.2;3750.0;3468.8;3375.0;3281.2;3375.0;3187.5;3187.5;3093.8;3187.5;3281.2;3281.2;3281.2;3656.2;3187.5;3187.5;3187.5;2343.8;2437.5;2437.5;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;2531.2;3656.2;2531.2;2531.2	-6.9	-35.2;-17.6;-17.6;-17.6;0.0;0.0;0.0;0.0;17.6;-52.7;-17.6;-17.6;17.6;-35.2;0.0;-17.6;17.6;17.6;0.0;0.0;70.3;-87.9;0.0;0.0;-158.2;17.6;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.9;-210.9;0.0	8
7	Waveform 1	1	1.542974572	1.752858272	968.8	6581.1			0.210		5612.3						
7	Spectrogram 1	1	1.542974572	1.752858272	968.8	6581.1	3093.8	3750.0	0.210	656.2	5612.3	3750.0	2.890	4031.2;3843.8;3750.0;3656.2;3656.2;3656.2;3656.2;3656.2;3656.2;3468.8;3281.2;3187.5;3093.8;3000.0;3000.0;3093.8;3093.8;3000.0;3000.0;3656.2;3187.5;3656.2;3093.8;3093.8;3093.8;2343.8;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2531.2;2531.2;2437.5;2437.5;6093.8;4406.2	1.9	-35.2;-17.6;-17.6;0.0;0.0;0.0;0.0;0.0;-35.2;-35.2;-17.6;-17.6;-17.6;0.0;17.6;0.0;-17.6;0.0;123.0;-87.9;87.9;-105.5;0.0;0.0;-140.6;17.6;0.0;0.0;0.0;0.0;0.0;17.6;0.0;-17.6;0.0;685.5;-316.4	10
