Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.176943452	0.381343647	1156.7	3627.1				2470.4	0.204						
1	Spectrogram 1	1	0.176943452	0.381343647	1156.7	3627.1	2718.8	3375.0	2.431	2470.4	0.204	656.2	3375.0	2625.0;2625.0;2812.5;2812.5;2718.8;2812.5;2625.0;2718.8;2718.8;2718.8;2625.0;2625.0;2531.2;2531.2;2625.0;2718.8;2625.0;2718.8;2812.5;3093.8;3281.2;3375.0;3375.0;3468.8;3375.0;3281.2;3093.8;3187.5;3375.0;3468.8;3375.0;3375.0;3281.2;3375.0;3187.5;3281.2;3000.0	2.0	0.0;35.2;0.0;-17.6;17.6;-35.2;17.6;0.0;0.0;-17.6;0.0;-17.6;0.0;17.6;17.6;-17.6;17.6;17.6;52.7;35.2;17.6;0.0;17.6;-17.6;-17.6;-35.2;17.6;35.2;17.6;-17.6;0.0;-17.6;17.6;-35.2;17.6;-52.7	15
2	Waveform 1	1	1.325550518	1.508595469	1290.9	3680.8				2389.8	0.183						
2	Spectrogram 1	1	1.325550518	1.508595469	1290.9	3680.8	2812.5	3093.8	2.430	2389.8	0.183	281.2	2812.5	3000.0;2625.0;2906.2;2718.8;2906.2;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2718.8;2531.2;2437.5;2343.8;2343.8;2625.0;2906.2;3093.8;3281.2;3281.2;3375.0;3375.0;3375.0;3375.0;3375.0;3093.8;3375.0;3468.8;3468.8;3281.2	1.6	-70.3;52.7;-35.2;35.2;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;-35.2;-17.6;-17.6;0.0;52.7;52.7;35.2;35.2;0.0;17.6;0.0;0.0;0.0;0.0;-52.7;52.7;17.6;0.0;-35.2	8
3	Waveform 1	1	1.680962798	1.865533123	1156.7	3573.4				2416.7	0.185						
3	Spectrogram 1	1	1.680962798	1.865533123	1156.7	3573.4	2812.5	3093.8	2.413	2416.7	0.185	281.2	2812.5	3000.0;3000.0;3000.0;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2718.8;2812.5;2625.0;2343.8;2812.5;2343.8;2531.2;2718.8;3093.8;3093.8;3281.2;3375.0;3281.2;3375.0;3375.0;3281.2;3093.8;3281.2;3468.8;2906.2;3375.0	2.2	0.0;0.0;-52.7;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;17.6;-35.2;-52.7;87.9;-87.9;35.2;35.2;70.3;0.0;35.2;17.6;-17.6;17.6;0.0;-17.6;-35.2;35.2;35.2;-105.5;87.9	13
4	Waveform 1	1	2.063831820	2.251452894	2123.4	3546.5				1423.2	0.188						
4	Spectrogram 1	1	2.063831820	2.251452894	2123.4	3546.5	2718.8	3000.0	2.347	1423.2	0.188	281.2	2812.5	3093.8;2625.0;2906.2;2718.8;2906.2;2718.8;2812.5;2812.5;2718.8;2812.5;2812.5;2812.5;2812.5;2718.8;2718.8;2437.5;2343.8;2812.5;2343.8;2437.5;2718.8;3093.8;3281.2;3281.2;3281.2;3281.2;3375.0;3281.2;3187.5;3093.8;2812.5;3468.8;3000.0;3281.2;3375.0;3187.5	0.5	-87.9;52.7;-35.2;35.2;-35.2;17.6;0.0;-17.6;17.6;0.0;0.0;0.0;-17.6;0.0;-52.7;-17.6;87.9;-87.9;17.6;52.7;70.3;35.2;0.0;0.0;0.0;17.6;-17.6;-17.6;-17.6;-52.7;123.0;-87.9;52.7;17.6;-35.2	16
