Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.318809017	0.484285560	1259.7	3952.6			0.165		2692.9						
1	Spectrogram 1	1	0.318809017	0.484285560	1259.7	3952.6	3093.8	3656.2	0.165	562.5	2692.9	3656.2	2.843	1875.0;1875.0;1875.0;3656.2;3656.2;3750.0;3750.0;3750.0;3656.2;3468.8;3281.2;3093.8;2812.5;2625.0;2718.8;2625.0;3000.0;3093.8;3187.5;3187.5;3281.2;3656.2;3187.5;3750.0;3187.5;3281.2;3281.2;3187.5;3281.2;3187.5	8.5	0.0;0.0;334.0;0.0;17.6;0.0;0.0;-17.6;-35.2;-35.2;-35.2;-52.7;-35.2;17.6;-17.6;70.3;17.6;17.6;0.0;17.6;70.3;-87.9;105.5;-105.5;17.6;0.0;-17.6;17.6;-17.6	11
2	Waveform 1	1	0.586100410	0.742020390	1259.7	3952.6			0.156		2692.9						
2	Spectrogram 1	1	0.586100410	0.742020390	1259.7	3952.6	3000.0	3468.8	0.156	468.8	2692.9	3093.8	2.461	1875.0;1875.0;1875.0;1875.0;3562.5;3656.2;3656.2;3750.0;3750.0;3656.2;3468.8;3281.2;3093.8;2812.5;2718.8;2718.8;2718.8;3000.0;3093.8;3093.8;3187.5;3281.2;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3093.8;3281.2	9.1	0.0;0.0;0.0;316.4;17.6;0.0;17.6;0.0;-17.6;-35.2;-35.2;-35.2;-52.7;-17.6;0.0;0.0;52.7;17.6;0.0;17.6;17.6;-17.6;17.6;0.0;0.0;0.0;0.0;-35.2;35.2	6
3	Waveform 1	1	0.839072622	0.991810561	1236.1	3929.0			0.153		2692.9						
3	Spectrogram 1	1	0.839072622	0.991810561	1236.1	3929.0	3000.0	3656.2	0.153	656.2	2692.9	3656.2	2.575	1875.0;1875.0;1781.2;3562.5;3656.2;3656.2;3656.2;3656.2;3656.2;3656.2;3468.8;3281.2;3000.0;2906.2;2718.8;2718.8;2906.2;3000.0;3093.8;3093.8;3187.5;3281.2;3187.5;3093.8;3187.5;3281.2;3187.5;3187.5	9.1	0.0;-17.6;334.0;17.6;0.0;0.0;0.0;0.0;0.0;-35.2;-35.2;-52.7;-17.6;-35.2;0.0;35.2;17.6;17.6;0.0;17.6;17.6;-17.6;-17.6;17.6;17.6;-17.6;0.0	6
4	Waveform 1	1	1.098408914	1.251146854	1236.1	3952.6			0.153		2716.5						
4	Spectrogram 1	1	1.098408914	1.251146854	1236.1	3952.6	3000.0	3562.5	0.153	562.5	2716.5	3656.2	2.586	1968.8;1781.2;1781.2;3562.5;3656.2;3656.2;3656.2;3656.2;3656.2;3468.8;3281.2;3093.8;2906.2;3000.0;2812.5;2812.5;2906.2;3000.0;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5	8.5	-35.2;0.0;334.0;17.6;0.0;0.0;0.0;0.0;-35.2;-35.2;-35.2;-35.2;17.6;-35.2;0.0;17.6;17.6;17.6;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0	5
5	Waveform 1	1	1.357745207	1.524802328	1259.7	3929.0			0.167		2669.3						
5	Spectrogram 1	1	1.357745207	1.524802328	1259.7	3929.0	3000.0	3562.5	0.167	562.5	2669.3	3562.5	2.571	3187.5;1781.2;1781.2;3562.5;3656.2;3656.2;3656.2;3656.2;3562.5;3468.8;3281.2;3093.8;2906.2;2718.8;2718.8;2812.5;2906.2;2906.2;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;2718.8;2906.2	-1.8	-263.7;0.0;334.0;17.6;0.0;0.0;0.0;-17.6;-17.6;-35.2;-35.2;-35.2;-35.2;0.0;17.6;17.6;0.0;35.2;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;-87.9;35.2	5
6	Waveform 1	1	1.632339120	1.802578281	1259.7	3905.4			0.170		2645.7						
6	Spectrogram 1	1	1.632339120	1.802578281	1259.7	3905.4	3093.8	3562.5	0.170	468.8	2645.7	3562.5	2.615	1781.2;1781.2;3562.5;3562.5;3656.2;3656.2;3656.2;3562.5;3375.0;3281.2;3000.0;2718.8;2718.8;2718.8;2812.5;3000.0;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3187.5;3656.2;3187.5;3187.5;3187.5	9.1	0.0;334.0;0.0;17.6;0.0;0.0;-17.6;-35.2;-17.6;-52.7;-52.7;0.0;0.0;17.6;35.2;17.6;0.0;17.6;0.0;0.0;0.0;0.0;17.6;-17.6;0.0;87.9;-87.9;0.0;0.0	5
