Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.049538450	0.206999952	1069.0	3942.0			0.157		2873.0						
1	Spectrogram 1	1	0.049538450	0.206999952	1069.0	3942.0	2812.5	3187.5	0.157	375.0	2873.0	3187.5	1.938	2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;1687.5;1875.0;1687.5;1687.5;1687.5;3187.5;3187.5;1687.5;3187.5;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;2812.5;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2812.5;3187.5;3375.0;3187.5;2812.5;2812.5;2812.5;2812.5;3000.0;3187.5;2812.5;2812.5;2812.5;2812.5;2625.0	3.7	0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;-70.3;70.3;-70.3;0.0;0.0;562.5;0.0;-562.5;562.5;-70.3;0.0;0.0;70.3;0.0;0.0;0.0;70.3;-70.3;70.3;-70.3;0.0;0.0;0.0;-70.3;70.3;-140.6;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;-70.3;70.3;140.6;70.3;-70.3;-140.6;0.0;0.0;0.0;70.3;70.3;-140.6;0.0;0.0;0.0;-70.3	18
2	Waveform 1	1	0.408692213	0.555538333	1102.4	3875.2			0.147		2772.7						
2	Spectrogram 1	1	0.408692213	0.555538333	1102.4	3875.2	2812.5	3187.5	0.147	375.0	2772.7	3187.5	1.845	2250.0;2250.0;2250.0;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;2062.5;1687.5;1687.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3187.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3187.5;3187.5;2812.5;2812.5;2812.5;2812.5	4.0	0.0;0.0;-70.3;0.0;-70.3;0.0;0.0;0.0;0.0;70.3;-140.6;0.0;562.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;-140.6;0.0;0.0;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;140.6;0.0;-140.6;0.0;0.0;0.0	8
3	Waveform 1	1	0.776794302	0.930717344	1069.0	4008.8			0.154		2939.8						
3	Spectrogram 1	1	0.776794302	0.930717344	1069.0	4008.8	2812.5	3375.0	0.154	562.5	2939.8	3375.0	1.910	2062.5;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1875.0;1687.5;1687.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;3187.5;3187.5;3187.5;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0	6.3	0.0;0.0;0.0;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;562.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;-70.3;0.0;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;-140.6;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3	7
4	Waveform 1	1	1.143024987	1.299601874	1102.4	3942.0			0.157		2839.6						
4	Spectrogram 1	1	1.143024987	1.299601874	1102.4	3942.0	2812.5	3375.0	0.157	562.5	2839.6	3375.0	1.978	2250.0;2250.0;2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;2062.5;1687.5;1687.5;1687.5;3187.5;3187.5;3187.5;3187.5;3187.5;3000.0;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3000.0;3375.0;2812.5;3375.0;3375.0;2812.5;2812.5;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3375.0;3375.0;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	3.6	0.0;-70.3;0.0;0.0;-70.3;0.0;0.0;0.0;70.3;-140.6;0.0;0.0;562.5;0.0;0.0;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-140.6;140.6;-210.9;210.9;0.0;-210.9;0.0;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;0.0;210.9;0.0;0.0;-210.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	14
5	Waveform 1	1	1.510508785	1.663547211	1102.4	4008.8			0.153		2906.4						
5	Spectrogram 1	1	1.510508785	1.663547211	1102.4	4008.8	2812.5	3375.0	0.153	562.5	2906.4	3187.5	1.941	2062.5;2062.5;2062.5;1875.0;1875.0;1875.0;1875.0;1875.0;2812.5;1687.5;1687.5;3375.0;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3375.0;3187.5;3375.0;3375.0;3375.0;3375.0;3187.5;3187.5;3375.0;3187.5;3000.0;3000.0;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3375.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	5.0	0.0;0.0;-70.3;0.0;0.0;0.0;0.0;351.6;-421.9;0.0;632.8;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;0.0;-70.3;0.0;70.3;-70.3;-70.3;0.0;-70.3;0.0;0.0;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0	12
