Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.233646881	0.387711414	2464.4	3810.9			0.154		1346.5						
1	Spectrogram 1	1	0.233646881	0.387711414	2464.4	3810.9	2812.5	3468.8	0.154	656.2	1346.5	2718.8	2.428	3281.2;3281.2;3281.2;3281.2;3281.2;3375.0;3375.0;3468.8;3468.8;3468.8;3562.5;3562.5;3187.5;3562.5;3375.0;3562.5;2718.8;2718.8;2718.8;3468.8;2718.8;2718.8;3468.8;3468.8;3468.8;3562.5;3468.8;3468.8	1.3	0.0;0.0;0.0;0.0;17.6;0.0;17.6;0.0;0.0;17.6;0.0;-70.3;70.3;-35.2;35.2;-158.2;0.0;0.0;140.6;-140.6;0.0;140.6;0.0;0.0;17.6;-17.6;0.0	9
2	Waveform 1	1	0.494709303	0.648773835	2440.8	3716.4			0.154		1275.6						
2	Spectrogram 1	1	0.494709303	0.648773835	2440.8	3716.4	2906.2	3468.8	0.154	562.5	1275.6	3375.0	2.524	3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3281.2;3375.0;3375.0;3375.0;3375.0;3375.0;3187.5;3281.2;3468.8;2625.0;3468.8;3468.8;3468.8;3375.0;2625.0;2718.8;3468.8;3468.8;3468.8;3375.0;2625.0;3375.0	1.3	0.0;0.0;0.0;0.0;0.0;17.6;0.0;17.6;0.0;0.0;0.0;0.0;-35.2;17.6;35.2;-158.2;158.2;0.0;0.0;-17.6;-140.6;17.6;140.6;0.0;0.0;-17.6;-140.6;140.6	8
3	Waveform 1	1	0.742011243	0.892363377	2417.2	3763.7			0.150		1346.5						
3	Spectrogram 1	1	0.742011243	0.892363377	2417.2	3763.7	2718.8	3375.0	0.150	656.2	1346.5	3375.0	2.656	3093.8;3093.8;3093.8;3093.8;3187.5;3187.5;3281.2;3375.0;3468.8;3375.0;3468.8;3375.0;3468.8;3187.5;2718.8;2625.0;2625.0;3468.8;2718.8;3468.8;2718.8;2718.8;2812.5;3468.8;3468.8;2625.0;2718.8;2718.8	-2.6	0.0;0.0;0.0;17.6;0.0;17.6;17.6;17.6;-17.6;17.6;-17.6;17.6;-52.7;-87.9;-17.6;0.0;158.2;-140.6;140.6;-140.6;0.0;17.6;123.0;0.0;-158.2;17.6;0.0	12
4	Waveform 1	1	0.991432872	1.123223014	2464.4	3716.4			0.132		1252.0						
4	Spectrogram 1	1	0.991432872	1.123223014	2464.4	3716.4	2812.5	3375.0	0.132	562.5	1252.0	2718.8	2.425	3468.8;3093.8;3093.8;3093.8;3093.8;3281.2;3375.0;3187.5;3375.0;3375.0;3281.2;3000.0;3468.8;3468.8;2718.8;2718.8;2718.8;3468.8;3281.2;3375.0;3468.8;2812.5;3375.0;3468.8	0.0	-70.3;0.0;0.0;0.0;35.2;17.6;-35.2;35.2;0.0;-17.6;-52.7;87.9;0.0;-140.6;0.0;0.0;140.6;-35.2;17.6;17.6;-123.0;105.5;17.6	11
5	Waveform 1	1	1.238916395	1.389268529	2417.2	3574.7			0.150		1157.5						
5	Spectrogram 1	1	1.238916395	1.389268529	2417.2	3574.7	2906.2	3375.0	0.150	468.8	1157.5	3375.0	2.514	3093.8;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3375.0;3375.0;3375.0;3000.0;3375.0;3187.5;2718.8;3375.0;3375.0;2718.8;3281.2;3375.0;3375.0;3375.0;3375.0;2718.8;3375.0;3375.0;2718.8;2812.5	-2.0	0.0;17.6;0.0;0.0;17.6;0.0;17.6;0.0;0.0;-70.3;70.3;-35.2;-87.9;123.0;0.0;-123.0;105.5;17.6;0.0;0.0;0.0;-123.0;123.0;0.0;-123.0;17.6	10
