Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.021733401	0.154850483	1349.0	5825.5			0.133		4476.5						
1	Spectrogram 1	1	0.021733401	0.154850483	1349.0	5825.5	3093.8	3562.5	0.133	468.8	4476.5	3750.0	2.267	1875.0;1875.0;3843.8;3843.8;3750.0;3656.2;3468.8;3093.8;2906.2;2812.5;2906.2;2906.2;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3187.5;3281.2;3187.5	10.3	0.0;369.1;0.0;-17.6;-17.6;-35.2;-70.3;-35.2;-17.6;17.6;0.0;35.2;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;-17.6;0.0;17.6;-17.6	5
2	Waveform 1	1	0.321926004	0.448251397	1315.6	5625.0			0.126		4309.5						
2	Spectrogram 1	1	0.321926004	0.448251397	1315.6	5625.0	3093.8	3281.2	0.126	187.5	4309.5	3187.5	1.896	1875.0;3750.0;3750.0;3656.2;3656.2;3562.5;3468.8;3093.8;2906.2;2906.2;3000.0;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3281.2;3187.5	11.2	351.6;0.0;-17.6;0.0;-17.6;-17.6;-70.3;-35.2;0.0;17.6;17.6;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;-17.6;17.6;-17.6	5
3	Waveform 1	1	0.612147500	0.752056270	1349.0	5591.6			0.140		4242.6						
3	Spectrogram 1	1	0.612147500	0.752056270	1349.0	5591.6	3187.5	3281.2	0.140	93.8	4242.6	3187.5	1.900	3562.5;3562.5;3656.2;3656.2;3656.2;3656.2;3562.5;3375.0;3093.8;2906.2;2906.2;3000.0;3093.8;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3281.2;3187.5;3281.2;3281.2;3187.5;3187.5;3281.2;3187.5	-2.7	0.0;17.6;0.0;0.0;0.0;-17.6;-35.2;-52.7;-35.2;0.0;17.6;17.6;17.6;0.0;0.0;0.0;17.6;-17.6;17.6;-17.6;17.6;0.0;-17.6;0.0;17.6;-17.6	9
4	Waveform 1	1	1.759013023	1.898921792	1248.8	5458.0			0.140		4209.2						
4	Spectrogram 1	1	1.759013023	1.898921792	1248.8	5458.0	3093.8	3187.5	0.140	93.8	4209.2	3187.5	2.004	3562.5;3562.5;3562.5;3562.5;3562.5;3468.8;3187.5;3093.8;2812.5;2906.2;3000.0;3000.0;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3187.5;3281.2;3187.5;3187.5	-2.8	0.0;0.0;0.0;0.0;-17.6;-52.7;-17.6;-52.7;17.6;17.6;0.0;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;17.6;-17.6;0.0;17.6;-17.6;0.0	4
5	Waveform 1	1	2.043154020	2.191212815	1282.2	5458.0			0.148		4175.8						
5	Spectrogram 1	1	2.043154020	2.191212815	1282.2	5458.0	3093.8	3187.5	0.148	93.8	4175.8	3187.5	1.846	2625.0;3562.5;3656.2;3562.5;3562.5;3562.5;3468.8;3187.5;3093.8;2906.2;2906.2;3000.0;3000.0;3093.8;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5;3187.5;3281.2;3187.5;3187.5	4.1	175.8;17.6;-17.6;0.0;0.0;-17.6;-52.7;-17.6;-35.2;0.0;17.6;0.0;17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;17.6;-17.6;0.0;17.6;-17.6;0.0	5
6	Waveform 1	1	2.351093948	2.500511081	1282.2	5458.0			0.149		4175.8						
6	Spectrogram 1	1	2.351093948	2.500511081	1282.2	5458.0	3093.8	3187.5	0.149	93.8	4175.8	3093.8	1.890	2625.0;2625.0;3562.5;3562.5;3562.5;3562.5;3468.8;3187.5;3093.8;2906.2;2812.5;2906.2;3000.0;3000.0;3093.8;3093.8;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5	3.9	0.0;175.8;0.0;0.0;0.0;-17.6;-52.7;-17.6;-35.2;-17.6;17.6;17.6;0.0;17.6;0.0;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	2
