Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)
1	Waveform 1	1	0.306161276	0.481484400	1673.8	4122.5			0.175		2448.7						
1	Spectrogram 1	1	0.306161276	0.481484400	1673.8	4122.5	3531.4	3876.0	0.175	344.5	2448.7	3703.7	2.049	2497.9;2411.7;2411.7;2411.7;2411.7;2239.5;2239.5;2153.3;2067.2;2067.2;1981.1;1808.8;1981.1;1808.8;3531.4;3531.4;3531.4;3617.6;3703.7;3703.7;3789.8;3789.8;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0	8.5	3	-14.8;0.0;0.0;0.0;-29.7;0.0;-14.8;-14.8;0.0;-14.8;-29.7;29.7;-29.7;296.8;0.0;0.0;14.8;14.8;0.0;14.8;0.0;14.8;0.0;0.0;0.0;0.0;0.0;0.0
2	Waveform 1	1	0.668535202	0.841241563	1748.8	3997.6			0.173		2248.8						
2	Spectrogram 1	1	0.668535202	0.841241563	1748.8	3997.6	3531.4	3789.8	0.173	258.4	2248.8	3789.8	1.942	2411.7;2411.7;2411.7;2411.7;2411.7;2239.5;2153.3;2067.2;2067.2;1981.1;1894.9;1894.9;1808.8;3531.4;3617.6;3531.4;3617.6;3617.6;3617.6;3703.7;3703.7;3789.8;3789.8;3789.8;3789.8;3703.7;3703.7;3531.4	7.1	4	0.0;0.0;0.0;0.0;-29.7;-14.8;-14.8;0.0;-14.8;-14.8;0.0;-14.8;296.8;14.8;-14.8;14.8;0.0;0.0;14.8;0.0;14.8;0.0;0.0;0.0;-14.8;0.0;-29.7
3	Waveform 1	1	1.028884234	1.204207358	1723.8	3997.6			0.175		2273.8						
3	Spectrogram 1	1	1.028884234	1.204207358	1723.8	3997.6	2411.7	3703.7	0.175	1292.0	2273.8	3703.7	1.928	2411.7;2497.9;2497.9;2497.9;2411.7;2325.6;2239.5;2239.5;2067.2;2067.2;1981.1;1894.9;1894.9;1981.1;1808.8;3531.4;3617.6;3617.6;3617.6;3617.6;3703.7;3703.7;3703.7;3789.8;3789.8;3789.8;3789.8;3703.7;3703.7;3789.8	8.2	6	14.8;0.0;0.0;-14.8;-14.8;-14.8;0.0;-29.7;0.0;-14.8;-14.8;0.0;14.8;-29.7;296.8;14.8;0.0;0.0;0.0;14.8;0.0;0.0;14.8;0.0;0.0;0.0;-14.8;0.0;14.8
4	Waveform 1	1	1.388415375	1.567663643	1723.8	3947.6			0.179		2223.8						
4	Spectrogram 1	1	1.388415375	1.567663643	1723.8	3947.6	2411.7	3789.8	0.179	1378.1	2223.8	3703.7	1.961	2411.7;2411.7;2411.7;2411.7;2411.7;2325.6;2239.5;2239.5;2067.2;2067.2;1981.1;1894.9;1894.9;2067.2;3531.4;3531.4;3531.4;3531.4;3531.4;3531.4;3531.4;3617.6;3703.7;3703.7;3789.8;3789.8;3789.8;3789.8;3789.8;3531.4;3703.7	7.4	3	0.0;0.0;0.0;0.0;-14.8;-14.8;0.0;-29.7;0.0;-14.8;-14.8;0.0;29.7;252.2;0.0;0.0;0.0;0.0;0.0;0.0;14.8;14.8;0.0;14.8;0.0;0.0;0.0;0.0;-44.5;29.7
5	Waveform 1	1	1.749028874	1.923043617	1698.8	3922.6			0.174		2223.8						
5	Spectrogram 1	1	1.749028874	1.923043617	1698.8	3922.6	2411.7	3703.7	0.174	1292.0	2223.8	3531.4	1.900	2411.7;2411.7;2411.7;2411.7;2411.7;2325.6;2239.5;2239.5;2067.2;2067.2;1981.1;1894.9;1894.9;1808.8;1808.8;3531.4;3531.4;3531.4;3531.4;3531.4;3617.6;3617.6;3703.7;3703.7;3703.7;3703.7;3703.7;3703.7;3703.7;3531.4	6.7	2	0.0;0.0;0.0;0.0;-14.8;-14.8;0.0;-29.7;0.0;-14.8;-14.8;0.0;-14.8;0.0;296.8;0.0;0.0;0.0;0.0;14.8;0.0;14.8;0.0;0.0;0.0;0.0;0.0;0.0;-29.7
6	Waveform 1	1	2.169019343	2.345650848	1698.8	4022.6			0.177		2323.8						
6	Spectrogram 1	1	2.169019343	2.345650848	1698.8	4022.6	2411.7	3703.7	0.177	1292.0	2323.8	3703.7	2.017	2325.6;2325.6;2325.6;2325.6;2325.6;2239.5;2153.3;2067.2;2067.2;1981.1;1894.9;1894.9;1808.8;3531.4;3531.4;3531.4;3531.4;3531.4;3531.4;3617.6;3617.6;3703.7;3789.8;3789.8;3876.0;3703.7;3789.8;3789.8;3789.8;3789.8	8.7	3	0.0;0.0;0.0;0.0;-14.8;-14.8;-14.8;0.0;-14.8;-14.8;0.0;-14.8;296.8;0.0;0.0;0.0;0.0;0.0;14.8;0.0;14.8;14.8;0.0;14.8;-29.7;14.8;0.0;0.0;0.0
