Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.075690727	0.213555979	1269.5	7516.5			0.138		6247.0						
1	Spectrogram 1	1	0.075690727	0.213555979	1269.5	7516.5	2906.2	3281.2	0.138	375.0	6247.0	3000.0	2.583	1781.2;1875.0;1875.0;2906.2;3750.0;3750.0;3750.0;3750.0;3750.0;2906.2;2812.5;2812.5;3000.0;3093.8;3093.8;3093.8;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3187.5;3093.8;3281.2	11.2	17.6;0.0;193.4;158.2;0.0;0.0;0.0;0.0;-158.2;-17.6;0.0;35.2;17.6;0.0;0.0;17.6;17.6;0.0;0.0;0.0;0.0;0.0;-17.6;-17.6;35.2	4
2	Waveform 1	1	0.373547780	0.516819513	1336.3	7416.3			0.143		6080.0						
2	Spectrogram 1	1	0.373547780	0.516819513	1336.3	7416.3	3187.5	3281.2	0.143	93.8	6080.0	3281.2	1.896	1781.2;3656.2;3656.2;3656.2;3656.2;3468.8;3187.5;3562.5;2906.2;2906.2;3093.8;3187.5;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3375.0;3281.2;3281.2;3281.2;3281.2;3375.0	12.5	351.6;0.0;0.0;0.0;-35.2;-52.7;70.3;-123.0;0.0;35.2;17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;17.6;-17.6;0.0;0.0;0.0;17.6	6
3	Waveform 1	1	0.659209214	0.801129327	1302.9	7483.1			0.142		6180.2						
3	Spectrogram 1	1	0.659209214	0.801129327	1302.9	7483.1	3187.5	3375.0	0.142	187.5	6180.2	3281.2	2.098	1781.2;3656.2;3656.2;3750.0;3656.2;3656.2;3656.2;3468.8;3281.2;3000.0;2906.2;2906.2;3000.0;3093.8;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3375.0;3375.0;3281.2;3375.0;3375.0	11.5	351.6;0.0;17.6;-17.6;0.0;0.0;-35.2;-35.2;-52.7;-17.6;0.0;17.6;17.6;0.0;17.6;0.0;0.0;17.6;0.0;0.0;0.0;17.6;0.0;-17.6;17.6;0.0	4
4	Waveform 1	1	0.950968434	1.091536926	1302.9	7449.7			0.141		6146.8						
4	Spectrogram 1	1	0.950968434	1.091536926	1302.9	7449.7	3093.8	3281.2	0.141	187.5	6146.8	3187.5	2.166	1781.2;1781.2;3656.2;3656.2;3656.2;3562.5;3468.8;3281.2;3000.0;2906.2;2906.2;3000.0;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3187.5;3281.2	11.7	0.0;351.6;0.0;0.0;-17.6;-17.6;-35.2;-52.7;-17.6;0.0;17.6;35.2;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;17.6	4
5	Waveform 1	1	1.238677289	1.379245781	1302.9	7449.7			0.141		6146.8						
5	Spectrogram 1	1	1.238677289	1.379245781	1302.9	7449.7	3093.8	3375.0	0.141	281.2	6146.8	3093.8	2.426	3656.2;3750.0;1781.2;3656.2;3656.2;3562.5;3375.0;3093.8;2906.2;2906.2;3000.0;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3375.0;3375.0;3281.2	-2.9	17.6;-369.1;351.6;0.0;-17.6;-35.2;-52.7;-35.2;0.0;17.6;17.6;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0;-17.6	5
6	Waveform 1	1	1.523004822	1.667628174	1236.0	7349.5			0.145		6113.4						
6	Spectrogram 1	1	1.523004822	1.667628174	1236.0	7349.5	3187.5	3562.5	0.145	375.0	6113.4	3562.5	2.198	1781.2;3562.5;3656.2;3562.5;3562.5;3562.5;3562.5;3281.2;3000.0;3562.5;3562.5;3000.0;3093.8;3093.8;3000.0;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3093.8;3281.2;3093.8	9.8	334.0;17.6;-17.6;0.0;0.0;0.0;-52.7;-52.7;105.5;0.0;-105.5;17.6;0.0;-17.6;35.2;0.0;0.0;17.6;0.0;0.0;0.0;0.0;-35.2;35.2;-35.2	9
