Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.463887361	0.581456189	2503.9	3708.7			0.118		1204.7						
1	Spectrogram 1	1	0.463887361	0.581456189	2503.9	3708.7	2812.5	3468.8	0.118	656.2	1204.7	3468.8	2.449	3281.2;3281.2;3375.0;3375.0;3468.8;3281.2;3468.8;3468.8;3375.0;2718.8;3281.2;3468.8;2812.5;2812.5;2812.5;2718.8;3468.8;3281.2;2718.8;2718.8;3468.8;3468.8;3281.2	0.0	0.0;17.6;0.0;17.6;-35.2;35.2;0.0;-17.6;-123.0;105.5;35.2;-123.0;0.0;0.0;-17.6;140.6;-35.2;-105.5;0.0;140.6;0.0;-35.2	9
2	Waveform 1	1	0.726941603	0.841201574	2456.7	3685.0			0.114		1228.3						
2	Spectrogram 1	1	0.726941603	0.841201574	2456.7	3685.0	3187.5	3468.8	0.114	281.2	1228.3	3468.8	2.403	3375.0;3375.0;3281.2;3375.0;3468.8;3468.8;3468.8;3375.0;2718.8;2718.8;3468.8;3468.8;2812.5;2718.8;3468.8;2718.8;2718.8;3468.8;2718.8;2718.8;2718.8	-6.2	0.0;-17.6;17.6;17.6;0.0;0.0;-17.6;-123.0;0.0;140.6;0.0;-123.0;-17.6;140.6;-140.6;0.0;140.6;-140.6;0.0;0.0	8
3	Waveform 1	1	0.951322892	1.084115592	2409.4	3637.8			0.133		1228.3						
3	Spectrogram 1	1	0.951322892	1.084115592	2409.4	3637.8	2906.2	3375.0	0.133	468.8	1228.3	3375.0	2.486	3093.8;3187.5;3187.5;3187.5;3093.8;3187.5;3375.0;3281.2;3375.0;3375.0;3375.0;3375.0;2718.8;3375.0;3375.0;3375.0;3375.0;2718.8;2718.8;2625.0;3375.0;3375.0;3375.0;2718.8	-3.1	17.6;0.0;0.0;-17.6;17.6;35.2;-17.6;17.6;0.0;0.0;0.0;-123.0;123.0;0.0;0.0;0.0;-123.0;0.0;-17.6;140.6;0.0;0.0;-123.0	9
4	Waveform 1	1	1.222132626	1.334633811	2527.6	3661.4			0.113		1133.9						
4	Spectrogram 1	1	1.222132626	1.334633811	2527.6	3661.4	3187.5	3468.8	0.113	281.2	1133.9	3375.0	2.421	3281.2;3375.0;3375.0;3468.8;3375.0;3375.0;2812.5;2812.5;3375.0;3375.0;3468.8;2718.8;3375.0;3375.0;3375.0;3375.0;2906.2;3281.2;2718.8;2718.8	-5.6	17.6;0.0;17.6;-17.6;0.0;-105.5;0.0;105.5;0.0;17.6;-140.6;123.0;0.0;0.0;0.0;-87.9;70.3;-105.5;0.0	7
5	Waveform 1	1	1.441357479	1.572057386	2433.1	3685.0			0.131		1252.0						
5	Spectrogram 1	1	1.441357479	1.572057386	2433.1	3685.0	3281.2	3468.8	0.131	187.5	1252.0	3468.8	2.529	3093.8;3093.8;3187.5;3281.2;3375.0;3281.2;3375.0;3468.8;3468.8;3375.0;3187.5;2812.5;3375.0;2625.0;3468.8;3375.0;3281.2;3375.0;2718.8;2718.8;2718.8;2718.8;2625.0	-4.0	0.0;17.6;17.6;17.6;-17.6;17.6;17.6;0.0;-17.6;-35.2;-70.3;105.5;-140.6;158.2;-17.6;-17.6;17.6;-123.0;0.0;0.0;0.0;-17.6	9
6	Waveform 1	1	1.713753925	1.839490544	2433.1	3661.4			0.126		1228.3						
