Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.044269775	0.255622248	1039.4	4913.4			0.211		3874.0						
1	Spectrogram 1	1	0.044269775	0.255622248	1039.4	4913.4	3000.0	3093.8	0.211	93.8	3874.0	3000.0	2.565	2156.2;2156.2;2343.8;2437.5;2437.5;2343.8;2343.8;2250.0;2156.2;2062.5;2906.2;3187.5;4781.2;3093.8;2437.5;2250.0;3187.5;2718.8;3187.5;3187.5;2906.2;3187.5;3000.0;3093.8;3000.0;3093.8;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0	4.2	0.0;35.2;17.6;0.0;-17.6;0.0;-17.6;-17.6;-17.6;158.2;52.7;298.8;-316.4;-123.0;-35.2;175.8;-87.9;87.9;0.0;-52.7;52.7;-35.2;17.6;-17.6;17.6;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	13
2	Waveform 1	1	0.380453375	0.588949734	968.5	4771.7			0.208		3803.1						
2	Spectrogram 1	1	0.380453375	0.588949734	968.5	4771.7	3000.0	3187.5	0.208	187.5	3803.1	3000.0	2.265	2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2343.8;2250.0;2156.2;2062.5;2437.5;2156.2;2343.8;2343.8;2531.2;2812.5;3281.2;2812.5;3000.0;3093.8;3000.0;3093.8;3187.5;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3000.0;3000.0;3093.8;3093.8;3093.8;3093.8	4.3	0.0;35.2;0.0;0.0;0.0;0.0;-17.6;-17.6;-17.6;-17.6;70.3;-52.7;35.2;0.0;35.2;52.7;87.9;-87.9;35.2;17.6;-17.6;17.6;17.6;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;17.6;0.0;0.0;0.0	10
3	Waveform 1	1	0.717587540	0.930368070	1039.4	4724.4			0.213		3685.0						
3	Spectrogram 1	1	0.717587540	0.930368070	1039.4	4724.4	3000.0	3093.8	0.213	93.8	3685.0	3093.8	2.322	2343.8;2343.8;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2343.8;2250.0;2156.2;2062.5;2437.5;2156.2;2437.5;2625.0;2625.0;2812.5;3281.2;2906.2;3187.5;3000.0;3093.8;3187.5;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3000.0;3093.8;3093.8;3093.8;3093.8;3093.8;2718.8;3093.8;3093.8;3187.5	4.1	0.0;17.6;0.0;0.0;0.0;0.0;0.0;-17.6;-17.6;-17.6;-17.6;70.3;-52.7;52.7;35.2;0.0;35.2;87.9;-70.3;52.7;-35.2;17.6;17.6;-17.6;0.0;0.0;0.0;0.0;0.0;-17.6;17.6;0.0;0.0;0.0;0.0;-70.3;70.3;0.0;17.6	12
4	Waveform 1	1	1.059510337	1.266578638	1063.0	5078.7			0.207		4015.7						
4	Spectrogram 1	1	1.059510337	1.266578638	1063.0	5078.7	2625.0	3093.8	0.207	468.8	4015.7	3093.8	2.197	2156.2;2343.8;2437.5;2531.2;2531.2;2531.2;2437.5;2437.5;2343.8;2343.8;2250.0;2156.2;2250.0;2437.5;2437.5;3000.0;3187.5;2812.5;3281.2;3187.5;3000.0;3187.5;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3000.0;3093.8;3093.8;3000.0;2812.5;3093.8;3093.8;2906.2	3.8	35.2;17.6;17.6;0.0;0.0;-17.6;0.0;-17.6;0.0;-17.6;-17.6;17.6;35.2;0.0;105.5;35.2;-70.3;87.9;-17.6;-35.2;35.2;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;17.6;0.0;-17.6;-35.2;52.7;0.0;-35.2	11
5	Waveform 1	1	1.398937578	1.616002280	1039.4	4700.8			0.217		3661.4						
5	Spectrogram 1	1	1.398937578	1.616002280	1039.4	4700.8	3000.0	3093.8	0.217	93.8	3661.4	3093.8	2.036	2343.8;2437.5;2437.5;2437.5;2437.5;2437.5;2437.5;2343.8;2250.0;2250.0;2156.2;3000.0;2718.8;2437.5;2437.5;2718.8;2812.5;3187.5;2906.2;3000.0;3187.5;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3093.8;3000.0;3000.0;3000.0;3000.0;3093.8;3000.0;3000.0;3000.0;3000.0;3000.0;3093.8;3187.5	4.1	17.6;0.0;0.0;0.0;0.0;0.0;-17.6;-17.6;0.0;-17.6;158.2;-52.7;-52.7;0.0;52.7;17.6;70.3;-52.7;17.6;35.2;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;0.0;0.0;17.6;-17.6;0.0;0.0;0.0;0.0;17.6;17.6	10
