Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.893211160	0.987359679	2985.4	9967.3			0.094		6981.8						
1	Spectrogram 1	1	0.893211160	0.987359679	2985.4	9967.3	4823.4	5254.1	0.094	430.7	6981.8	5254.1	3.622	5770.9;4737.3;5168.0;5254.1;5254.1;5254.1;5168.0;4909.6;4651.2;4651.2;5254.1;5684.8;5684.8;5254.1;5254.1;4737.3	-11.9	-178.1;74.2;14.8;0.0;0.0;-14.8;-44.5;-44.5;0.0;103.9;74.2;0.0;-74.2;0.0;-89.0	4
2	Waveform 1	1	1.041158833	1.138296194	3115.7	9408.7			0.097		6293.0						
2	Spectrogram 1	1	1.041158833	1.138296194	3115.7	9408.7	4478.9	4651.2	0.097	172.3	6293.0	4565.0	3.672	4651.2;5254.1;4995.7;4306.6;4306.6;4651.2;4565.0;4651.2;4478.9;4565.0;4392.8;4565.0;4565.0;4651.2;4565.0;4651.2;4478.9	-1.9	103.9;-44.5;-118.7;0.0;59.4;-14.8;14.8;-29.7;14.8;-29.7;29.7;0.0;14.8;-14.8;14.8;-29.7	11
3	Waveform 1	1	1.199968179	1.300094382	2990.5	9095.6			0.100		6105.2						
3	Spectrogram 1	1	1.199968179	1.300094382	2990.5	9095.6	4306.6	4737.3	0.100	430.7	6105.2	4478.9	3.767	4909.6;4909.6;4048.2;4306.6;4392.8;4392.8;4478.9;4478.9;4306.6;4392.8;4392.8;4306.6;5598.6;4392.8;4909.6;4392.8;4392.8	-5.6	0.0;-148.4;44.5;14.8;0.0;14.8;0.0;-29.7;14.8;0.0;-14.8;222.6;-207.7;89.0;-89.0;0.0	8
4	Waveform 1	1	1.361299713	1.465909179	3021.8	8688.6			0.105		5666.9						
4	Spectrogram 1	1	1.361299713	1.465909179	3021.8	8688.6	4134.4	4823.4	0.105	689.1	5666.9	4134.4	4.007	4737.3;4737.3;3876.0;4048.2;4134.4;4220.5;4134.4;6373.8;4220.5;4220.5;4134.4;4220.5;4220.5;4048.2;4995.7;4220.5;4220.5;4220.5	-5.2	0.0;-148.4;29.7;14.8;14.8;-14.8;385.8;-370.9;0.0;-14.8;14.8;0.0;-29.7;163.2;-133.5;0.0;0.0	8
5	Waveform 1	1	1.525686017	1.642250850	2989.2	8343.0			0.117		5353.8						
5	Spectrogram 1	1	1.525686017	1.642250850	2989.2	8343.0	3962.1	4737.3	0.117	775.2	5353.8	4048.2	3.786	4737.3;4823.4;4823.4;3789.8;3962.1;4048.2;4134.4;4048.2;4134.4;4048.2;3962.1;3789.8;3789.8;4048.2;3359.2;4048.2;4737.3;4048.2;4565.0;3962.1	-7.0	14.8;0.0;-178.1;29.7;14.8;14.8;-14.8;14.8;-14.8;-14.8;-29.7;0.0;44.5;-118.7;118.7;118.7;-118.7;89.0;-103.9	11
6	Waveform 1	1	1.690967905	1.807532738	2926.6	7873.4			0.117		4946.8						
6	Spectrogram 1	1	1.690967905	1.807532738	2926.6	7873.4	3789.8	4737.3	0.117	947.5	4946.8	3789.8	3.708	3962.1;3962.1;3186.9;3531.4;5512.5;3789.8;3876.0;3876.0;3789.8;3789.8;3703.7;3789.8;3531.4;3359.2;4995.7;3789.8;3789.8;4651.2;4565.0;3789.8	-1.6	0.0;-133.5;59.4;341.3;-296.8;14.8;0.0;-14.8;0.0;-14.8;14.8;-44.5;-29.7;281.9;-207.7;0.0;148.4;-14.8;-133.5	10
7	Waveform 1	1	1.886920979	2.010957917	2926.6	7341.1			0.124		4414.5						
7	Spectrogram 1	1	1.886920979	2.010957917	2926.6	7341.1	3531.4	4737.3	0.124	1205.9	4414.5	3531.4	3.787	3962.1;3962.1;4306.6;4048.2;3445.3;3531.4;3531.4;5426.4;5512.5;5512.5;3617.6;3531.4;3445.3;3359.2;5081.8;3186.9;3445.3;4737.3;4306.6;4134.4;4392.8	3.7	0.0;59.4;-44.5;-103.9;14.8;0.0;326.4;14.8;0.0;-326.4;-14.8;-14.8;-14.8;296.8;-326.4;44.5;222.6;-74.2;-29.7;44.5	8
