Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	1.861394895	1.953556926	3140.2	7516.5			0.092		4376.3						
1	Spectrogram 1	1	1.861394895	1.953556926	3140.2	7516.5	4687.5	5250.0	0.092	562.5	4376.3	4875.0	3.202	6375.0;3562.5;3562.5;3562.5;4687.5;4687.5;4875.0;4875.0;4875.0;5062.5;4875.0;4875.0;4875.0;4875.0;5062.5;4687.5;4687.5;4687.5;4687.5;4687.5;4500.0;4500.0;4500.0;6187.5;4875.0;4875.0;5625.0;4875.0;4875.0;4500.0;4500.0;4687.5;4687.5;5437.5	-10.7	-1054.7;0.0;0.0;421.9;0.0;70.3;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;70.3;-140.6;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;632.8;-492.2;0.0;281.2;-281.2;0.0;-140.6;0.0;70.3;0.0;281.2	9
2	Waveform 1	1	2.024773042	2.107160312	2739.3	7015.4			0.082		4276.0						
2	Spectrogram 1	1	2.024773042	2.107160312	2739.3	7015.4	4312.5	4687.5	0.082	375.0	4276.0	4500.0	3.189	3562.5;3750.0;2812.5;6187.5;3187.5;4500.0;4500.0;2812.5;4687.5;4500.0;4500.0;4687.5;4500.0;4500.0;4500.0;4500.0;4500.0;4500.0;4500.0;4500.0;4500.0;4312.5;6187.5;4500.0;3000.0;4500.0;5437.5;4500.0;4687.5;5250.0	21.8	70.3;-351.6;1265.6;-1125.0;492.2;0.0;-632.8;703.1;-70.3;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;703.1;-632.8;-562.5;562.5;351.6;-351.6;70.3;210.9	14
3	Waveform 1	1	2.188151189	2.276124037	2939.8	6714.7			0.088		3774.9						
3	Spectrogram 1	1	2.188151189	2.276124037	2939.8	6714.7	4125.0	4312.5	0.088	187.5	3774.9	4312.5	2.755	4875.0;4875.0;3937.5;4125.0;4312.5;4312.5;4312.5;4125.0;4312.5;4312.5;4312.5;4312.5;4500.0;4312.5;4500.0;4312.5;4312.5;4125.0;4312.5;4312.5;4125.0;4125.0;4312.5;4125.0;4125.0;4312.5;4312.5;4125.0;4312.5;4125.0;4125.0;4125.0	-9.1	0.0;-351.6;70.3;70.3;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;70.3;-70.3;70.3;-70.3;0.0;-70.3;70.3;0.0;-70.3;0.0;70.3;-70.3;0.0;70.3;0.0;-70.3;70.3;-70.3;0.0;0.0	14
4	Waveform 1	1	2.351197221	2.447548436	2772.7	6280.4			0.096		3507.7						
4	Spectrogram 1	1	2.351197221	2.447548436	2772.7	6280.4	3750.0	4125.0	0.096	375.0	3507.7	3937.5	2.974	4500.0;4500.0;3375.0;3750.0;3750.0;3937.5;3937.5;3937.5;3937.5;4125.0;3937.5;4125.0;4125.0;3937.5;4125.0;3937.5;4125.0;4125.0;3937.5;4125.0;3937.5;2812.5;4125.0;3937.5;3937.5;3937.5;3937.5;2812.5;2812.5;2812.5;4687.5;3937.5;3937.5;4687.5;4500.0	0.0	0.0;-421.9;140.6;0.0;70.3;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;-70.3;70.3;-70.3;70.3;0.0;-70.3;70.3;-70.3;-421.9;492.2;-70.3;0.0;0.0;0.0;-421.9;0.0;0.0;703.1;-281.2;0.0;281.2;-70.3	16
