Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.098151450	0.362268079	1971.0	4042.2			0.264		2071.2						
1	Spectrogram 1	1	0.098151450	0.362268079	1971.0	4042.2	2812.5	3562.5	0.264	750.0	2071.2	3562.5	2.546	2625.0;2625.0;2625.0;3187.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2437.5;2437.5;2250.0;3187.5;2625.0;2625.0;3000.0;3375.0;2625.0;2625.0;2625.0;2625.0;3750.0;2812.5;2625.0;2812.5;3562.5;2812.5;3187.5;3000.0;3000.0;2625.0;2812.5;2250.0;2437.5;3375.0;2437.5;3187.5;3187.5;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;3000.0;2812.5;3187.5;3187.5;2812.5;3187.5;3562.5;3750.0;3562.5;3750.0;3750.0;3750.0;3750.0;3375.0;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3375.0;3750.0;3187.5;3562.5;3562.5;3750.0;3750.0;3750.0;3375.0;3375.0;3562.5;3562.5;3375.0;3562.5;3562.5;3562.5;3562.5;3375.0;3375.0;3562.5;3562.5;3375.0;3375.0;3562.5;3375.0;3562.5;3375.0	2.9	0.0;0.0;210.9;-210.9;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;-70.3;351.6;-210.9;0.0;140.6;140.6;-281.2;0.0;0.0;0.0;421.9;-351.6;-70.3;70.3;281.2;-281.2;140.6;-70.3;0.0;-140.6;70.3;-210.9;70.3;351.6;-351.6;281.2;0.0;-210.9;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;-70.3;140.6;0.0;-140.6;140.6;140.6;70.3;-70.3;70.3;0.0;0.0;0.0;-140.6;70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;140.6;-210.9;140.6;0.0;70.3;0.0;0.0;-140.6;0.0;70.3;0.0;-70.3;70.3;0.0;0.0;0.0;-70.3;0.0;70.3;0.0;-70.3;0.0;70.3;-70.3;70.3;-70.3	41
2	Waveform 1	1	0.587720740	0.838748754	1904.2	4276.0			0.251		2371.9						
2	Spectrogram 1	1	0.587720740	0.838748754	1904.2	4276.0	3000.0	3750.0	0.251	750.0	2371.9	3750.0	2.609	2437.5;3187.5;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2625.0;2625.0;2437.5;2437.5;2250.0;2625.0;2437.5;2812.5;2625.0;2625.0;2812.5;3187.5;2812.5;2812.5;2812.5;2437.5;2625.0;2062.5;2625.0;2437.5;3187.5;2812.5;3375.0;2625.0;3375.0;2437.5;2437.5;2437.5;2437.5;3375.0;2812.5;2812.5;2625.0;2437.5;2812.5;3000.0;2812.5;3000.0;3000.0;3000.0;2812.5;3000.0;3000.0;3187.5;3375.0;3375.0;3375.0;3375.0;3187.5;3375.0;3750.0;3750.0;3937.5;3750.0;3937.5;3750.0;3937.5;3750.0;3562.5;3937.5;3187.5;3937.5;3750.0;3562.5;3750.0;3562.5;3750.0;3562.5;3562.5;3750.0;3562.5;3375.0;3375.0;3562.5;3937.5;3750.0;3562.5;3375.0;3562.5;3000.0;3562.5	4.6	281.2;-210.9;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;-70.3;0.0;-70.3;140.6;-70.3;140.6;-70.3;0.0;70.3;140.6;-140.6;0.0;0.0;-140.6;70.3;-210.9;210.9;-70.3;281.2;-140.6;210.9;-281.2;281.2;-351.6;0.0;0.0;0.0;351.6;-210.9;0.0;-70.3;-70.3;140.6;70.3;-70.3;70.3;0.0;0.0;-70.3;70.3;0.0;70.3;70.3;0.0;0.0;0.0;-70.3;70.3;140.6;0.0;70.3;-70.3;70.3;-70.3;70.3;-70.3;-70.3;140.6;-281.2;281.2;-70.3;-70.3;70.3;-70.3;70.3;-70.3;0.0;70.3;-70.3;-70.3;0.0;70.3;140.6;-70.3;-70.3;-70.3;70.3;-210.9;210.9	48
3	Waveform 1	1	1.081713352	1.342260838	2104.6	4109.0			0.261		2004.4						
3	Spectrogram 1	1	1.081713352	1.342260838	2104.6	4109.0	3000.0	3750.0	0.261	750.0	2004.4	3562.5	2.448	3375.0;3375.0;3750.0;3562.5;2625.0;2625.0;2812.5;2625.0;2812.5;3562.5;3562.5;2812.5;2812.5;2625.0;2812.5;2812.5;2437.5;2437.5;2812.5;2625.0;2625.0;2812.5;2625.0;2625.0;3562.5;2437.5;2250.0;2250.0;3375.0;2250.0;2625.0;2812.5;2625.0;2625.0;3375.0;3375.0;2625.0;3375.0;2625.0;2625.0;2250.0;2812.5;2625.0;2250.0;2250.0;2625.0;2812.5;2625.0;2625.0;2812.5;2812.5;2625.0;2625.0;2812.5;3000.0;3000.0;3000.0;3000.0;2437.5;2812.5;2812.5;2812.5;3375.0;3562.5;3187.5;3375.0;3375.0;3375.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3750.0;3937.5;3750.0;3750.0;3937.5;3750.0;3375.0;3562.5;3375.0;3562.5;3937.5;3562.5;3562.5;3375.0;3562.5;3562.5;3750.0;3750.0;3562.5;3562.5;2812.5	-2.2	0.0;140.6;-70.3;-351.6;0.0;70.3;-70.3;70.3;281.2;0.0;-281.2;0.0;-70.3;70.3;0.0;-140.6;0.0;140.6;-70.3;0.0;70.3;-70.3;0.0;351.6;-421.9;-70.3;0.0;421.9;-421.9;140.6;70.3;-70.3;0.0;281.2;0.0;-281.2;281.2;-281.2;0.0;-140.6;210.9;-70.3;-140.6;0.0;140.6;70.3;-70.3;0.0;70.3;0.0;-70.3;0.0;70.3;70.3;0.0;0.0;0.0;-210.9;140.6;0.0;0.0;210.9;70.3;-140.6;70.3;0.0;0.0;140.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;70.3;-70.3;0.0;70.3;-70.3;-140.6;70.3;-70.3;70.3;140.6;-140.6;0.0;-70.3;70.3;0.0;70.3;0.0;-70.3;0.0;-281.2	43
4	Waveform 1	1	1.601555956	1.849611439	2004.4	4109.0			0.248		2104.6						
4	Spectrogram 1	1	1.601555956	1.849611439	2004.4	4109.0	3000.0	3750.0	0.248	750.0	2104.6	3750.0	2.368	3000.0;3000.0;3000.0;2437.5;2812.5;3000.0;2812.5;3000.0;3000.0;3000.0;2812.5;2250.0;2812.5;2625.0;2625.0;2812.5;2812.5;2437.5;2437.5;2625.0;2250.0;2437.5;2812.5;3000.0;2812.5;2625.0;2812.5;3000.0;2812.5;3000.0;3000.0;2812.5;2625.0;3000.0;2812.5;2625.0;2437.5;2437.5;2812.5;2250.0;2062.5;2812.5;2625.0;2250.0;2250.0;2625.0;2437.5;2250.0;2625.0;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;2250.0;3000.0;3000.0;3375.0;3375.0;3375.0;3375.0;3187.5;3375.0;3375.0;3750.0;3750.0;3750.0;3375.0;3750.0;3750.0;3750.0;3750.0;3750.0;3187.5;3562.5;3562.5;3750.0;3750.0;3375.0;3375.0;3562.5;3375.0;3375.0;3562.5;3562.5;3187.5;3375.0;3562.5;3375.0;3562.5;3375.0;3750.0	3.1	0.0;0.0;-210.9;140.6;70.3;-70.3;70.3;0.0;0.0;-70.3;-210.9;210.9;-70.3;0.0;70.3;0.0;-140.6;0.0;70.3;-140.6;70.3;140.6;70.3;-70.3;-70.3;70.3;70.3;-70.3;70.3;0.0;-70.3;-70.3;140.6;-70.3;-70.3;-70.3;0.0;140.6;-210.9;-70.3;281.2;-70.3;-140.6;0.0;140.6;-70.3;-70.3;140.6;70.3;0.0;0.0;70.3;0.0;0.0;-281.2;281.2;0.0;140.6;0.0;0.0;0.0;-70.3;70.3;0.0;140.6;0.0;0.0;-140.6;140.6;0.0;0.0;0.0;0.0;-210.9;140.6;0.0;70.3;0.0;-140.6;0.0;70.3;-70.3;0.0;70.3;0.0;-140.6;70.3;70.3;-70.3;70.3;-70.3;140.6	43
5	Waveform 1	1	2.059272265	2.350157471	2004.4	3942.0			0.291		1937.6						
5	Spectrogram 1	1	2.059272265	2.350157471	2004.4	3942.0	2625.0	3375.0	0.291	750.0	1937.6	3562.5	2.563	2437.5;2437.5;2625.0;2062.5;2062.5;2625.0;2062.5;2625.0;3000.0;2437.5;2625.0;2812.5;2812.5;3000.0;2250.0;2812.5;2625.0;2062.5;2062.5;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2625.0;2812.5;2812.5;2437.5;2812.5;3000.0;2812.5;2812.5;2812.5;2812.5;2812.5;2062.5;2062.5;2812.5;2437.5;2437.5;2812.5;3000.0;2437.5;2250.0;2812.5;2437.5;2437.5;2625.0;2625.0;2062.5;2062.5;3937.5;2812.5;2625.0;2250.0;2437.5;2437.5;3375.0;2625.0;2437.5;2812.5;2625.0;2812.5;2625.0;2625.0;2250.0;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3187.5;2812.5;3000.0;3187.5;3375.0;3562.5;3562.5;3562.5;3562.5;3375.0;2812.5;3375.0;3562.5;3562.5;3562.5;3562.5;3562.5;3375.0;2812.5;3562.5;3375.0;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;2812.5;3750.0;3562.5;3750.0	4.6	0.0;70.3;-210.9;0.0;210.9;-210.9;210.9;140.6;-210.9;70.3;70.3;0.0;70.3;-281.2;210.9;-70.3;-210.9;0.0;210.9;70.3;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;0.0;-140.6;140.6;70.3;-70.3;0.0;0.0;0.0;0.0;-281.2;0.0;281.2;-140.6;0.0;140.6;70.3;-210.9;-70.3;210.9;-140.6;0.0;70.3;0.0;-210.9;0.0;703.1;-421.9;-70.3;-140.6;70.3;0.0;351.6;-281.2;-70.3;140.6;-70.3;70.3;-70.3;0.0;-140.6;210.9;0.0;0.0;0.0;0.0;70.3;70.3;-140.6;70.3;70.3;70.3;70.3;0.0;0.0;0.0;-70.3;-210.9;210.9;70.3;0.0;0.0;0.0;0.0;-70.3;-210.9;281.2;-70.3;70.3;0.0;0.0;0.0;0.0;0.0;0.0;-281.2;351.6;-70.3;70.3	44
