Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)
1	Waveform 1	1	0.249900871	0.367655207	2227.8	3832.1			0.118		1604.3						
1	Spectrogram 1	1	0.249900871	0.367655207	2227.8	3832.1	2928.5	3531.4	0.118	602.9	1604.3	3445.3	1.750	2411.7;2497.9;2584.0;2670.1;2670.1;2842.4;2842.4;2928.5;3014.6;3186.9;3359.2;3445.3;3531.4;3617.6;3617.6;3617.6;3617.6;3617.6;3617.6	11.5	0	14.8;14.8;14.8;0.0;29.7;0.0;14.8;14.8;29.7;29.7;14.8;14.8;14.8;0.0;0.0;0.0;0.0;0.0
2	Waveform 1	1	0.724329579	0.844700679	2202.8	3832.1			0.120		1629.4						
2	Spectrogram 1	1	0.724329579	0.844700679	2202.8	3832.1	2842.4	3445.3	0.120	602.9	1629.4	3186.9	1.798	2411.7;2411.7;2411.7;2584.0;2670.1;2670.1;2756.2;2756.2;2928.5;2928.5;3186.9;3186.9;3445.3;3445.3;3531.4;3617.6;3531.4;3445.3;3359.2;3531.4	10.2	2	0.0;0.0;29.7;14.8;0.0;14.8;0.0;29.7;0.0;44.5;0.0;44.5;0.0;14.8;14.8;-14.8;-14.8;-14.8;29.7
3	Waveform 1	1	1.195601729	1.318589592	2177.7	3782.0			0.123		1604.3						
3	Spectrogram 1	1	1.195601729	1.318589592	2177.7	3782.0	2842.4	3445.3	0.123	602.9	1604.3	3445.3	1.712	2411.7;2411.7;2411.7;2411.7;2584.0;2584.0;2670.1;2756.2;2756.2;2842.4;2928.5;3014.6;3100.8;3273.0;3359.2;3445.3;3445.3;3531.4;3445.3;3445.3;3186.9;3273.0	7.1	2	0.0;0.0;0.0;29.7;0.0;14.8;14.8;0.0;14.8;14.8;14.8;14.8;29.7;14.8;14.8;0.0;14.8;-14.8;0.0;-44.5;14.8
4	Waveform 1	1	1.682663504	1.806959748	2227.8	3631.6			0.124		1403.8						
4	Spectrogram 1	1	1.682663504	1.806959748	2227.8	3631.6	2842.4	3359.2	0.124	516.8	1403.8	3359.2	1.679	2497.9;2497.9;2411.7;2411.7;2584.0;2584.0;2670.1;2756.2;2756.2;2842.4;2928.5;3014.6;3100.8;3273.0;3359.2;3359.2;3359.2;3359.2;3359.2;3273.0;3186.9;3186.9	5.7	2	0.0;-14.8;0.0;29.7;0.0;14.8;14.8;0.0;14.8;14.8;14.8;14.8;29.7;14.8;0.0;0.0;0.0;0.0;-14.8;-14.8;0.0
