Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.147121866	0.277739290	1269.5	6347.3			0.131		5077.8						
1	Spectrogram 1	1	0.147121866	0.277739290	1269.5	6347.3	3000.0	3187.5	0.131	187.5	5077.8	3093.8	2.383	1781.2;1875.0;1781.2;3656.2;3656.2;3562.5;3656.2;3562.5;3562.5;2718.8;2718.8;2812.5;3000.0;3000.0;3000.0;3093.8;3093.8;3187.5;3093.8;3093.8;3093.8;3093.8;3093.8;3187.5	11.5	17.6;-17.6;351.6;0.0;-17.6;17.6;-17.6;0.0;-158.2;0.0;17.6;35.2;0.0;0.0;17.6;0.0;17.6;-17.6;0.0;0.0;0.0;0.0;17.6	8
2	Waveform 1	1	0.440097305	0.583193727	1336.3	6514.3			0.143		5178.0						
2	Spectrogram 1	1	0.440097305	0.583193727	1336.3	6514.3	3093.8	3281.2	0.143	187.5	5178.0	3093.8	2.373	1781.2;1781.2;1781.2;3656.2;3656.2;3656.2;3562.5;3187.5;3000.0;2812.5;2812.5;3000.0;3093.8;3093.8;3093.8;2906.2;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3187.5;3187.5;3187.5	10.1	0.0;0.0;351.6;0.0;0.0;-17.6;-70.3;-35.2;-35.2;0.0;35.2;17.6;0.0;0.0;-35.2;35.2;17.6;0.0;0.0;17.6;0.0;0.0;0.0;-17.6;0.0;0.0	5
3	Waveform 1	1	0.733920767	0.887384093	1369.7	6581.1			0.153		5211.4						
3	Spectrogram 1	1	0.733920767	0.887384093	1369.7	6581.1	3093.8	3468.8	0.153	375.0	5211.4	3562.5	2.377	1781.2;3656.2;3656.2;3656.2;3562.5;3562.5;3562.5;3281.2;3562.5;3375.0;2812.5;2906.2;3093.8;3093.8;3093.8;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3187.5;3187.5;3281.2;3281.2;3187.5;3656.2	12.6	351.6;0.0;0.0;-17.6;0.0;0.0;-52.7;52.7;-35.2;-105.5;17.6;35.2;0.0;0.0;17.6;17.6;0.0;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;17.6;0.0;-17.6;87.9	8
4	Waveform 1	1	1.019901865	1.170828607	1336.3	6614.5			0.151		5278.2						
4	Spectrogram 1	1	1.019901865	1.170828607	1336.3	6614.5	3093.8	3468.8	0.151	375.0	5278.2	3093.8	2.369	3562.5;3562.5;3656.2;3562.5;3562.5;3562.5;3562.5;3000.0;3656.2;2812.5;2812.5;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3281.2;3187.5;3093.8;3281.2;3281.2;3187.5;3281.2	-2.0	0.0;17.6;-17.6;0.0;0.0;0.0;-105.5;123.0;-158.2;0.0;52.7;0.0;0.0;17.6;0.0;0.0;0.0;0.0;17.6;0.0;-17.6;-17.6;35.2;0.0;-17.6;17.6	8
5	Waveform 1	1	1.311246993	1.453295691	1269.5	6313.9			0.142		5044.4						
5	Spectrogram 1	1	1.311246993	1.453295691	1269.5	6313.9	3093.8	3562.5	0.142	468.8	5044.4	3562.5	2.283	2718.8;3656.2;3562.5;3562.5;3562.5;3562.5;3656.2;3562.5;3000.0;3375.0;2906.2;3000.0;3093.8;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5	3.5	175.8;-17.6;0.0;0.0;0.0;17.6;-17.6;-105.5;70.3;-87.9;17.6;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	6
