Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.158198039	0.387312441	1095.8	4477.1			0.229		3381.3						
1	Spectrogram 1	1	0.158198039	0.387312441	1095.8	4477.1	3014.6	4048.2	0.229	1033.6	3381.3	4048.2	3.083	1550.4;2842.4;2842.4;3014.6;3100.8;3186.9;3100.8;3186.9;3014.6;3014.6;3014.6;2842.4;3186.9;2670.1;3273.0;2584.0;2670.1;2756.2;3186.9;3186.9;3014.6;3273.0;4306.6;4134.4;4048.2;4048.2;4048.2;4048.2;4134.4;4048.2;4134.4;4048.2;4048.2;4048.2;4048.2;4048.2;4048.2;4134.4	12.0	222.6;0.0;29.7;14.8;14.8;-14.8;14.8;-29.7;0.0;0.0;-29.7;59.4;-89.0;103.9;-118.7;14.8;14.8;74.2;0.0;-29.7;44.5;178.1;-29.7;-14.8;0.0;0.0;0.0;14.8;-14.8;14.8;-14.8;0.0;0.0;0.0;0.0;0.0;14.8	16
2	Waveform 1	1	0.474594118	0.741894254	1189.7	4383.2			0.267		3193.5						
2	Spectrogram 1	1	0.474594118	0.741894254	1189.7	4383.2	3014.6	3876.0	0.267	861.3	3193.5	3186.9	3.107	4134.4;3100.8;3186.9;2842.4;2928.5;2928.5;3100.8;3186.9;3186.9;3186.9;3100.8;3186.9;3273.0;3186.9;3186.9;3186.9;3273.0;3014.6;3100.8;3273.0;2670.1;3186.9;3014.6;2928.5;3273.0;4048.2;3962.1;3962.1;3100.8;4048.2;3100.8;3962.1;4048.2;3962.1;3962.1;3876.0;3962.1;3876.0;3962.1;3962.1;3962.1;3876.0;3962.1;3876.0;3876.0	-1.0	-178.1;14.8;-59.4;14.8;0.0;29.7;14.8;0.0;0.0;-14.8;14.8;14.8;-14.8;0.0;0.0;14.8;-44.5;14.8;29.7;-103.9;89.0;-29.7;-14.8;59.4;133.5;-14.8;0.0;-148.4;163.2;-163.2;148.4;14.8;-14.8;0.0;-14.8;14.8;-14.8;14.8;0.0;0.0;-14.8;14.8;-14.8;0.0	24
3	Waveform 1	1	0.818265721	1.081929120	1189.7	4351.9			0.264		3162.2						
3	Spectrogram 1	1	0.818265721	1.081929120	1189.7	4351.9	2928.5	3789.8	0.264	861.3	3162.2	3186.9	3.136	2842.4;3014.6;2842.4;2928.5;3014.6;3014.6;3186.9;3186.9;3186.9;3186.9;3186.9;2928.5;3186.9;2928.5;2928.5;3014.6;3186.9;3014.6;3100.8;2584.0;3100.8;2928.5;3014.6;3100.8;4048.2;4048.2;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0;3876.0;3962.1;3962.1;3962.1;3876.0;3876.0;3876.0;3876.0;3962.1;3962.1;3876.0;3876.0	4.0	29.7;-29.7;14.8;14.8;0.0;29.7;0.0;0.0;0.0;0.0;-44.5;44.5;-44.5;0.0;14.8;29.7;-29.7;14.8;-89.0;89.0;-29.7;14.8;14.8;163.2;0.0;-29.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.8;0.0;0.0;-14.8;0.0;0.0;0.0;14.8;0.0;-14.8;0.0	17
4	Waveform 1	1	1.154663851	1.403780303	1158.4	4383.2			0.249		3224.8						
4	Spectrogram 1	1	1.154663851	1.403780303	1158.4	4383.2	2928.5	3186.9	0.249	258.4	3224.8	3100.8	3.174	2928.5;2584.0;3014.6;2842.4;3014.6;3014.6;3014.6;3100.8;3186.9;2928.5;2756.2;3014.6;2928.5;3014.6;2928.5;3186.9;2670.1;3014.6;3100.8;3014.6;3100.8;3100.8;2670.1;3100.8;4220.5;4048.2;4134.4;3876.0;3876.0;3876.0;3876.0;3962.1;3789.8;3876.0;3876.0;3876.0;3876.0;2928.5;3962.1;3876.0;3876.0;3876.0;3876.0	3.9	-59.4;74.2;-29.7;29.7;0.0;0.0;14.8;14.8;-44.5;-29.7;44.5;-14.8;14.8;-14.8;44.5;-89.0;59.4;14.8;-14.8;14.8;0.0;-74.2;74.2;192.9;-29.7;14.8;-44.5;0.0;0.0;0.0;14.8;-29.7;14.8;0.0;0.0;0.0;-163.2;178.1;-14.8;0.0;0.0;0.0	24
