Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.150866687	0.388317734	2009.7	5722.0				3712.3	0.237						
1	Spectrogram 1	1	0.150866687	0.388317734	2009.7	5722.0	3187.5	3656.2	2.620	3712.3	0.237	468.8	3468.8	2062.5;2343.8;2437.5;2625.0;2812.5;2906.2;3093.8;3093.8;3187.5;3187.5;3281.2;3281.2;3375.0;3281.2;3468.8;3562.5;3562.5;3656.2;3656.2;3468.8;3656.2;3656.2;3468.8;3750.0;3750.0;3750.0;3281.2;3750.0;3750.0;3750.0;3656.2;3562.5;3750.0;3750.0;3562.5;3750.0;3750.0;3468.8;2906.2;3281.2;3656.2;3375.0;3750.0	7.5	52.7;17.6;35.2;35.2;17.6;35.2;0.0;17.6;0.0;17.6;0.0;17.6;-17.6;35.2;17.6;0.0;17.6;0.0;-35.2;35.2;0.0;-35.2;52.7;0.0;0.0;-87.9;87.9;0.0;0.0;-17.6;-17.6;35.2;0.0;-35.2;35.2;0.0;-52.7;-105.5;70.3;70.3;-52.7;70.3	16
2	Waveform 1	1	0.650694581	0.884209975	2009.7	5777.8				3768.1	0.234						
2	Spectrogram 1	1	0.650694581	0.884209975	2009.7	5777.8	3187.5	3562.5	2.165	3768.1	0.234	375.0	3281.2	2156.2;2343.8;2531.2;2625.0;2718.8;2812.5;2906.2;3093.8;3093.8;3187.5;3187.5;3281.2;3281.2;3281.2;3375.0;3375.0;3468.8;3468.8;3468.8;3468.8;3562.5;3656.2;3656.2;3656.2;3750.0;3750.0;3843.8;3750.0;3750.0;3656.2;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3375.0;3281.2;3093.8;3093.8;3562.5;3562.5;3093.8	4.2	35.2;35.2;17.6;17.6;17.6;17.6;35.2;0.0;17.6;0.0;17.6;0.0;0.0;17.6;0.0;17.6;0.0;0.0;0.0;17.6;17.6;0.0;0.0;17.6;0.0;17.6;-17.6;0.0;-17.6;-17.6;0.0;0.0;0.0;0.0;0.0;-35.2;-17.6;-35.2;0.0;87.9;0.0;-87.9	3
3	Waveform 1	1	1.143963054	1.380102217	1953.8	5833.6				3879.8	0.236						
3	Spectrogram 1	1	1.143963054	1.380102217	1953.8	5833.6	3281.2	3468.8	2.218	3879.8	0.236	187.5	3375.0	2437.5;2437.5;2625.0;2718.8;2812.5;2906.2;3000.0;3093.8;3093.8;3093.8;3187.5;3281.2;3375.0;3375.0;3375.0;3468.8;3468.8;3562.5;3750.0;3468.8;3468.8;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3656.2;3656.2;3656.2;3656.2;3656.2;3562.5;3468.8;3375.0;3375.0;3281.2;3281.2;3187.5;3281.2;3750.0;3468.8;3187.5	3.3	0.0;35.2;17.6;17.6;17.6;17.6;17.6;0.0;0.0;17.6;17.6;17.6;0.0;0.0;17.6;0.0;17.6;35.2;-52.7;0.0;52.7;0.0;0.0;0.0;0.0;0.0;-17.6;0.0;0.0;0.0;0.0;-17.6;-17.6;-17.6;0.0;-17.6;0.0;-17.6;17.6;87.9;-52.7;-52.7	5
4	Waveform 1	1	1.656909791	1.893048953	1702.6	5041.6				3338.9	0.236						
4	Spectrogram 1	1	1.656909791	1.893048953	1702.6	5041.6	3281.2	3468.8	2.112	3338.9	0.236	187.5	3375.0	2343.8;2437.5;2531.2;2625.0;2718.8;2812.5;2812.5;2906.2;3000.0;3093.8;3187.5;3187.5;3281.2;3281.2;3375.0;3375.0;3468.8;3468.8;3468.8;3562.5;3562.5;3562.5;3562.5;3562.5;3750.0;3656.2;3562.5;3656.2;3656.2;3562.5;3562.5;3562.5;3468.8;3468.8;3468.8;3375.0;3281.2;3375.0;3468.8;3093.8;3468.8;3468.8;3468.8	5.0	17.6;17.6;17.6;17.6;17.6;0.0;17.6;17.6;17.6;17.6;0.0;17.6;0.0;17.6;0.0;17.6;0.0;0.0;17.6;0.0;0.0;0.0;0.0;35.2;-17.6;-17.6;17.6;0.0;-17.6;0.0;0.0;-17.6;0.0;0.0;-17.6;-17.6;17.6;17.6;-70.3;70.3;0.0;0.0	6
