Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.306750986	0.464473165	1275.6	4063.0			0.158		2787.4						
1	Spectrogram 1	1	0.306750986	0.464473165	1275.6	4063.0	3000.0	3656.2	0.158	656.2	2787.4	3562.5	2.826	1875.0;1875.0;3750.0;3750.0;3750.0;3843.8;3843.8;3843.8;3562.5;3281.2;3093.8;3750.0;3750.0;2718.8;2812.5;3093.8;3093.8;3187.5;3281.2;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;2718.8;3187.5	8.8	0.0;351.6;0.0;0.0;17.6;0.0;0.0;-52.7;-52.7;-35.2;123.0;0.0;-193.4;17.6;52.7;0.0;17.6;17.6;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-87.9;87.9	6
2	Waveform 1	1	0.565358524	0.727343465	1275.6	3921.3			0.162		2645.7						
2	Spectrogram 1	1	0.565358524	0.727343465	1275.6	3921.3	3000.0	3562.5	0.162	562.5	2645.7	3000.0	2.575	1781.2;1875.0;1875.0;1781.2;3656.2;3656.2;3656.2;3656.2;3562.5;3656.2;3468.8;3093.8;2812.5;2812.5;2718.8;2812.5;3093.8;3000.0;3093.8;3187.5;3281.2;3281.2;3093.8;3187.5;3093.8;3281.2;3281.2;3093.8;3000.0;3281.2	9.7	17.6;0.0;-17.6;351.6;0.0;0.0;0.0;-17.6;17.6;-35.2;-70.3;-52.7;0.0;-17.6;17.6;52.7;-17.6;17.6;17.6;17.6;0.0;-35.2;17.6;-17.6;35.2;0.0;-35.2;-17.6;52.7	14
3	Waveform 1	1	0.825945907	0.996456371	1228.3	3921.3			0.171		2692.9						
3	Spectrogram 1	1	0.825945907	0.996456371	1228.3	3921.3	3000.0	3375.0	0.171	375.0	2692.9	3375.0	2.559	1875.0;1781.2;1875.0;3656.2;3656.2;3656.2;3656.2;3656.2;3656.2;3562.5;3375.0;3093.8;3000.0;2812.5;2718.8;2718.8;2812.5;3093.8;3093.8;3093.8;3187.5;3281.2;3281.2;3093.8;3187.5;3093.8;3187.5;3187.5;3281.2;3281.2;3281.2;3187.5	7.9	-17.6;17.6;334.0;0.0;0.0;0.0;0.0;0.0;-17.6;-35.2;-52.7;-17.6;-35.2;-17.6;0.0;17.6;52.7;0.0;0.0;17.6;17.6;0.0;-35.2;17.6;-17.6;17.6;0.0;17.6;0.0;0.0;-17.6	8
4	Waveform 1	1	1.089379832	1.251988983	1228.3	3921.3			0.163		2692.9						
4	Spectrogram 1	1	1.089379832	1.251988983	1228.3	3921.3	3000.0	3562.5	0.163	562.5	2692.9	3562.5	2.510	1781.2;1781.2;1875.0;3656.2;3656.2;3656.2;3656.2;3562.5;3468.8;3375.0;3093.8;2812.5;2812.5;2718.8;2812.5;3000.0;3000.0;3093.8;3187.5;3187.5;3187.5;3281.2;3187.5;3187.5;3187.5;2718.8;3187.5;3187.5;3093.8	8.8	0.0;17.6;334.0;0.0;0.0;0.0;-17.6;-17.6;-17.6;-52.7;-52.7;0.0;-17.6;17.6;35.2;0.0;17.6;17.6;0.0;0.0;17.6;-17.6;0.0;0.0;-87.9;87.9;0.0;-17.6	5
5	Waveform 1	1	1.356945949	1.516089050	1252.0	3897.6			0.159		2645.7						
5	Spectrogram 1	1	1.356945949	1.516089050	1252.0	3897.6	2906.2	3468.8	0.159	562.5	2645.7	3562.5	2.574	1781.2;1781.2;3562.5;3562.5;3656.2;3656.2;3656.2;3562.5;3375.0;3562.5;3000.0;2812.5;2625.0;2718.8;2812.5;3000.0;3000.0;3093.8;3187.5;3187.5;2906.2;3187.5;3187.5;3281.2;3187.5;3187.5;3187.5;3187.5;2906.2	7.5	0.0;334.0;0.0;17.6;0.0;0.0;-17.6;-35.2;35.2;-105.5;-35.2;-35.2;17.6;17.6;35.2;0.0;17.6;17.6;0.0;-52.7;52.7;0.0;17.6;-17.6;0.0;0.0;0.0;-52.7	7
