Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)
1	Waveform 1	1	0.376813878	0.490643070	2238.2	3822.5			0.114		1584.3						
1	Spectrogram 1	1	0.376813878	0.490643070	2238.2	3822.5	2928.5	3531.4	0.114	602.9	1584.3	3531.4	1.733	2497.9;2411.7;2497.9;2584.0;2584.0;2670.1;2756.2;2842.4;2928.5;3014.6;3186.9;3359.2;3445.3;3531.4;3531.4;3531.4;3531.4;3617.6;3531.4	9.9	2	-14.8;14.8;14.8;0.0;14.8;14.8;14.8;14.8;14.8;29.7;29.7;14.8;14.8;0.0;0.0;0.0;14.8;-14.8
2	Waveform 1	1	0.856895314	0.985116703	2238.2	3797.3			0.128		1559.2						
2	Spectrogram 1	1	0.856895314	0.985116703	2238.2	3797.3	2756.2	3531.4	0.128	775.2	1559.2	3531.4	1.729	2411.7;2411.7;2497.9;2584.0;2584.0;2670.1;2756.2;2842.4;2928.5;3014.6;3186.9;3273.0;3359.2;3445.3;3531.4;3531.4;3531.4;3617.6;3531.4;3531.4;3531.4	9.6	1	0.0;14.8;14.8;0.0;14.8;14.8;14.8;14.8;14.8;29.7;14.8;14.8;14.8;14.8;0.0;0.0;14.8;-14.8;0.0;0.0
3	Waveform 1	1	1.339591524	1.480896728	2213.0	3772.2			0.141		1559.2						
3	Spectrogram 1	1	1.339591524	1.480896728	2213.0	3772.2	2756.2	3359.2	0.141	602.9	1559.2	3273.0	1.698	2497.9;2411.7;2411.7;2497.9;2584.0;2584.0;2670.1;2756.2;2842.4;2928.5;2928.5;3100.8;3186.9;3273.0;3359.2;3445.3;3531.4;3617.6;3531.4;3531.4;3531.4;3531.4;3531.4;3617.6;3531.4	7.4	4	-14.8;0.0;14.8;14.8;0.0;14.8;14.8;14.8;14.8;0.0;29.7;14.8;14.8;14.8;14.8;14.8;14.8;-14.8;0.0;0.0;0.0;0.0;14.8;-14.8
4	Waveform 1	1	1.825530802	1.960294099	2187.9	3721.9			0.135		1534.0						
4	Spectrogram 1	1	1.825530802	1.960294099	2187.9	3721.9	2756.2	3273.0	0.135	516.8	1534.0	3186.9	1.751	2411.7;2411.7;2411.7;2497.9;2584.0;2584.0;2670.1;2756.2;2842.4;2842.4;2928.5;3100.8;3186.9;3273.0;3359.2;3445.3;3445.3;3531.4;3531.4;3445.3;3617.6;3531.4;3445.3	8.1	3	0.0;0.0;14.8;14.8;0.0;14.8;14.8;14.8;0.0;14.8;29.7;14.8;14.8;14.8;14.8;0.0;14.8;0.0;-14.8;29.7;-14.8;-14.8
