Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.067956267	0.308892124	1503.3	4643.5			0.241		3140.2						
1	Spectrogram 1	1	0.067956267	0.308892124	1503.3	4643.5	3000.0	3750.0	0.241	750.0	3140.2	3937.5	2.672	1875.0;2062.5;2062.5;2250.0;2250.0;2437.5;2250.0;1875.0;2437.5;2437.5;2812.5;2625.0;2625.0;2812.5;2812.5;2250.0;2812.5;2812.5;2062.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3000.0;3375.0;3187.5;3562.5;3562.5;3187.5;3187.5;3937.5;3937.5;3187.5;4125.0;3187.5;4125.0;3375.0;4125.0;4312.5;3187.5;3187.5;3375.0;4312.5;3187.5;1875.0;2062.5;3562.5;3375.0;3000.0;2062.5;4125.0;4125.0;3937.5;3937.5;3750.0;3750.0;3750.0;3750.0;3562.5;3562.5;3562.5;3562.5;3750.0;3562.5;3562.5;3562.5;3562.5;3562.5;3562.5;3750.0;3562.5;3937.5;3750.0;4125.0;3000.0;3750.0;3562.5;3937.5;3750.0;3562.5	7.2	70.3;0.0;70.3;0.0;70.3;-70.3;-140.6;210.9;0.0;140.6;-70.3;0.0;70.3;0.0;-210.9;210.9;0.0;-281.2;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;-70.3;140.6;-70.3;140.6;0.0;-140.6;0.0;281.2;0.0;-281.2;351.6;-351.6;351.6;-281.2;281.2;70.3;-421.9;0.0;70.3;351.6;-421.9;-492.2;70.3;562.5;-70.3;-140.6;-351.6;773.4;0.0;-70.3;0.0;-70.3;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;140.6;-70.3;140.6;-421.9;281.2;-70.3;140.6;-70.3;-70.3	39
2	Waveform 1	1	0.482448849	0.740373772	1603.5	4777.1			0.258		3173.6						
2	Spectrogram 1	1	0.482448849	0.740373772	1603.5	4777.1	3000.0	3750.0	0.258	750.0	3173.6	3750.0	2.632	3000.0;1875.0;1875.0;1687.5;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2812.5;2625.0;2625.0;2812.5;2812.5;2812.5;3000.0;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3375.0;3375.0;3375.0;3562.5;3562.5;3750.0;3000.0;3937.5;3937.5;3937.5;3562.5;3187.5;3937.5;3375.0;4125.0;4125.0;3375.0;4125.0;4312.5;4125.0;4125.0;4125.0;3562.5;4312.5;4125.0;3187.5;4125.0;4125.0;4125.0;3937.5;3937.5;3750.0;3750.0;3750.0;3750.0;3562.5;3750.0;3562.5;3750.0;3562.5;3750.0;3750.0;3562.5;3187.5;3000.0;3750.0;3562.5;3750.0;3562.5;3562.5;3750.0;3562.5;3750.0;3562.5;3562.5;3750.0;3562.5;2437.5;3750.0;3562.5;3562.5;3750.0;3750.0	3.0	-421.9;0.0;-70.3;210.9;0.0;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;70.3;-70.3;0.0;70.3;0.0;0.0;70.3;-70.3;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;70.3;0.0;0.0;70.3;0.0;70.3;-281.2;351.6;0.0;0.0;-140.6;-140.6;281.2;-210.9;281.2;0.0;-281.2;281.2;70.3;-70.3;0.0;0.0;-210.9;281.2;-70.3;-351.6;351.6;0.0;0.0;-70.3;0.0;-70.3;0.0;0.0;0.0;-70.3;70.3;-70.3;70.3;-70.3;70.3;0.0;-70.3;-140.6;-70.3;281.2;-70.3;70.3;-70.3;0.0;70.3;-70.3;70.3;-70.3;0.0;70.3;-70.3;-421.9;492.2;-70.3;0.0;70.3;0.0	37
3	Waveform 1	1	0.872903459	1.120017158	1369.7	4610.1			0.247		3240.4						
3	Spectrogram 1	1	0.872903459	1.120017158	1369.7	4610.1	2812.5	3750.0	0.247	937.5	3240.4	3187.5	2.494	3000.0;3000.0;3000.0;2062.5;3375.0;2250.0;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2625.0;2812.5;2812.5;2812.5;2625.0;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3562.5;2812.5;3750.0;3750.0;3937.5;3937.5;3937.5;3937.5;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;4125.0;4312.5;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;3937.5;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3562.5;3562.5;3562.5;4125.0;4125.0;3562.5;3562.5;3750.0;3562.5;3562.5;4125.0;3562.5;3750.0;3562.5;3750.0;3562.5;3937.5;3562.5;3750.0;3562.5;3750.0;3750.0;3187.5	0.8	0.0;0.0;-351.6;492.2;-421.9;70.3;0.0;0.0;70.3;0.0;0.0;0.0;0.0;70.3;0.0;-70.3;70.3;0.0;0.0;-70.3;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;70.3;0.0;70.3;-281.2;351.6;0.0;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;70.3;-70.3;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;-70.3;0.0;0.0;0.0;0.0;-70.3;0.0;0.0;0.0;210.9;0.0;-210.9;0.0;70.3;-70.3;0.0;210.9;-210.9;70.3;-70.3;70.3;-70.3;140.6;-140.6;70.3;-70.3;70.3;0.0;-210.9	28
4	Waveform 1	1	1.266482430	1.518229511	1302.9	4443.1			0.252		3140.2						
4	Spectrogram 1	1	1.266482430	1.518229511	1302.9	4443.1	3000.0	3750.0	0.252	750.0	3140.2	3187.5	2.243	2062.5;2062.5;2062.5;2250.0;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;2812.5;3000.0;2812.5;3000.0;3000.0;3000.0;3000.0;3187.5;3187.5;3187.5;3375.0;3000.0;3375.0;3375.0;3187.5;3750.0;3750.0;3562.5;3937.5;3187.5;3187.5;4125.0;4125.0;3187.5;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;3937.5;4125.0;3937.5;3750.0;3750.0;3750.0;3750.0;3562.5;3750.0;3750.0;3562.5;3750.0;3562.5;3750.0;3750.0;3750.0;3562.5;3562.5;3562.5;3562.5;3750.0;3562.5;4125.0;3750.0;3562.5;3562.5;3750.0;3562.5;3562.5;3750.0;3750.0	6.7	0.0;0.0;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;70.3;-70.3;70.3;0.0;0.0;0.0;70.3;0.0;0.0;70.3;-140.6;140.6;0.0;-70.3;210.9;0.0;-70.3;140.6;-281.2;0.0;351.6;0.0;-351.6;351.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;0.0;70.3;-70.3;-70.3;0.0;0.0;0.0;-70.3;70.3;0.0;-70.3;70.3;-70.3;70.3;0.0;0.0;-70.3;0.0;0.0;0.0;70.3;-70.3;210.9;-140.6;-70.3;0.0;70.3;-70.3;0.0;70.3;0.0	30
5	Waveform 1	1	1.678853415	1.944500642	1135.8	4509.9			0.266		3374.1						
5	Spectrogram 1	1	1.678853415	1.944500642	1135.8	4509.9	2812.5	3562.5	0.266	750.0	3374.1	3000.0	2.261	3000.0;2437.5;2062.5;2062.5;2062.5;2250.0;2250.0;2250.0;2437.5;2437.5;2437.5;2437.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3000.0;3000.0;3000.0;3000.0;3187.5;3000.0;3187.5;3187.5;3187.5;3187.5;3375.0;3375.0;3187.5;3187.5;2812.5;3750.0;3562.5;3750.0;3937.5;3000.0;3375.0;3375.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;4125.0;3937.5;4125.0;3937.5;3750.0;3750.0;3750.0;3750.0;3750.0;3187.5;3750.0;3562.5;3562.5;3750.0;3562.5;3750.0;3562.5;3562.5;4125.0;3750.0;3750.0;4125.0;4125.0;3562.5;3750.0;3937.5;3562.5;3562.5;3562.5;3750.0;3562.5;3375.0;3562.5;3562.5;3562.5;3562.5;3375.0	1.4	-210.9;-140.6;0.0;0.0;70.3;0.0;0.0;70.3;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.3;0.0;0.0;0.0;70.3;-70.3;70.3;0.0;0.0;0.0;70.3;0.0;-70.3;0.0;-140.6;351.6;-70.3;70.3;70.3;-351.6;140.6;0.0;281.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-70.3;70.3;-70.3;-70.3;0.0;0.0;0.0;0.0;-210.9;210.9;-70.3;0.0;70.3;-70.3;70.3;-70.3;0.0;210.9;-140.6;0.0;140.6;0.0;-210.9;70.3;70.3;-140.6;0.0;0.0;70.3;-70.3;-70.3;70.3;0.0;0.0;0.0;-70.3	28
