Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.236323091	0.387717571	1757.9	3592.2				1834.3	0.151						
1	Spectrogram 1	1	0.236323091	0.387717571	1757.9	3592.2	3014.6	3273.0	1.853	1834.3	0.151	258.4	3186.9	3014.6;3100.8;3014.6;3014.6;3100.8;3186.9;3273.0;3359.2;3445.3;3359.2;3273.0;3014.6;2756.2;2670.1;2497.9;2325.6;2067.2;1981.1;1894.9;1981.1;2239.5;2497.9;2584.0;2497.9;2497.9	-3.7	14.8;-14.8;0.0;14.8;14.8;14.8;14.8;14.8;-14.8;-14.8;-44.5;-44.5;-14.8;-29.7;-29.7;-44.5;-14.8;-14.8;14.8;44.5;44.5;14.8;-14.8;0.0	5
2	Waveform 1	1	0.722508616	0.875133945	1732.4	3541.3				1808.8	0.153						
2	Spectrogram 1	1	0.722508616	0.875133945	1732.4	3541.3	3014.6	3273.0	1.861	1808.8	0.153	258.4	3273.0	3100.8;3100.8;3014.6;3014.6;3014.6;3186.9;3273.0;3273.0;3359.2;3359.2;3359.2;3186.9;3014.6;2670.1;2670.1;2325.6;2067.2;1981.1;1894.9;2067.2;2325.6;2497.9;2584.0;2584.0;2325.6	-5.6	0.0;-14.8;0.0;0.0;29.7;14.8;0.0;14.8;0.0;0.0;-29.7;-29.7;-59.4;0.0;-59.4;-44.5;-14.8;-14.8;29.7;44.5;29.7;14.8;0.0;-44.5	4
3	Waveform 1	1	1.852414527	2.005039856	1783.4	3541.3				1757.9	0.153						
3	Spectrogram 1	1	1.852414527	2.005039856	1783.4	3541.3	3014.6	3273.0	1.850	1757.9	0.153	258.4	3273.0	3014.6;3100.8;3100.8;3014.6;3014.6;3100.8;3186.9;3273.0;3359.2;3359.2;3359.2;3100.8;2842.4;2756.2;2670.1;2411.7;2153.3;2067.2;1981.1;1981.1;2067.2;2325.6;2497.9;2584.0;2497.9;2325.6	-4.7	14.8;0.0;-14.8;0.0;14.8;14.8;14.8;14.8;0.0;0.0;-44.5;-44.5;-14.8;-14.8;-44.5;-44.5;-14.8;-14.8;0.0;14.8;44.5;29.7;14.8;-14.8;-29.7	5
4	Waveform 1	1	2.336138353	2.488763683	1732.4	3541.3				1808.8	0.153						
4	Spectrogram 1	1	2.336138353	2.488763683	1732.4	3541.3	3014.6	3273.0	1.826	1808.8	0.153	258.4	3186.9	3100.8;3100.8;3014.6;3014.6;3100.8;3186.9;3273.0;3359.2;3359.2;3273.0;3100.8;2928.5;2670.1;2584.0;2411.7;2239.5;2067.2;1894.9;1894.9;2067.2;2325.6;2497.9;2584.0;2497.9;2325.6	-5.6	0.0;-14.8;0.0;14.8;14.8;14.8;14.8;0.0;-14.8;-29.7;-29.7;-44.5;-14.8;-29.7;-29.7;-29.7;-29.7;0.0;29.7;44.5;29.7;14.8;-14.8;-29.7	4
