Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.385551147	0.464900326	1603.0	5422.6			0.079		3819.7						
1	Spectrogram 1	1	0.385551147	0.464900326	1603.0	5422.6	3100.8	4823.4	0.079	1722.7	3819.7	4823.4	4.085	3014.6;3014.6;3014.6;3014.6;3014.6;4392.8;3014.6;5081.8;4651.2;4823.4;5168.0;4737.3;4651.2	23.5	0.0;0.0;0.0;0.0;237.4;-237.4;356.1;-74.2;29.7;59.4;-74.2;-14.8	5
2	Waveform 1	1	0.527158912	0.612611874	1696.9	5234.8			0.085		3537.9						
2	Spectrogram 1	1	0.527158912	0.612611874	1696.9	5234.8	4306.6	4737.3	0.085	430.7	3537.9	4823.4	3.685	4823.4;4306.6;4565.0;4392.8;4306.6;4909.6;4737.3;4737.3;4909.6;4823.4;4565.0;4306.6;4651.2;4392.8	-5.7	-89.0;44.5;-29.7;-14.8;103.9;-29.7;0.0;29.7;-14.8;-44.5;-44.5;59.4;-44.5	8
3	Waveform 1	1	0.673849973	0.755640665	1759.5	4890.4			0.082		3130.9						
3	Spectrogram 1	1	0.673849973	0.755640665	1759.5	4890.4	4306.6	4651.2	0.082	344.5	3130.9	4651.2	3.226	4565.0;4306.6;4565.0;4565.0;4565.0;4737.3;4737.3;4651.2;4565.0;4737.3;4565.0;4306.6;4306.6	-3.7	-44.5;44.5;0.0;0.0;29.7;0.0;-14.8;-14.8;29.7;-29.7;-44.5;0.0	4
4	Waveform 1	1	0.830106817	0.913118266	1634.3	4733.8			0.083		3099.6						
4	Spectrogram 1	1	0.830106817	0.913118266	1634.3	4733.8	4220.5	4478.9	0.083	258.4	3099.6	4478.9	3.101	4134.4;4306.6;4306.6;4478.9;4478.9;4565.0;4565.0;4478.9;4478.9;4306.6;4306.6;4478.9;4478.9	4.9	29.7;0.0;29.7;0.0;14.8;0.0;-14.8;0.0;-29.7;0.0;29.7;0.0	2
5	Waveform 1	1	0.981730924	1.095261288	1571.7	4702.5			0.114		3130.9						
5	Spectrogram 1	1	0.981730924	1.095261288	1571.7	4702.5	4048.2	4306.6	0.114	258.4	3130.9	4306.6	3.060	4220.5;4134.4;4565.0;3789.8;3789.8;3789.8;4220.5;4306.6;4306.6;4306.6;4220.5;4048.2;4134.4;4306.6;4306.6;4306.6;4306.6;4220.5;4134.4	-0.8	-14.8;74.2;-133.5;0.0;0.0;74.2;14.8;0.0;0.0;-14.8;-29.7;14.8;29.7;0.0;0.0;0.0;-14.8;-14.8	6
