Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.034955397	0.103026434	1565.3	2731.6			0.068		1166.3						
1	Spectrogram 1	1	0.034955397	0.103026434	1565.3	2731.6	2239.5	2497.9	0.068	258.4	1166.3	2497.9	2.121	2239.5;2239.5;2497.9;2497.9;2497.9;2497.9;2325.6;2239.5;1981.1;1894.9;1808.8	-7.4	0.0;44.5;0.0;0.0;0.0;-29.7;-14.8;-44.5;-14.8;-14.8	1
2	Waveform 1	1	0.302640151	0.376230461	1596.0	2731.6			0.074		1135.6						
2	Spectrogram 1	1	0.302640151	0.376230461	1596.0	2731.6	2325.6	2497.9	0.074	172.3	1135.6	2497.9	2.238	2153.3;2325.6;2497.9;2497.9;2497.9;2497.9;2239.5;2067.2;1894.9;1808.8;2239.5	1.5	29.7;29.7;0.0;0.0;0.0;-44.5;-29.7;-29.7;-14.8;74.2	2
3	Waveform 1	1	0.575844178	0.652194125	1596.0	2731.6			0.076		1135.6						
3	Spectrogram 1	1	0.575844178	0.652194125	1596.0	2731.6	2411.7	2497.9	0.076	86.1	1135.6	2497.9	2.292	2153.3;2325.6;2411.7;2497.9;2497.9;2497.9;2239.5;2239.5;1981.1;1808.8;1722.7;1722.7	-6.7	29.7;14.8;14.8;0.0;0.0;-44.5;0.0;-44.5;-29.7;-14.8;0.0	1
4	Waveform 1	1	0.843157651	0.919507598	1503.9	2700.9			0.076		1197.0						
4	Spectrogram 1	1	0.843157651	0.919507598	1503.9	2700.9	2411.7	2497.9	0.076	86.1	1197.0	2497.9	2.333	2239.5;2411.7;2497.9;2497.9;2497.9;2497.9;2411.7;2239.5;1894.9;1808.8;1722.7;1636.5	-9.4	29.7;14.8;0.0;0.0;0.0;-14.8;-29.7;-59.4;-14.8;-14.8;-14.8	1
5	Waveform 1	1	1.099803858	1.188112230	1381.2	2700.9			0.088		1319.8						
5	Spectrogram 1	1	1.099803858	1.188112230	1381.2	2700.9	2239.5	2497.9	0.088	258.4	1319.8	2497.9	2.553	2325.6;2325.6;2411.7;2497.9;2497.9;2497.9;2325.6;2239.5;2067.2;1981.1;1808.8;1636.5;1722.7;1636.5;1636.5	-8.5	0.0;14.8;14.8;0.0;0.0;-29.7;-14.8;-29.7;-14.8;-29.7;-29.7;14.8;-14.8;0.0	3
