Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Avg Entropy (bits)	Delta Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Peak Freq (Hz)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.200009134	0.409321018	1828.0	4110.4				2282.4	0.209						
1	Spectrogram 1	1	0.200009134	0.409321018	1828.0	4110.4	2625.0	3375.0	2.272	2282.4	0.209	750.0	3375.0	2906.2;2906.2;2812.5;2531.2;2812.5;2812.5;2625.0;2625.0;2625.0;2625.0;2625.0;2625.0;2718.8;2625.0;2343.8;2625.0;2625.0;2718.8;2250.0;2718.8;3093.8;3281.2;3375.0;3375.0;3468.8;3468.8;3375.0;3187.5;3093.8;2906.2;3281.2;3468.8;3375.0;3468.8;3468.8;3375.0;3375.0;3375.0	2.4	0.0;-17.6;-52.7;52.7;0.0;-35.2;0.0;0.0;0.0;0.0;0.0;17.6;-17.6;-52.7;52.7;0.0;17.6;-87.9;87.9;70.3;35.2;17.6;0.0;17.6;0.0;-17.6;-35.2;-17.6;-35.2;70.3;35.2;-17.6;17.6;0.0;-17.6;0.0;0.0	12
2	Waveform 1	1	0.581421901	0.786082410	1478.9	4298.4				2819.5	0.205						
2	Spectrogram 1	1	0.581421901	0.786082410	1478.9	4298.4	2718.8	3375.0	2.137	2819.5	0.205	656.2	3281.2	2625.0;2906.2;2906.2;2718.8;2906.2;2718.8;2812.5;2718.8;2718.8;2812.5;2718.8;2718.8;2718.8;2625.0;2531.2;2718.8;2812.5;2718.8;2718.8;2718.8;3000.0;3187.5;3281.2;3468.8;3468.8;3468.8;3468.8;3375.0;3187.5;2812.5;3375.0;3375.0;3468.8;3468.8;3468.8;3468.8;3468.8;3375.0	3.8	52.7;0.0;-35.2;35.2;-35.2;17.6;-17.6;0.0;17.6;-17.6;0.0;0.0;-17.6;-17.6;35.2;17.6;-17.6;0.0;0.0;52.7;35.2;17.6;35.2;0.0;0.0;0.0;-17.6;-35.2;-70.3;105.5;0.0;17.6;0.0;0.0;0.0;0.0;-17.6	13
3	Waveform 1	1	1.700077638	1.909389522	1183.5	5238.2				4054.7	0.209						
3	Spectrogram 1	1	1.700077638	1.909389522	1183.5	5238.2	2812.5	3281.2	2.208	4054.7	0.209	468.8	2812.5	3093.8;2812.5;2718.8;3000.0;2718.8;2906.2;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2625.0;2531.2;2812.5;2812.5;2812.5;2531.2;2718.8;3093.8;3281.2;3375.0;3468.8;3468.8;3468.8;3375.0;3281.2;3093.8;2812.5;2812.5;3375.0;3281.2;3281.2;3281.2;2906.2;3468.8;3281.2	0.9	-52.7;-17.6;52.7;-52.7;35.2;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-35.2;-17.6;52.7;0.0;0.0;-52.7;35.2;70.3;35.2;17.6;17.6;0.0;0.0;-17.6;-17.6;-35.2;-52.7;0.0;105.5;-17.6;0.0;0.0;-70.3;105.5;-35.2	12
4	Waveform 1	1	2.076839029	2.265219725	1264.1	5265.1				4001.0	0.188						
4	Spectrogram 1	1	2.076839029	2.265219725	1264.1	5265.1	2718.8	3281.2	2.277	4001.0	0.188	562.5	2812.5	3000.0;2906.2;2625.0;2906.2;2718.8;2812.5;2718.8;2718.8;2718.8;2718.8;2812.5;2812.5;2812.5;2812.5;2625.0;2437.5;2812.5;2812.5;2812.5;2718.8;2718.8;3000.0;3187.5;3281.2;3375.0;3375.0;3468.8;3375.0;3281.2;3093.8;3281.2;3375.0;3375.0;3281.2;3375.0	2.1	-17.6;-52.7;52.7;-35.2;17.6;-17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;-35.2;-35.2;70.3;0.0;0.0;-17.6;0.0;52.7;35.2;17.6;17.6;0.0;17.6;-17.6;-17.6;-35.2;35.2;17.6;0.0;-17.6;17.6	13
