Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.201642171	0.436263201	2190.9	4316.8			0.235		2126.0						
1	Spectrogram 1	1	0.201642171	0.436263201	2190.9	4316.8	2906.2	3656.2	0.235	750.0	2126.0	3093.8	3.043	2343.8;2343.8;2343.8;2437.5;2437.5;2531.2;2625.0;2437.5;2625.0;2906.2;3000.0;3093.8;3187.5;3187.5;3281.2;3187.5;3375.0;3187.5;3750.0;3187.5;3843.8;2906.2;4125.0;4218.8;4125.0;4125.0;3562.5;4031.2;3937.5;3656.2;3750.0;3656.2;3750.0;3656.2;2250.0;3656.2;2250.0;3656.2;2531.2;2531.2;2625.0;2625.0;3562.5	5.4	0.0;0.0;17.6;0.0;17.6;17.6;-35.2;35.2;52.7;17.6;17.6;17.6;0.0;17.6;-17.6;35.2;-35.2;105.5;-105.5;123.0;-175.8;228.5;17.6;-17.6;0.0;-105.5;87.9;-17.6;-52.7;17.6;-17.6;17.6;-17.6;-263.7;263.7;-263.7;263.7;-210.9;0.0;17.6;0.0;175.8	22
2	Waveform 1	1	0.603835646	0.853532726	2096.4	4364.1			0.250		2267.7						
2	Spectrogram 1	1	0.603835646	0.853532726	2096.4	4364.1	2718.8	3750.0	0.250	1031.2	2267.7	3000.0	3.210	2437.5;2437.5;2437.5;2531.2;2437.5;2718.8;2250.0;2718.8;2812.5;2812.5;2906.2;3000.0;3093.8;3187.5;3281.2;2625.0;2156.2;3562.5;2156.2;3000.0;4125.0;4218.8;4218.8;4218.8;4218.8;4218.8;4218.8;4218.8;4031.2;3843.8;3656.2;3750.0;3843.8;3656.2;3656.2;3656.2;3656.2;3656.2;3843.8;3750.0;4218.8;3656.2;3656.2;3656.2;3656.2;3750.0;4218.8	7.3	0.0;0.0;17.6;-17.6;52.7;-87.9;87.9;17.6;0.0;17.6;17.6;17.6;17.6;17.6;-123.0;-87.9;263.7;-263.7;158.2;210.9;17.6;0.0;0.0;0.0;0.0;0.0;0.0;-35.2;-35.2;-35.2;17.6;17.6;-35.2;0.0;0.0;0.0;0.0;35.2;-17.6;87.9;-105.5;0.0;0.0;0.0;17.6;87.9	16
3	Waveform 1	1	0.989995974	1.231212776	2143.6	4387.7			0.241		2244.1						
3	Spectrogram 1	1	0.989995974	1.231212776	2143.6	4387.7	2906.2	3656.2	0.241	750.0	2244.1	3000.0	3.121	2250.0;2343.8;2531.2;2250.0;2250.0;2625.0;2250.0;2718.8;2156.2;2250.0;2812.5;2906.2;3000.0;3093.8;3093.8;3281.2;2156.2;3468.8;2906.2;2250.0;3000.0;3187.5;4218.8;4218.8;4218.8;4218.8;4125.0;4125.0;4031.2;3750.0;3937.5;3750.0;3656.2;3656.2;3656.2;3562.5;3656.2;3656.2;3656.2;3656.2;3562.5;3562.5;3656.2;3562.5	5.7	17.6;35.2;-52.7;0.0;70.3;-70.3;87.9;-105.5;17.6;105.5;17.6;17.6;17.6;0.0;35.2;-210.9;246.1;-105.5;-123.0;140.6;35.2;193.4;0.0;0.0;0.0;-17.6;0.0;-17.6;-52.7;35.2;-35.2;-17.6;0.0;0.0;-17.6;17.6;0.0;0.0;0.0;-17.6;0.0;17.6;-17.6	17
4	Waveform 1	1	1.385104643	1.611245395	2120.0	4364.1			0.226		2244.1						
4	Spectrogram 1	1	1.385104643	1.611245395	2120.0	4364.1	2906.2	3656.2	0.226	750.0	2244.1	3000.0	3.078	2625.0;2625.0;2343.8;2531.2;2531.2;2625.0;2531.2;2531.2;2625.0;2812.5;2812.5;2812.5;2906.2;3000.0;3093.8;3187.5;3187.5;3375.0;3187.5;3468.8;3093.8;3000.0;3281.2;3187.5;4125.0;4218.8;4218.8;4218.8;4125.0;4125.0;4031.2;3937.5;3937.5;3093.8;3750.0;3843.8;3656.2;3656.2;3656.2;3656.2;3656.2;3937.5	6.0	0.0;-52.7;35.2;0.0;17.6;-17.6;0.0;17.6;35.2;0.0;0.0;17.6;17.6;17.6;17.6;0.0;35.2;-35.2;52.7;-70.3;-17.6;52.7;-17.6;175.8;17.6;0.0;0.0;-17.6;0.0;-17.6;-17.6;0.0;-158.2;123.0;17.6;-35.2;0.0;0.0;0.0;0.0;52.7	13
