Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.361814637	0.529760560	2348.1	4195.4			0.168		1847.2						
1	Spectrogram 1	1	0.361814637	0.529760560	2348.1	4195.4	3273.0	3789.8	0.168	516.8	1847.2	3531.4	2.696	3789.8;3617.6;3531.4;3531.4;3531.4;3531.4;3617.6;3789.8;3876.0;3962.1;3962.1;3789.8;3617.6;3531.4;3962.1;3962.1;3703.7;3531.4;3273.0;3962.1;3186.9;3014.6;2928.5;2928.5;2928.5;3789.8;2842.4;2842.4	-6.0	-29.7;-14.8;0.0;0.0;0.0;14.8;29.7;14.8;14.8;0.0;-29.7;-29.7;-14.8;74.2;0.0;-44.5;-29.7;-44.5;118.7;-133.5;-29.7;-14.8;0.0;0.0;148.4;-163.2;0.0	8
2	Waveform 1	1	0.862645550	1.045011798	2097.7	4132.7			0.182		2035.1						
2	Spectrogram 1	1	0.862645550	1.045011798	2097.7	4132.7	3100.8	3789.8	0.182	689.1	2035.1	3531.4	2.907	3617.6;3531.4;3445.3;3445.3;3531.4;3703.7;3617.6;3617.6;3876.0;3876.0;3876.0;3962.1;3962.1;3789.8;3445.3;3531.4;3445.3;3273.0;3186.9;3186.9;3014.6;3014.6;2842.4;2756.2;2756.2;2842.4;2842.4;2842.4;2756.2;3962.1;3531.4;2842.4	-4.3	-14.8;-14.8;0.0;14.8;29.7;-14.8;0.0;44.5;0.0;0.0;14.8;0.0;-29.7;-59.4;14.8;-14.8;-29.7;-14.8;0.0;-29.7;0.0;-29.7;-14.8;0.0;14.8;0.0;0.0;-14.8;207.7;-74.2;-118.7	10
3	Waveform 1	1	1.337098322	1.519464570	1941.1	4132.7			0.182		2191.6						
3	Spectrogram 1	1	1.337098322	1.519464570	1941.1	4132.7	3186.9	3789.8	0.182	602.9	2191.6	3531.4	2.856	3186.9;3617.6;3531.4;3531.4;3531.4;3531.4;3703.7;3789.8;3617.6;3617.6;3789.8;3876.0;3789.8;3531.4;3876.0;3876.0;3531.4;3876.0;3273.0;3186.9;3876.0;3014.6;2928.5;2842.4;2756.2;2842.4;2842.4;2842.4;2584.0;3962.1;3962.1	4.5	74.2;-14.8;0.0;0.0;0.0;29.7;14.8;-29.7;0.0;29.7;14.8;-14.8;-44.5;59.4;0.0;-59.4;59.4;-103.9;-14.8;118.7;-148.4;-14.8;-14.8;-14.8;14.8;0.0;0.0;-44.5;237.4;0.0	14
4	Waveform 1	1	1.813629113	1.994034702	2003.8	4132.7			0.180		2129.0						
4	Spectrogram 1	1	1.813629113	1.994034702	2003.8	4132.7	3100.8	3789.8	0.180	689.1	2129.0	3789.8	3.049	3617.6;3617.6;3531.4;3445.3;3445.3;3531.4;3617.6;3703.7;3789.8;3876.0;3703.7;3789.8;3531.4;3962.1;3703.7;3876.0;3876.0;3531.4;3789.8;3617.6;3876.0;3014.6;3014.6;2928.5;2842.4;3445.3;2842.4;2842.4;2842.4;3014.6;3617.6	0.0	0.0;-14.8;-14.8;0.0;14.8;14.8;14.8;14.8;14.8;-29.7;14.8;-44.5;74.2;-44.5;29.7;0.0;-59.4;44.5;-29.7;44.5;-148.4;0.0;-14.8;-14.8;103.9;-103.9;0.0;0.0;29.7;103.9	15
5	Waveform 1	1	3.470547882	3.639783760	2097.7	4226.7			0.169		2129.0						
5	Spectrogram 1	1	3.470547882	3.639783760	2097.7	4226.7	3445.3	3789.8	0.169	344.5	2129.0	3531.4	2.849	3617.6;3531.4;3445.3;3531.4;3531.4;3531.4;3617.6;3789.8;3789.8;3703.7;3962.1;3962.1;3962.1;3876.0;3962.1;3445.3;3617.6;3789.8;3186.9;3962.1;3014.6;2928.5;2842.4;3962.1;2842.4;2842.4;3703.7;3531.4;3014.6	-3.7	-14.8;-14.8;14.8;0.0;0.0;14.8;29.7;0.0;-14.8;44.5;0.0;0.0;-14.8;14.8;-89.0;29.7;29.7;-103.9;133.5;-163.2;-14.8;-14.8;192.9;-192.9;0.0;148.4;-29.7;-89.0	14
