Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.056127484	0.216491725	1657.4	3560.3			0.160		1902.9						
1	Spectrogram 1	1	0.056127484	0.216491725	1657.4	3560.3	2067.2	2239.5	0.160	172.3	1902.9	2153.3	2.490	3273.0;3359.2;3186.9;2325.6;2497.9;2497.9;2239.5;2153.3;2239.5;2153.3;2153.3;2153.3;2153.3;2153.3;2153.3;1981.1;1894.9;1894.9;1808.8;1894.9;1894.9;1981.1;1981.1;1981.1;2067.2;2153.3;2067.2	-8.0	14.8;-29.7;-148.4;29.7;0.0;-44.5;-14.8;14.8;-14.8;0.0;0.0;0.0;0.0;0.0;-29.7;-14.8;0.0;-14.8;14.8;0.0;14.8;0.0;0.0;14.8;14.8;-14.8	7
2	Waveform 1	1	0.407783355	0.560129383	1626.7	3591.0			0.152		1964.3						
2	Spectrogram 1	1	0.407783355	0.560129383	1626.7	3591.0	2067.2	2239.5	0.152	172.3	1964.3	2153.3	2.415	3273.0;3100.8;2497.9;2497.9;2497.9;2239.5;2239.5;2153.3;2067.2;2153.3;2153.3;2153.3;2153.3;2067.2;1894.9;1808.8;1808.8;1808.8;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1;1894.9	-9.9	-29.7;-103.9;0.0;0.0;-44.5;0.0;-14.8;-14.8;14.8;0.0;0.0;0.0;-14.8;-29.7;-14.8;0.0;0.0;14.8;0.0;14.8;0.0;0.0;0.0;-14.8	4
3	Waveform 1	1	0.768353605	0.922990551	1626.7	3621.7			0.155		1995.0						
3	Spectrogram 1	1	0.768353605	0.922990551	1626.7	3621.7	2067.2	2325.6	0.155	258.4	1995.0	2153.3	2.508	3273.0;2584.0;2584.0;2584.0;2584.0;2239.5;2239.5;2239.5;2153.3;2153.3;2067.2;2067.2;2067.2;1894.9;1808.8;1808.8;1808.8;1808.8;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1;1894.9;1981.1	-8.9	-118.7;0.0;0.0;0.0;-59.4;0.0;0.0;-14.8;0.0;-14.8;0.0;0.0;-29.7;-14.8;0.0;0.0;0.0;14.8;0.0;0.0;14.8;0.0;0.0;-14.8;14.8	3
4	Waveform 1	1	1.266574004	1.410901820	1626.7	3468.2			0.144		1841.5						
4	Spectrogram 1	1	1.266574004	1.410901820	1626.7	3468.2	2067.2	2325.6	0.144	258.4	1841.5	2153.3	2.468	3359.2;3359.2;2584.0;2325.6;2239.5;2411.7;2153.3;2325.6;2153.3;2067.2;2153.3;2153.3;2153.3;2067.2;2153.3;1894.9;1808.8;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1;2067.2	-9.3	0.0;-133.5;-44.5;-14.8;29.7;-44.5;29.7;-29.7;-14.8;14.8;0.0;0.0;-14.8;14.8;-44.5;-14.8;14.8;0.0;0.0;14.8;0.0;0.0;0.0;14.8	9
5	Waveform 1	1	1.628539004	1.772866821	1688.1	3345.5			0.144		1657.4						
5	Spectrogram 1	1	1.628539004	1.772866821	1688.1	3345.5	2067.2	2239.5	0.144	172.3	1657.4	2153.3	2.301	2584.0;2584.0;2584.0;2239.5;2239.5;2325.6;2239.5;2067.2;2153.3;2153.3;2153.3;2153.3;2153.3;2067.2;1981.1;1808.8;1894.9;1894.9;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1;2067.2	-3.7	0.0;0.0;-59.4;0.0;14.8;-14.8;-29.7;14.8;0.0;0.0;0.0;0.0;-14.8;-14.8;-29.7;14.8;0.0;0.0;0.0;14.8;0.0;0.0;0.0;14.8	5
6	Waveform 1	1	1.975815404	2.123579597	1718.8	3161.3			0.148		1442.5						
6	Spectrogram 1	1	1.975815404	2.123579597	1718.8	3161.3	2067.2	2325.6	0.148	258.4	1442.5	2239.5	2.321	2756.2;2756.2;2584.0;2325.6;2239.5;2325.6;2239.5;2239.5;2153.3;2067.2;2153.3;2153.3;2067.2;1981.1;2153.3;1894.9;1808.8;1808.8;1894.9;1894.9;1981.1;1981.1;1981.1;1981.1	-5.8	0.0;-29.7;-44.5;-14.8;14.8;-14.8;0.0;-14.8;-14.8;14.8;0.0;-14.8;-14.8;29.7;-44.5;-14.8;0.0;14.8;0.0;14.8;0.0;0.0;0.0	7
