Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.281427420	0.530883079	1158.4	4508.4			0.249		3350.0						
1	Spectrogram 1	1	0.281427420	0.530883079	1158.4	4508.4	3014.6	3962.1	0.249	947.5	3350.0	4048.2	3.165	3100.8;2670.1;2928.5;3014.6;3100.8;3186.9;3273.0;3359.2;3100.8;3014.6;2670.1;3100.8;3014.6;3100.8;3273.0;3014.6;3100.8;3100.8;3359.2;3100.8;3014.6;3100.8;3186.9;4220.5;4048.2;4048.2;3962.1;3962.1;3962.1;4048.2;4048.2;4048.2;3962.1;3962.1;3962.1;3962.1;4220.5;3962.1;3962.1;4048.2;3962.1;4134.4	4.3	-74.2;44.5;14.8;14.8;14.8;14.8;14.8;-44.5;-14.8;-59.4;74.2;-14.8;14.8;29.7;-44.5;14.8;0.0;44.5;-44.5;-14.8;14.8;14.8;178.1;-29.7;0.0;-14.8;0.0;0.0;14.8;0.0;0.0;-14.8;0.0;0.0;0.0;44.5;-44.5;0.0;14.8;-14.8;29.7	17
2	Waveform 1	1	0.616264424	0.883312341	1252.3	4539.8			0.267		3287.4						
2	Spectrogram 1	1	0.616264424	0.883312341	1252.3	4539.8	3014.6	3962.1	0.267	947.5	3287.4	3100.8	2.908	3014.6;3014.6;2928.5;3014.6;3100.8;3186.9;3273.0;3100.8;3186.9;2928.5;2756.2;2584.0;2670.1;3014.6;3100.8;3014.6;3100.8;3273.0;3273.0;3186.9;3014.6;3100.8;3186.9;4392.8;4048.2;4048.2;4478.9;3962.1;3962.1;4134.4;4048.2;3876.0;3962.1;3962.1;3962.1;3962.1;3962.1;3962.1;3962.1;3962.1;4220.5;3962.1;4048.2;4048.2;4134.4	4.4	0.0;-14.8;14.8;14.8;14.8;14.8;-29.7;14.8;-44.5;-29.7;-29.7;14.8;59.4;14.8;-14.8;14.8;29.7;0.0;-14.8;-29.7;14.8;14.8;207.7;-59.4;0.0;74.2;-89.0;0.0;29.7;-14.8;-29.7;14.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.5;-44.5;14.8;0.0;14.8	17
3	Waveform 1	1	0.936721924	1.214040915	1346.3	4539.8			0.277		3193.5						
3	Spectrogram 1	1	0.936721924	1.214040915	1346.3	4539.8	3014.6	3962.1	0.277	947.5	3193.5	3962.1	2.991	3962.1;2756.2;3100.8;2842.4;3014.6;3014.6;3014.6;3273.0;3186.9;3014.6;3100.8;2756.2;2670.1;2670.1;2756.2;2928.5;2928.5;3100.8;2756.2;3186.9;3186.9;3186.9;3273.0;3100.8;4392.8;4392.8;4048.2;3962.1;3962.1;3876.0;3962.1;4048.2;3962.1;3962.1;3962.1;3962.1;3962.1;3962.1;4048.2;3962.1;4048.2;3962.1;3962.1;3962.1;4048.2;3962.1;3962.1;3962.1	0.0	-207.7;59.4;-44.5;29.7;0.0;0.0;44.5;-14.8;-29.7;14.8;-59.4;-14.8;0.0;14.8;29.7;0.0;29.7;-59.4;74.2;0.0;0.0;14.8;-29.7;222.6;0.0;-59.4;-14.8;0.0;-14.8;14.8;14.8;-14.8;0.0;0.0;0.0;0.0;0.0;14.8;-14.8;14.8;-14.8;0.0;0.0;14.8;-14.8;0.0;0.0	20
4	Waveform 1	1	1.261287854	1.524227341	1315.0	4571.1			0.263		3256.1						
4	Spectrogram 1	1	1.261287854	1.524227341	1315.0	4571.1	2928.5	3876.0	0.263	947.5	3256.1	2756.2	3.061	3962.1;3962.1;2928.5;2842.4;2928.5;3014.6;3100.8;3014.6;3014.6;3186.9;3186.9;2842.4;2756.2;3186.9;3186.9;3014.6;3186.9;3100.8;3186.9;3186.9;3186.9;3014.6;4392.8;4392.8;3100.8;4134.4;4306.6;3962.1;3876.0;3962.1;3962.1;3962.1;3962.1;3962.1;4048.2;3962.1;3962.1;4048.2;4048.2;3962.1;3876.0;4048.2;3962.1;3962.1;3876.0	-0.3	0.0;-178.1;-14.8;14.8;14.8;14.8;-14.8;0.0;29.7;0.0;-59.4;-14.8;74.2;0.0;-29.7;29.7;-14.8;14.8;0.0;0.0;-29.7;237.4;0.0;-222.6;178.1;29.7;-59.4;-14.8;14.8;0.0;0.0;0.0;0.0;14.8;-14.8;0.0;14.8;0.0;-14.8;-14.8;29.7;-14.8;0.0;-14.8	20
5	Waveform 1	1	1.594952834	1.862000751	1221.0	4602.4			0.267		3381.3						
5	Spectrogram 1	1	1.594952834	1.862000751	1221.0	4602.4	3014.6	3876.0	0.267	861.3	3381.3	3876.0	2.975	3962.1;3876.0;2842.4;3014.6;2928.5;3014.6;3100.8;3100.8;3186.9;3100.8;3273.0;3273.0;2756.2;2842.4;3186.9;3014.6;3100.8;3100.8;3186.9;3186.9;3186.9;3014.6;4478.9;4392.8;4392.8;3186.9;4306.6;4134.4;3876.0;3876.0;3876.0;3789.8;3789.8;3876.0;3876.0;3876.0;3962.1;4048.2;3876.0;3876.0;4048.2;3962.1;3962.1;4048.2;3962.1;3962.1	0.0	-14.8;-178.1;29.7;-14.8;14.8;14.8;0.0;14.8;-14.8;29.7;0.0;-89.0;14.8;59.4;-29.7;14.8;0.0;14.8;0.0;0.0;-29.7;252.2;-14.8;0.0;-207.7;192.9;-29.7;-44.5;0.0;0.0;-14.8;0.0;14.8;0.0;0.0;14.8;14.8;-29.7;0.0;29.7;-14.8;0.0;14.8;-14.8;0.0	20
