Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.318402940	0.445648149	1033.2	4320.6			0.127		3287.4						
1	Spectrogram 1	1	0.318402940	0.445648149	1033.2	4320.6	2411.7	2756.2	0.127	344.5	3287.4	2756.2	3.017	2411.7;2325.6;2325.6;2325.6;2325.6;2325.6;2584.0;2670.1;2756.2;2756.2;2756.2;2756.2;2497.9;2411.7;2325.6;2239.5;2067.2;2756.2;2325.6;2325.6;2756.2	3.0	-14.8;0.0;0.0;0.0;0.0;44.5;14.8;14.8;0.0;0.0;0.0;-44.5;-14.8;-14.8;-14.8;-29.7;118.7;-74.2;0.0;74.2	5
2	Waveform 1	1	0.543437207	0.687962629	970.6	4258.0			0.145		3287.4						
2	Spectrogram 1	1	0.543437207	0.687962629	970.6	4258.0	2497.9	2756.2	0.145	258.4	3287.4	2756.2	2.777	2756.2;2756.2;2325.6;2325.6;2325.6;2411.7;2411.7;2497.9;2670.1;2756.2;2756.2;2756.2;2670.1;2756.2;2411.7;2325.6;2239.5;2756.2;2067.2;2325.6;2325.6;2756.2;2670.1;2325.6	-3.2	0.0;-74.2;0.0;0.0;14.8;0.0;14.8;29.7;14.8;0.0;0.0;-14.8;14.8;-59.4;-14.8;-14.8;89.0;-118.7;44.5;0.0;74.2;-14.8;-59.4	8
3	Waveform 1	1	0.772956295	0.904914289	1001.9	4195.4			0.132		3193.5						
3	Spectrogram 1	1	0.772956295	0.904914289	1001.9	4195.4	2411.7	2670.1	0.132	258.4	3193.5	2670.1	2.758	2411.7;2411.7;2325.6;2325.6;2411.7;2411.7;2497.9;2584.0;2670.1;2756.2;2670.1;2584.0;2670.1;2411.7;2325.6;2239.5;2153.3;2067.2;2325.6;2670.1;2584.0	1.5	0.0;-14.8;0.0;14.8;0.0;14.8;14.8;14.8;14.8;-14.8;-14.8;14.8;-44.5;-14.8;-14.8;-14.8;-14.8;44.5;59.4;-14.8	6
4	Waveform 1	1	2.194874639	2.350396561	1064.5	4258.0			0.156		3193.5						
4	Spectrogram 1	1	2.194874639	2.350396561	1064.5	4258.0	2584.0	2842.4	0.156	258.4	3193.5	2842.4	2.790	3186.9;2756.2;2325.6;2411.7;2411.7;2497.9;2497.9;2670.1;2670.1;2756.2;2842.4;2756.2;2756.2;2756.2;2497.9;2411.7;2325.6;2670.1;2756.2;2756.2;2584.0;2756.2;2670.1;2670.1;2756.2	-3.1	-74.2;-74.2;14.8;0.0;14.8;0.0;29.7;0.0;14.8;14.8;-14.8;0.0;0.0;-44.5;-14.8;-14.8;59.4;14.8;0.0;-29.7;29.7;-14.8;0.0;14.8	7
5	Waveform 1	1	2.479668488	2.617910197	1033.2	4445.8			0.138		3412.6						
5	Spectrogram 1	1	2.479668488	2.617910197	1033.2	4445.8	2411.7	2756.2	0.138	344.5	3412.6	2756.2	2.660	2756.2;2325.6;2411.7;2411.7;2497.9;2411.7;2670.1;2670.1;2756.2;2756.2;2756.2;2670.1;2584.0;2411.7;2325.6;2325.6;2153.3;2153.3;2584.0;2325.6;2670.1;2756.2	0.0	-74.2;14.8;0.0;14.8;-14.8;44.5;0.0;14.8;0.0;0.0;-14.8;-14.8;-29.7;-14.8;0.0;-29.7;0.0;74.2;-44.5;59.4;14.8	7
6	Waveform 1	1	2.742568703	2.872955769	1064.5	4289.3			0.130		3224.8						
6	Spectrogram 1	1	2.742568703	2.872955769	1064.5	4289.3	2411.7	2756.2	0.130	344.5	3224.8	2670.1	2.803	2756.2;2325.6;2325.6;2325.6;2411.7;2497.9;2497.9;2670.1;2670.1;2756.2;2670.1;2584.0;2670.1;2411.7;2325.6;2670.1;2584.0;2584.0;2584.0;2325.6;2411.7	-3.0	-74.2;0.0;0.0;14.8;14.8;0.0;29.7;0.0;14.8;-14.8;-14.8;14.8;-44.5;-14.8;59.4;-14.8;0.0;0.0;-44.5;14.8	7
