Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.150617737	0.288707657	1795.3	4133.9			0.138		2338.6						
1	Spectrogram 1	1	0.150617737	0.288707657	1795.3	4133.9	2343.8	2625.0	0.138	281.2	2338.6	2531.2	2.513	3000.0;3000.0;2531.2;2250.0;2250.0;2250.0;2250.0;2343.8;2437.5;2531.2;2625.0;2718.8;2718.8;2625.0;2531.2;2343.8;2343.8;2343.8;2343.8;2156.2;2625.0;2437.5;2343.8;2718.8;2343.8	-5.1	0.0;-87.9;-52.7;0.0;0.0;0.0;17.6;17.6;17.6;17.6;17.6;0.0;-17.6;-17.6;-35.2;0.0;0.0;0.0;-35.2;87.9;-35.2;-17.6;70.3;-70.3	6
2	Waveform 1	1	0.379876271	0.529723039	1842.5	4275.6			0.150		2433.1						
2	Spectrogram 1	1	0.379876271	0.529723039	1842.5	4275.6	2343.8	2718.8	0.150	375.0	2433.1	2531.2	2.420	2718.8;2343.8;2343.8;2343.8;2343.8;2343.8;2531.2;2531.2;2625.0;2812.5;2812.5;2718.8;2625.0;2531.2;2437.5;2343.8;2343.8;2812.5;2718.8;2718.8;2812.5;2343.8;2343.8;2625.0;2625.0;2812.5;2812.5	0.7	-70.3;0.0;0.0;0.0;0.0;35.2;0.0;17.6;35.2;0.0;-17.6;-17.6;-17.6;-17.6;-17.6;0.0;87.9;-17.6;0.0;17.6;-87.9;0.0;52.7;0.0;35.2;0.0	7
3	Waveform 1	1	0.597324914	0.745755119	1842.5	4133.9			0.148		2291.3						
3	Spectrogram 1	1	0.597324914	0.745755119	1842.5	4133.9	2343.8	2625.0	0.148	281.2	2291.3	2531.2	2.485	2812.5;2812.5;2625.0;2343.8;2343.8;2343.8;2343.8;2343.8;2437.5;2531.2;2625.0;2718.8;2625.0;2625.0;2531.2;2531.2;2625.0;2343.8;2250.0;2625.0;2531.2;2437.5;2250.0;2625.0;2625.0;2437.5;2531.2	-2.0	0.0;-35.2;-52.7;0.0;0.0;0.0;0.0;17.6;17.6;17.6;17.6;-17.6;0.0;-17.6;0.0;17.6;-52.7;-17.6;70.3;-17.6;-17.6;-35.2;70.3;0.0;-35.2;17.6	9
4	Waveform 1	1	0.831734304	0.973977492	1866.1	4181.1			0.142		2315.0						
4	Spectrogram 1	1	0.831734304	0.973977492	1866.1	4181.1	2343.8	2718.8	0.142	375.0	2315.0	2718.8	2.548	2906.2;2718.8;2437.5;2437.5;2343.8;2343.8;2343.8;2437.5;2437.5;2531.2;2625.0;2718.8;2718.8;2625.0;2625.0;2437.5;2343.8;2343.8;2250.0;2625.0;2531.2;2812.5;2718.8;2343.8;2625.0;2718.8;2343.8	-4.1	-35.2;-52.7;0.0;-17.6;0.0;0.0;17.6;0.0;17.6;17.6;17.6;0.0;-17.6;0.0;-35.2;-17.6;0.0;-17.6;70.3;-17.6;52.7;-17.6;-70.3;52.7;17.6;-70.3	8
5	Waveform 1	1	1.056584020	1.206006447	1866.1	4228.3			0.149		2362.2						
5	Spectrogram 1	1	1.056584020	1.206006447	1866.1	4228.3	2437.5	2718.8	0.149	281.2	2362.2	2718.8	2.406	2718.8;2343.8;2250.0;2343.8;2343.8;2343.8;2437.5;2531.2;2625.0;2625.0;2718.8;2718.8;2718.8;2625.0;2531.2;2437.5;2343.8;2250.0;2718.8;2812.5;2437.5;2718.8;2531.2;2531.2;2343.8;2250.0;2718.8	0.0	-70.3;-17.6;17.6;0.0;0.0;17.6;17.6;17.6;0.0;17.6;0.0;0.0;-17.6;-17.6;-17.6;-17.6;-17.6;87.9;17.6;-70.3;52.7;-35.2;0.0;-35.2;-17.6;87.9	7
6	Waveform 1	1	1.277024919	1.429386557	1889.8	4228.3			0.152		2338.6						
6	Spectrogram 1	1	1.277024919	1.429386557	1889.8	4228.3	2343.8	2718.8	0.152	375.0	2338.6	2718.8	2.464	2906.2;2343.8;2343.8;2250.0;2343.8;2343.8;2343.8;2437.5;2531.2;2531.2;2718.8;2718.8;2718.8;2625.0;2625.0;2531.2;2437.5;2343.8;2250.0;2718.8;2531.2;2437.5;2250.0;2531.2;2437.5;2718.8;2531.2;2531.2	-2.6	-105.5;0.0;-17.6;17.6;0.0;0.0;17.6;17.6;0.0;35.2;0.0;0.0;-17.6;0.0;-17.6;-17.6;-17.6;-17.6;87.9;-35.2;-17.6;-35.2;52.7;-17.6;52.7;-35.2;0.0	8
7	Waveform 1	1	1.538884293	1.654983167	1913.4	4275.6			0.116		2362.2						
7	Spectrogram 1	1	1.538884293	1.654983167	1913.4	4275.6	2343.8	2718.8	0.116	375.0	2362.2	2718.8	2.255	2250.0;2718.8;2250.0;2343.8;2343.8;2343.8;2437.5;2437.5;2625.0;2625.0;2718.8;2718.8;2718.8;2625.0;2531.2;2343.8;2250.0;2343.8;2718.8;2625.0;2625.0	3.5	87.9;-87.9;17.6;0.0;0.0;17.6;0.0;35.2;0.0;17.6;0.0;0.0;-17.6;-17.6;-35.2;-17.6;17.6;70.3;-17.6;0.0	5
