Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.385935426	0.620551274	1221.0	6167.8			0.235		4946.8						
1	Spectrogram 1	1	0.385935426	0.620551274	1221.0	6167.8	3100.8	4048.2	0.235	947.5	4946.8	3962.1	2.399	3100.8;2928.5;2928.5;2928.5;3100.8;3273.0;3273.0;3186.9;2928.5;2670.1;2497.9;2842.4;3186.9;3273.0;3186.9;3186.9;3273.0;3186.9;3100.8;3273.0;3186.9;3186.9;4220.5;4134.4;4048.2;3962.1;3962.1;4048.2;4048.2;4048.2;4048.2;4048.2;4048.2;3962.1;3962.1;3962.1;4048.2;4048.2;4048.2	4.3	-29.7;0.0;0.0;29.7;29.7;0.0;-14.8;-44.5;-44.5;-29.7;59.4;59.4;14.8;-14.8;0.0;14.8;-14.8;-14.8;29.7;-14.8;0.0;178.1;-14.8;-14.8;-14.8;0.0;14.8;0.0;0.0;0.0;0.0;0.0;-14.8;0.0;0.0;14.8;0.0;0.0	13
2	Waveform 1	1	0.706902940	0.938260234	1158.4	6105.2			0.231		4946.8						
2	Spectrogram 1	1	0.706902940	0.938260234	1158.4	6105.2	3014.6	3962.1	0.231	947.5	4946.8	3962.1	2.425	4048.2;2756.2;3014.6;2842.4;2928.5;2928.5;3014.6;3100.8;3100.8;3014.6;3014.6;2756.2;2584.0;3186.9;3186.9;3186.9;3186.9;3100.8;3186.9;3186.9;3014.6;3014.6;2928.5;3014.6;4220.5;4048.2;3962.1;3876.0;3876.0;3962.1;4048.2;4048.2;4048.2;3876.0;3876.0;3962.1;3962.1;3876.0;3962.1	-0.4	-222.6;44.5;-29.7;14.8;0.0;14.8;14.8;0.0;-14.8;0.0;-44.5;-29.7;103.9;0.0;0.0;0.0;-14.8;14.8;0.0;-29.7;0.0;-14.8;14.8;207.7;-29.7;-14.8;-14.8;0.0;14.8;14.8;0.0;0.0;-29.7;0.0;14.8;0.0;-14.8;14.8	15
3	Waveform 1	1	1.021353347	1.236417874	1158.4	5948.6			0.215		4790.2						
3	Spectrogram 1	1	1.021353347	1.236417874	1158.4	5948.6	2928.5	3876.0	0.215	947.5	4790.2	2928.5	2.415	3876.0;3014.6;2670.1;3014.6;2842.4;2928.5;2928.5;3014.6;3100.8;3100.8;3100.8;2842.4;2670.1;2584.0;2670.1;3100.8;3100.8;2670.1;3100.8;3100.8;3100.8;3273.0;3100.8;3100.8;4306.6;4220.5;4048.2;3962.1;3876.0;3876.0;3876.0;3962.1;4048.2;4134.4;3962.1;3876.0;4048.2	0.8	-148.4;-59.4;59.4;-29.7;14.8;0.0;14.8;14.8;0.0;0.0;-44.5;-29.7;-14.8;14.8;74.2;0.0;-74.2;74.2;0.0;0.0;29.7;-29.7;0.0;207.7;-14.8;-29.7;-14.8;-14.8;0.0;0.0;14.8;14.8;14.8;-29.7;-14.8;29.7	13
4	Waveform 1	1	1.352096521	1.568790325	1189.7	5948.6			0.217		4758.9						
4	Spectrogram 1	1	1.352096521	1.568790325	1189.7	5948.6	2928.5	3876.0	0.217	947.5	4758.9	3876.0	2.378	3186.9;3186.9;2928.5;2842.4;2928.5;2928.5;3014.6;3014.6;3100.8;3186.9;3014.6;2842.4;2670.1;2584.0;2670.1;3186.9;3100.8;2584.0;3100.8;2928.5;3186.9;2670.1;3014.6;4220.5;4220.5;4134.4;4048.2;3876.0;3876.0;3876.0;3876.0;3876.0;4048.2;4048.2;4048.2;3876.0;3789.8;3876.0	3.2	0.0;-44.5;-14.8;14.8;0.0;14.8;0.0;14.8;14.8;-29.7;-29.7;-29.7;-14.8;14.8;89.0;-14.8;-89.0;89.0;-29.7;44.5;-89.0;59.4;207.7;0.0;-14.8;-14.8;-29.7;0.0;0.0;0.0;0.0;29.7;0.0;0.0;-29.7;-14.8;14.8	13
5	Waveform 1	1	1.687331935	1.894250078	1127.1	6011.3			0.207		4884.1						
5	Spectrogram 1	1	1.687331935	1.894250078	1127.1	6011.3	2928.5	3876.0	0.207	947.5	4884.1	3186.9	2.385	3186.9;2928.5;2928.5;2928.5;2928.5;2928.5;3014.6;3100.8;3186.9;3100.8;2928.5;2670.1;2584.0;2670.1;2584.0;3100.8;2670.1;2584.0;3100.8;3100.8;3100.8;3014.6;4220.5;4220.5;4134.4;4048.2;3962.1;3876.0;3876.0;3876.0;3876.0;3962.1;4048.2;3962.1;3876.0;3962.1	3.8	-44.5;0.0;0.0;0.0;0.0;14.8;14.8;14.8;-14.8;-29.7;-44.5;-14.8;14.8;-14.8;89.0;-74.2;-14.8;89.0;0.0;0.0;-14.8;207.7;0.0;-14.8;-14.8;-14.8;-14.8;0.0;0.0;0.0;14.8;14.8;-14.8;-14.8;14.8	13
