Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.154929137	0.336696392	1275.6	3472.4			0.182		2196.9						
1	Spectrogram 1	1	0.154929137	0.336696392	1275.6	3472.4	2718.8	3187.5	0.182	468.8	2196.9	3281.2	2.302	1968.8;1875.0;1781.2;1781.2;1781.2;1593.8;1593.8;1500.0;1500.0;3093.8;1500.0;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;3187.5;2718.8;2718.8;3187.5	7.1	-17.6;-17.6;0.0;0.0;-35.2;0.0;-17.6;0.0;298.8;-298.8;316.4;17.6;0.0;0.0;0.0;0.0;0.0;0.0;-105.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87.9;-87.9;0.0;87.9	7
2	Waveform 1	1	0.517947982	0.689955922	1275.6	3425.2			0.172		2149.6						
2	Spectrogram 1	1	0.517947982	0.689955922	1275.6	3425.2	2718.8	3000.0	0.172	281.2	2149.6	2812.5	2.142	1968.8;1968.8;1875.0;1781.2;1781.2;1687.5;1593.8;1593.8;3093.8;3093.8;3093.8;3093.8;3093.8;3281.2;3281.2;3093.8;2812.5;2812.5;2718.8;2718.8;2718.8;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	5.1	0.0;-17.6;-17.6;0.0;-17.6;-17.6;0.0;281.2;0.0;0.0;0.0;0.0;35.2;0.0;-35.2;-52.7;0.0;-17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	3
3	Waveform 1	1	0.888386339	1.060394279	1275.6	3496.1			0.172		2220.5						
3	Spectrogram 1	1	0.888386339	1.060394279	1275.6	3496.1	2718.8	3281.2	0.172	562.5	2220.5	3281.2	2.089	2062.5;1968.8;1968.8;1875.0;1781.2;1687.5;1687.5;1593.8;3093.8;3093.8;3093.8;3093.8;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;2812.5;2718.8;2718.8;2718.8;2718.8;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	4.7	-17.6;0.0;-17.6;-17.6;-17.6;0.0;-17.6;281.2;0.0;0.0;0.0;35.2;0.0;0.0;0.0;0.0;0.0;-87.9;-17.6;0.0;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0	3
4	Waveform 1	1	1.253668040	1.428115808	1275.6	3496.1			0.174		2220.5						
4	Spectrogram 1	1	1.253668040	1.428115808	1275.6	3496.1	2718.8	3093.8	0.174	375.0	2220.5	2812.5	2.086	2062.5;1875.0;1781.2;1781.2;1687.5;1593.8;3093.8;3093.8;3093.8;3093.8;3281.2;3281.2;3281.2;3281.2;3281.2;3375.0;2718.8;2812.5;2718.8;2718.8;2718.8;2812.5;2812.5;2812.5;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5	4.7	-35.2;-17.6;0.0;-17.6;-17.6;281.2;0.0;0.0;0.0;35.2;0.0;0.0;0.0;0.0;17.6;-123.0;17.6;-17.6;0.0;0.0;17.6;0.0;0.0;-17.6;17.6;0.0;0.0;0.0;0.0;0.0	7
5	Waveform 1	1	1.623725408	1.801832920	1299.2	3496.1			0.178		2196.9						
5	Spectrogram 1	1	1.623725408	1.801832920	1299.2	3496.1	2718.8	3281.2	0.178	562.5	2196.9	3281.2	2.057	1968.8;1875.0;1781.2;1687.5;1687.5;1593.8;3093.8;3093.8;3093.8;3093.8;3093.8;3281.2;3281.2;3281.2;3281.2;3281.2;3281.2;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2718.8;2812.5;2812.5;2718.8;2812.5;2812.5	5.1	-17.6;-17.6;-17.6;0.0;-17.6;281.2;0.0;0.0;0.0;0.0;35.2;0.0;0.0;0.0;0.0;0.0;-105.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.6;0.0;-17.6;17.6;0.0	5
6	Waveform 1	1	1.992943958	2.172271384	1275.6	3448.8			0.179		2173.2						
6	Spectrogram 1	1	1.992943958	2.172271384	1275.6	3448.8	2718.8	3281.2	0.179	562.5	2173.2	3281.2	2.113	1968.8;1875.0;1781.2;1781.2;1781.2;1687.5;1593.8;3093.8;3093.8;3093.8;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3281.2;2812.5;2812.5;2718.8;2718.8;2718.8;2718.8;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;2812.5;3187.5;2812.5;2812.5;2812.5	4.8	-17.6;-17.6;0.0;0.0;-17.6;-17.6;281.2;0.0;0.0;17.6;0.0;17.6;0.0;0.0;0.0;0.0;-87.9;0.0;-17.6;0.0;0.0;0.0;17.6;0.0;0.0;0.0;0.0;0.0;0.0;70.3;-70.3;0.0;0.0	4
