Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.348343424	0.547147096	1319.0	8200.8			0.199		6881.8						
1	Spectrogram 1	1	0.348343424	0.547147096	1319.0	8200.8	3000.0	3468.8	0.199	468.8	6881.8	3937.5	2.191	4218.8;4218.8;4218.8;4125.0;3937.5;3750.0;3562.5;3468.8;3375.0;3281.2;3093.8;3093.8;3000.0;3000.0;2906.2;2906.2;3000.0;3000.0;3093.8;3093.8;3187.5;3281.2;3281.2;3375.0;3375.0;3281.2;3375.0;3281.2;3187.5;3000.0;3281.2;3281.2;3375.0;3281.2;3281.2;3281.2	-5.0	0.0;0.0;-17.6;-35.2;-35.2;-35.2;-17.6;-17.6;-17.6;-35.2;0.0;-17.6;0.0;-17.6;0.0;17.6;0.0;17.6;0.0;17.6;17.6;0.0;17.6;0.0;-17.6;17.6;-17.6;-17.6;-35.2;52.7;0.0;17.6;-17.6;0.0;0.0	6
2	Waveform 1	1	0.787622288	0.984311027	1352.4	8067.2			0.197		6714.7						
2	Spectrogram 1	1	0.787622288	0.984311027	1352.4	8067.2	3093.8	3656.2	0.197	562.5	6714.7	3843.8	2.365	4218.8;4218.8;4312.5;4312.5;4125.0;4031.2;3843.8;3750.0;3562.5;3375.0;3281.2;3187.5;3093.8;3093.8;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3093.8;3000.0;3187.5;3281.2;3281.2;3281.2;3281.2;3375.0;3281.2;3375.0;3093.8;3187.5;3281.2;3281.2;3187.5;3281.2;3281.2	-4.9	0.0;17.6;0.0;-35.2;-17.6;-35.2;-17.6;-35.2;-35.2;-17.6;-17.6;-17.6;0.0;-17.6;0.0;0.0;0.0;0.0;0.0;17.6;-17.6;35.2;17.6;0.0;0.0;0.0;17.6;-17.6;17.6;-52.7;17.6;17.6;0.0;-17.6;17.6;0.0	10
3	Waveform 1	1	1.213330880	1.414249484	1218.8	7933.5			0.201		6714.7						
3	Spectrogram 1	1	1.213330880	1.414249484	1218.8	7933.5	3093.8	3656.2	0.201	562.5	6714.7	3750.0	2.336	4218.8;4312.5;4312.5;4125.0;4031.2;3843.8;3750.0;3562.5;3375.0;3375.0;3281.2;3187.5;3000.0;3000.0;3000.0;2906.2;3000.0;3000.0;3000.0;3000.0;3093.8;3000.0;3187.5;3281.2;3375.0;3281.2;3281.2;3281.2;3375.0;3093.8;3375.0;3468.8;3281.2;3093.8;3281.2;3093.8;3187.5	-5.4	17.6;0.0;-35.2;-17.6;-35.2;-17.6;-35.2;-35.2;0.0;-17.6;-17.6;-35.2;0.0;0.0;-17.6;17.6;0.0;0.0;0.0;17.6;-17.6;35.2;17.6;17.6;-17.6;0.0;0.0;17.6;-52.7;52.7;17.6;-35.2;-35.2;35.2;-35.2;17.6	12
4	Waveform 1	1	3.006580337	3.220188537	1302.9	8000.4			0.214		6697.5						
4	Spectrogram 1	1	3.006580337	3.220188537	1302.9	8000.4	3093.8	3562.5	0.214	468.8	6697.5	3750.0	2.443	2343.8;2343.8;2343.8;4031.2;4125.0;4218.8;4125.0;4031.2;3843.8;3750.0;3562.5;3468.8;3375.0;3281.2;3187.5;3093.8;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3000.0;3187.5;3281.2;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3375.0;3468.8;3281.2;3375.0;3375.0;3375.0;3375.0	5.0	0.0;0.0;316.4;17.6;17.6;-17.6;-17.6;-35.2;-17.6;-35.2;-17.6;-17.6;-17.6;-17.6;-17.6;-17.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;35.2;17.6;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;-35.2;17.6;0.0;0.0;0.0	4
5	Waveform 1	1	3.465554233	3.655898173	1302.9	7850.6			0.190		6547.7						
5	Spectrogram 1	1	3.465554233	3.655898173	1302.9	7850.6	3000.0	3562.5	0.190	562.5	6547.7	3750.0	2.363	4125.0;4125.0;4218.8;4218.8;4125.0;3937.5;3843.8;3750.0;3468.8;3375.0;3281.2;3187.5;3093.8;3000.0;3000.0;3000.0;2906.2;2906.2;2906.2;2906.2;3000.0;3000.0;3093.8;3187.5;3187.5;3281.2;3281.2;3281.2;3281.2;3187.5;3375.0;3281.2;3000.0;2906.2;3000.0;3187.5	-5.0	0.0;17.6;0.0;-17.6;-35.2;-17.6;-17.6;-52.7;-17.6;-17.6;-17.6;-17.6;-17.6;0.0;0.0;-17.6;0.0;0.0;0.0;17.6;0.0;17.6;17.6;0.0;17.6;0.0;0.0;0.0;-17.6;35.2;-17.6;-52.7;-17.6;17.6;35.2	6
