Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.055181314	0.146230481	1718.2	5944.8			0.091		4226.7						
1	Spectrogram 1	1	0.055181314	0.146230481	1718.2	5944.8	4737.3	5254.1	0.091	516.8	4226.7	4909.6	3.934	3014.6;4909.6;4823.4;4823.4;5168.0;5168.0;5770.9;4651.2;4995.7;4909.6;5254.1;4651.2;4909.6;5254.1;4909.6;4995.7	22.8	326.4;-14.8;0.0;59.4;0.0;103.9;-192.9;59.4;-14.8;59.4;-103.9;44.5;59.4;-59.4;14.8	10
2	Waveform 1	1	0.208309459	0.297979094	1686.9	5443.9			0.090		3757.0						
2	Spectrogram 1	1	0.208309459	0.297979094	1686.9	5443.9	4651.2	5081.8	0.090	430.7	3757.0	5168.0	3.552	4995.7;4823.4;4823.4;4823.4;5168.0;5168.0;4995.7;4823.4;4651.2;4737.3;4737.3;4737.3;4995.7;4651.2;4565.0	-5.3	-29.7;0.0;0.0;59.4;0.0;-29.7;-29.7;-29.7;14.8;0.0;0.0;44.5;-59.4;-14.8	4
4	Waveform 1	1	0.347642276	0.442830043	1467.7	5068.2			0.095		3600.5						
4	Spectrogram 1	1	0.347642276	0.442830043	1467.7	5068.2	4565.0	4823.4	0.095	258.4	3600.5	4909.6	3.329	4995.7;4651.2;4134.4;4565.0;4737.3;4823.4;4909.6;4909.6;4737.3;4737.3;4478.9;4565.0;4651.2;4737.3;4565.0;4737.3	-3.0	-59.4;-89.0;74.2;29.7;14.8;14.8;0.0;-29.7;0.0;-44.5;14.8;14.8;14.8;-29.7;29.7	5
5	Waveform 1	1	0.798749516	0.880141954	1405.1	4567.3			0.081		3162.2						
5	Spectrogram 1	1	0.798749516	0.880141954	1405.1	4567.3	4048.2	4306.6	0.081	258.4	3162.2	4306.6	3.193	3273.0;3876.0;3962.1;4134.4;4306.6;4392.8;4306.6;4306.6;4306.6;4306.6;4392.8;4134.4;4134.4	12.4	103.9;14.8;29.7;29.7;14.8;-14.8;0.0;0.0;0.0;14.8;-44.5;0.0	3
6	Waveform 1	1	0.957395793	1.045685895	1436.4	4410.7			0.088		2974.3						
6	Spectrogram 1	1	0.957395793	1.045685895	1436.4	4410.7	3876.0	4134.4	0.088	258.4	2974.3	4048.2	3.325	4220.5;4220.5;4392.8;3962.1;4048.2;4134.4;4048.2;4048.2;4134.4;3876.0;3962.1;4134.4;4048.2;4048.2;4048.2;4048.2	-2.0	0.0;29.7;-74.2;14.8;14.8;-14.8;0.0;14.8;-44.5;14.8;29.7;-14.8;0.0;0.0;0.0	7
