Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)
1	Waveform 1	1	0.426532376	0.545595094	2227.8	7065.8			0.119		4837.9						
1	Spectrogram 1	1	0.426532376	0.545595094	2227.8	7065.8	2756.2	3186.9	0.119	430.7	4837.9	2842.4	1.937	5426.4;5426.4;3445.3;3445.3;3359.2;3273.0;3186.9;3014.6;2928.5;2842.4;2670.1;2497.9;2411.7;2584.0;2928.5;3100.8;3273.0;3273.0;3186.9	-21.4	2	0.0;-341.3;0.0;-14.8;-14.8;-14.8;-29.7;-14.8;-14.8;-29.7;-29.7;-14.8;29.7;59.4;29.7;29.7;0.0;-14.8
2	Waveform 1	1	0.734002033	0.858298278	2278.0	6915.4			0.124		4637.4						
2	Spectrogram 1	1	0.734002033	0.858298278	2278.0	6915.4	2842.4	3273.0	0.124	430.7	4637.4	3186.9	1.913	5426.4;5426.4;3445.3;3359.2;3359.2;3273.0;3273.0;3186.9;3186.9;3100.8;2842.4;2842.4;2584.0;2584.0;2842.4;3014.6;3100.8;3273.0;3186.9;3273.0	-19.5	3	0.0;-341.3;-14.8;0.0;-14.8;0.0;-14.8;0.0;-14.8;-44.5;0.0;-44.5;0.0;44.5;29.7;14.8;29.7;-14.8;14.8
3	Waveform 1	1	1.037757605	1.160745468	2177.7	7040.7			0.123		4863.0						
3	Spectrogram 1	1	1.037757605	1.160745468	2177.7	7040.7	2842.4	3186.9	0.123	344.5	4863.0	3186.9	1.961	5426.4;5426.4;5340.2;3445.3;3359.2;3359.2;3273.0;3186.9;3100.8;3014.6;2842.4;2756.2;2497.9;2411.7;2411.7;2756.2;2928.5;3100.8;3186.9;3186.9;3186.9	-19.3	1	0.0;-14.8;-326.4;-14.8;0.0;-14.8;-14.8;-14.8;-14.8;-29.7;-14.8;-44.5;-14.8;0.0;59.4;29.7;29.7;14.8;0.0;0.0
4	Waveform 1	1	1.354025433	1.475704914	2152.6	7040.7			0.122		4888.1						
4	Spectrogram 1	1	1.354025433	1.475704914	2152.6	7040.7	2756.2	3100.8	0.122	344.5	4888.1	2928.5	1.978	5426.4;5254.1;3445.3;3359.2;3273.0;3186.9;3100.8;3014.6;2928.5;2842.4;2670.1;2411.7;2325.6;2411.7;2756.2;2928.5;3100.8;3100.8;3100.8;3100.8;3100.8	-20.0	1	-29.7;-311.6;-14.8;-14.8;-14.8;-14.8;-14.8;-14.8;-14.8;-29.7;-44.5;-14.8;14.8;59.4;29.7;29.7;0.0;0.0;0.0;0.0
