Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Num Inf Pts	PFC Slope (Hz/ms)
1	Waveform 1	1	0.568524430	0.688895530	1634.3	6998.6			0.120		5364.3						
1	Spectrogram 1	1	0.568524430	0.688895530	1634.3	6998.6	2842.4	3273.0	0.120	430.7	5364.3	3273.0	2.143	5426.4;5254.1;5254.1;3445.3;3445.3;3359.2;3273.0;3100.8;3014.6;2928.5;2842.4;2670.1;2411.7;2411.7;2756.2;3014.6;3186.9;3273.0;3273.0;3100.8	-21.1	2	-29.7;0.0;-311.6;0.0;-14.8;-14.8;-29.7;-14.8;-14.8;-14.8;-29.7;-44.5;0.0;59.4;44.5;29.7;14.8;0.0;-29.7
2	Waveform 1	1	1.795931674	1.916302774	1584.2	6823.2			0.120		5239.0						
2	Spectrogram 1	1	1.795931674	1.916302774	1584.2	6823.2	2842.4	3100.8	0.120	258.4	5239.0	3100.8	2.038	5254.1;5081.8;5081.8;3359.2;3273.0;3273.0;3186.9;3100.8;3014.6;2928.5;2756.2;2584.0;2411.7;2411.7;2584.0;2842.4;3014.6;3100.8;3186.9;3186.9;2928.5	-20.0	2	-29.7;0.0;-296.8;-14.8;0.0;-14.8;-14.8;-14.8;-14.8;-29.7;-29.7;-29.7;0.0;29.7;44.5;29.7;14.8;14.8;0.0;-44.5
3	Waveform 1	1	2.094242661	2.219847287	1609.2	6773.0			0.126		5163.8						
3	Spectrogram 1	1	2.094242661	2.219847287	1609.2	6773.0	2842.4	3100.8	0.126	258.4	5163.8	3014.6	2.093	3617.6;5254.1;5081.8;3359.2;3273.0;3186.9;3100.8;3100.8;3014.6;2928.5;2756.2;2584.0;2411.7;2411.7;2670.1;2928.5;3014.6;3014.6;3014.6;3014.6;3100.8	-4.5	2	281.9;-29.7;-296.8;-14.8;-14.8;-14.8;0.0;-14.8;-14.8;-29.7;-29.7;-29.7;0.0;44.5;44.5;14.8;0.0;0.0;0.0;14.8
4	Waveform 1	1	2.405637463	2.531242089	1584.2	6722.9			0.126		5138.7						
4	Spectrogram 1	1	2.405637463	2.531242089	1584.2	6722.9	2756.2	3100.8	0.126	344.5	5138.7	3014.6	2.092	5168.0;5168.0;3273.0;3273.0;3273.0;3186.9;3100.8;3014.6;2842.4;2756.2;2584.0;2411.7;2325.6;2497.9;2670.1;2928.5;3014.6;3014.6;2756.2;3100.8;3100.8	-17.8	3	0.0;-326.4;0.0;0.0;-14.8;-14.8;-14.8;-29.7;-14.8;-29.7;-29.7;-14.8;29.7;29.7;44.5;14.8;0.0;-44.5;59.4;0.0
