Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.128433778	0.273488399	1288.3	4146.6			0.145		2858.3						
1	Spectrogram 1	1	0.128433778	0.273488399	1288.3	4146.6	3093.8	3750.0	0.145	656.2	2858.3	3750.0	2.468	1781.2;1781.2;3750.0;3750.0;3750.0;3750.0;3750.0;3750.0;3562.5;3375.0;3093.8;2906.2;2718.8;2718.8;2812.5;3000.0;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3281.2;3187.5	10.5	0.0;369.1;0.0;0.0;0.0;0.0;0.0;-35.2;-35.2;-52.7;-35.2;-35.2;0.0;17.6;35.2;17.6;17.6;0.0;0.0;0.0;0.0;0.0;0.0;17.6;-17.6	3
2	Waveform 1	1	0.386034517	0.538644065	1241.0	3957.6			0.153		2716.5						
2	Spectrogram 1	1	0.386034517	0.538644065	1241.0	3957.6	3000.0	3375.0	0.153	375.0	2716.5	3093.8	2.459	1781.2;1781.2;1781.2;3656.2;3656.2;3750.0;3656.2;3562.5;3468.8;3281.2;3000.0;2812.5;2718.8;2718.8;2812.5;2906.2;3093.8;3093.8;3187.5;3187.5;3187.5;3281.2;3281.2;3000.0;3281.2;3281.2;3000.0	8.8	0.0;0.0;351.6;0.0;17.6;-17.6;-17.6;-17.6;-35.2;-52.7;-35.2;-17.6;0.0;17.6;17.6;35.2;0.0;17.6;0.0;0.0;17.6;0.0;-52.7;52.7;0.0;-52.7	5
3	Waveform 1	1	0.640633119	0.791731682	1241.0	3957.6			0.151		2716.5						
3	Spectrogram 1	1	0.640633119	0.791731682	1241.0	3957.6	3000.0	3468.8	0.151	468.8	2716.5	3468.8	2.454	1781.2;1781.2;1781.2;1781.2;3656.2;3656.2;3750.0;3656.2;3562.5;3468.8;3281.2;3000.0;2812.5;2718.8;2718.8;2812.5;2906.2;3093.8;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3093.8;3093.8;3000.0;2812.5	7.2	0.0;0.0;0.0;351.6;0.0;17.6;-17.6;-17.6;-17.6;-35.2;-52.7;-35.2;-17.6;0.0;17.6;17.6;35.2;0.0;17.6;0.0;0.0;0.0;0.0;-17.6;0.0;-17.6;-35.2	3
4	Waveform 1	1	0.899011662	1.050110225	1264.7	3957.6			0.151		2692.9						
4	Spectrogram 1	1	0.899011662	1.050110225	1264.7	3957.6	3000.0	3375.0	0.151	375.0	2692.9	3093.8	2.384	1781.2;1781.2;1781.2;1781.2;3656.2;3656.2;3656.2;3656.2;3656.2;3468.8;3375.0;3187.5;3000.0;2812.5;2718.8;2718.8;2906.2;3000.0;3093.8;3093.8;3187.5;3187.5;3187.5;3093.8;3093.8;3093.8;3093.8	9.5	0.0;0.0;0.0;351.6;0.0;0.0;0.0;0.0;-35.2;-17.6;-35.2;-35.2;-35.2;-17.6;0.0;35.2;17.6;17.6;0.0;17.6;0.0;0.0;-17.6;0.0;0.0;0.0	3
5	Waveform 1	1	1.158901190	1.314532710	1288.3	3934.0			0.156		2645.7						
5	Spectrogram 1	1	1.158901190	1.314532710	1288.3	3934.0	2906.2	3468.8	0.156	562.5	2645.7	3093.8	2.302	1781.2;1781.2;1781.2;3562.5;3562.5;3656.2;3656.2;3562.5;3468.8;3281.2;3093.8;2906.2;2812.5;2718.8;2812.5;2906.2;3000.0;3093.8;3187.5;3187.5;3187.5;3187.5;3187.5;3187.5;3093.8;3187.5;3093.8;3000.0	8.5	0.0;0.0;334.0;0.0;17.6;0.0;-17.6;-17.6;-35.2;-35.2;-35.2;-17.6;-17.6;17.6;17.6;17.6;17.6;17.6;0.0;0.0;0.0;0.0;0.0;-17.6;17.6;-17.6;-17.6	5
