Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Q1 Freq (Hz)	Q3 Freq (Hz)	Delta Time (s)	IQR BW (Hz)	Delta Freq (Hz)	Peak Freq (Hz)	Avg Entropy (bits)	Peak Freq Contour (Hz)	PFC Avg Slope (Hz/ms)	PFC Slope (Hz/ms)	PFC Num Inf Pts
1	Waveform 1	1	0.211599224	0.399409186	1847.2	4289.3			0.188		2442.1						
1	Spectrogram 1	1	0.211599224	0.399409186	1847.2	4289.3	3531.4	3962.1	0.188	430.7	2442.1	3876.0	2.994	2497.9;2497.9;2067.2;2067.2;2153.3;2239.5;2153.3;2239.5;2067.2;4048.2;3962.1;3962.1;4048.2;4048.2;4134.4;4048.2;4048.2;3876.0;3703.7;3531.4;3445.3;3359.2;3359.2;3359.2;3359.2;3617.6;3445.3;3531.4;3531.4;3617.6;3531.4	5.9	0.0;-74.2;0.0;14.8;14.8;-14.8;14.8;-29.7;341.3;-14.8;0.0;14.8;0.0;14.8;-14.8;0.0;-29.7;-29.7;-29.7;-14.8;-14.8;0.0;0.0;0.0;44.5;-29.7;14.8;0.0;14.8;-14.8	12
2	Waveform 1	1	0.485801769	0.684880329	1784.6	4289.3			0.199		2504.7						
2	Spectrogram 1	1	0.485801769	0.684880329	1784.6	4289.3	2756.2	3789.8	0.199	1033.6	2504.7	3876.0	3.302	2756.2;2497.9;2497.9;1981.1;1981.1;1981.1;2067.2;2153.3;2067.2;2153.3;2153.3;3876.0;3876.0;3962.1;4134.4;4134.4;4048.2;3962.1;3876.0;3617.6;3445.3;3445.3;3359.2;3359.2;3359.2;3445.3;3445.3;3359.2;3531.4;3445.3;3273.0;3359.2;3445.3	3.7	-44.5;0.0;-89.0;0.0;0.0;14.8;14.8;-14.8;14.8;0.0;296.8;0.0;14.8;29.7;0.0;-14.8;-14.8;-14.8;-44.5;-29.7;0.0;-14.8;0.0;0.0;14.8;0.0;-14.8;29.7;-14.8;-29.7;14.8;14.8	9
3	Waveform 1	1	0.749100874	0.946927368	1753.3	4351.9			0.198		2598.6						
3	Spectrogram 1	1	0.749100874	0.946927368	1753.3	4351.9	3359.2	3876.0	0.198	516.8	2598.6	3531.4	3.034	2670.1;2670.1;1894.9;1894.9;1894.9;2153.3;2153.3;1981.1;1981.1;1981.1;2239.5;3876.0;3876.0;3962.1;4048.2;4048.2;3962.1;3876.0;3703.7;3531.4;3445.3;3359.2;3359.2;3359.2;3445.3;3445.3;3445.3;3359.2;3445.3;3359.2;3359.2;3531.4;3703.7	5.6	0.0;-133.5;0.0;0.0;44.5;0.0;-29.7;0.0;0.0;44.5;281.9;0.0;14.8;14.8;0.0;-14.8;-14.8;-29.7;-29.7;-14.8;-14.8;0.0;0.0;14.8;0.0;0.0;-14.8;14.8;-14.8;0.0;29.7;29.7	9
4	Waveform 1	1	1.023804187	1.216421060	1784.6	4445.8			0.193		2661.2						
4	Spectrogram 1	1	1.023804187	1.216421060	1784.6	4445.8	3445.3	3789.8	0.193	344.5	2661.2	3531.4	2.870	2670.1;2670.1;2153.3;1981.1;2067.2;2153.3;2239.5;2325.6;2153.3;2067.2;1981.1;2067.2;3876.0;3876.0;3962.1;4048.2;3962.1;3962.1;3876.0;3703.7;3531.4;3445.3;3359.2;3359.2;3359.2;3531.4;3445.3;3359.2;3273.0;3876.0;3617.6;3359.2;3359.2	3.7	0.0;-89.0;-29.7;14.8;14.8;14.8;14.8;-29.7;-14.8;-14.8;14.8;311.6;0.0;14.8;14.8;-14.8;0.0;-14.8;-29.7;-29.7;-14.8;-14.8;0.0;0.0;29.7;-14.8;-14.8;-14.8;103.9;-44.5;-44.5;0.0	8
5	Waveform 1	1	1.285284713	1.491875672	1722.0	4351.9			0.207		2629.9						
5	Spectrogram 1	1	1.285284713	1.491875672	1722.0	4351.9	3273.0	3703.7	0.207	430.7	2629.9	3531.4	3.319	2670.1;2670.1;2411.7;1981.1;1894.9;1981.1;2067.2;2153.3;2153.3;2067.2;1981.1;2153.3;1981.1;3876.0;3962.1;3962.1;4048.2;3962.1;3876.0;3703.7;3531.4;3445.3;3359.2;3359.2;3359.2;3617.6;3876.0;3359.2;3359.2;3359.2;2670.1;3359.2;3359.2;3359.2;3531.4;3359.2	3.4	0.0;-44.5;-74.2;-14.8;14.8;14.8;14.8;0.0;-14.8;-14.8;29.7;-29.7;326.4;14.8;0.0;14.8;-14.8;-14.8;-29.7;-29.7;-14.8;-14.8;0.0;0.0;44.5;44.5;-89.0;0.0;0.0;-118.7;118.7;0.0;0.0;29.7;-29.7	10
